test,source,smoothed,eta,sampling_cap,phase,policy,additional_stations_b,metric,events,median_delta,min_delta,max_delta,events_lower,events_higher
SKS02,SKS03,0,0.5,240,before_decay,original,2,peak_load_error,5,-0.10136320393198751,-0.20353378252031956,-0.0237676592761685,5,0
SKS02,SKS03,0,0.5,240,before_decay,original,2,profile_nrmse,5,0.00814191633265278,-0.04490369147469238,0.05755723621451282,2,3
SKS02,SKS03,0,0.5,240,before_decay,original,3,peak_depth_error,5,0.35714285714285704,0.1428571428571428,0.35714285714285704,0,5
SKS02,SKS03,0,0.5,240,before_decay,original,3,peak_load_error,5,0.027167519945881097,-0.029581160193606862,0.0747751238552251,1,4
SKS02,SKS03,0,0.5,240,before_decay,original,3,profile_nrmse,5,-0.010410123553544759,-0.025156639269734035,-0.0007399484303755172,5,0
SKS02,SKS03,0,0.5,240,before_decay,original,4,peak_depth_error,5,-0.35714285714285715,-0.42857142857142855,-0.2142857142857143,5,0
SKS02,SKS03,0,0.5,240,before_decay,original,4,peak_load_error,5,-0.3315973797898562,-0.3460529848877445,-0.27403730338666227,5,0
SKS02,SKS03,0,0.5,240,before_decay,original,4,profile_nrmse,5,-0.06162414246980244,-0.0957743640309007,-0.022501486185873353,5,0
SKS02,SKS03,0,0.5,240,shaking,boundary_retained,2,peak_depth_error,6,0.21428571428571425,0.1428571428571428,0.21428571428571425,0,6
SKS02,SKS03,0,0.5,240,shaking,boundary_retained,2,peak_load_error,6,-0.09067518573674008,-0.11447198293287741,-0.0499191947305119,6,0
SKS02,SKS03,0,0.5,240,shaking,boundary_retained,2,profile_nrmse,6,-0.004840658114165272,-0.043763804030799824,0.0035308075169441094,5,1
SKS02,SKS03,0,0.5,240,shaking,boundary_retained,3,peak_depth_error,6,0.1071428571428571,0.0714285714285714,0.4285714285714285,0,6
SKS02,SKS03,0,0.5,240,shaking,boundary_retained,3,peak_load_error,6,0.021391970789460084,-0.011097400137518296,0.07112007611312442,2,4
SKS02,SKS03,0,0.5,240,shaking,boundary_retained,3,profile_nrmse,6,-0.00798602123628886,-0.027046025757697684,-0.0009555394656411004,6,0
SKS02,SKS03,0,0.5,240,shaking,boundary_retained,4,peak_depth_error,6,-0.4642857142857143,-0.7142857142857142,-0.35714285714285715,6,0
SKS02,SKS03,0,0.5,240,shaking,boundary_retained,4,peak_load_error,6,-0.3200935280286278,-0.37287242917875996,-0.27644420065307834,6,0
SKS02,SKS03,0,0.5,240,shaking,boundary_retained,4,profile_nrmse,6,-0.058654858233510146,-0.09412688903211552,-0.03948433501295142,6,0
SKS02,SKS03,0,0.5,240,shaking,original,2,peak_depth_error,6,0.17857142857142852,-0.14285714285714285,0.21428571428571425,2,4
SKS02,SKS03,0,0.5,240,shaking,original,2,peak_load_error,6,-0.1436490637471246,-0.2006729322709995,-0.11106483478966912,6,0
SKS02,SKS03,0,0.5,240,shaking,original,2,profile_nrmse,6,0.022968972391570648,-0.05011606145304989,0.05171113377380038,2,4
SKS02,SKS03,0,0.5,240,shaking,original,3,peak_depth_error,6,0.1071428571428571,0.0714285714285714,0.4285714285714285,0,6
SKS02,SKS03,0,0.5,240,shaking,original,3,peak_load_error,6,0.021391970789460084,-0.011097400137518296,0.07112007611312442,2,4
SKS02,SKS03,0,0.5,240,shaking,original,3,profile_nrmse,6,-0.00798602123628886,-0.027046025757697684,-0.0009555394656411004,6,0
SKS02,SKS03,0,0.5,240,shaking,original,4,peak_depth_error,6,-0.4642857142857143,-0.7142857142857142,-0.35714285714285715,6,0
SKS02,SKS03,0,0.5,240,shaking,original,4,peak_load_error,6,-0.3200935280286278,-0.37287242917875996,-0.27644420065307834,6,0
SKS02,SKS03,0,0.5,240,shaking,original,4,profile_nrmse,6,-0.058654858233510146,-0.09412688903211552,-0.03948433501295142,6,0
SKS02,SKS03,0,0.75,120,after_decay,boundary_retained,2,peak_depth_error,5,0.21428571428571425,-0.0714285714285714,0.28571428571428564,1,4
SKS02,SKS03,0,0.75,120,after_decay,boundary_retained,2,peak_load_error,5,-0.023232528090186028,-0.09144297368683847,0.005331452388926794,4,1
SKS02,SKS03,0,0.75,120,after_decay,boundary_retained,2,profile_nrmse,5,-0.004052750446329051,-0.0334305014458664,0.005031603425577194,3,2
SKS02,SKS03,0,0.75,120,after_decay,boundary_retained,3,peak_depth_error,5,0.0714285714285714,0.0,0.0714285714285714,0,4
SKS02,SKS03,0,0.75,120,after_decay,boundary_retained,3,peak_load_error,5,0.037641878078720575,-0.0011289647973669326,0.07635602496543194,1,4
SKS02,SKS03,0,0.75,120,after_decay,boundary_retained,3,profile_nrmse,5,-0.0005314611870151711,-0.011950232356623583,0.007888509710862149,3,2
SKS02,SKS03,0,0.75,120,after_decay,boundary_retained,4,peak_depth_error,5,-0.35714285714285715,-0.35714285714285715,-0.2142857142857143,5,0
SKS02,SKS03,0,0.75,120,after_decay,boundary_retained,4,peak_load_error,5,-0.3042160046593207,-0.33638638710498503,-0.270700666594312,5,0
SKS02,SKS03,0,0.75,120,after_decay,boundary_retained,4,profile_nrmse,5,-0.05943438894802949,-0.08681194717968374,-0.03237551222911109,5,0
SKS02,SKS03,0,0.75,120,after_decay,original,2,peak_depth_error,5,0.21428571428571425,0.14285714285714285,0.28571428571428564,0,5
SKS02,SKS03,0,0.75,120,after_decay,original,2,peak_load_error,5,-0.08440304859937758,-0.18344064427600187,-0.03650307708907452,5,0
SKS02,SKS03,0,0.75,120,after_decay,original,2,profile_nrmse,5,0.012141173338459203,-0.042340679995012453,0.04482024402074405,2,3
SKS02,SKS03,0,0.75,120,after_decay,original,3,peak_depth_error,5,0.0714285714285714,0.0,0.0714285714285714,0,4
SKS02,SKS03,0,0.75,120,after_decay,original,3,peak_load_error,5,0.037641878078720575,-0.0011289647973669326,0.07635602496543194,1,4
SKS02,SKS03,0,0.75,120,after_decay,original,3,profile_nrmse,5,-0.0005314611870151711,-0.011950232356623583,0.007888509710862149,3,2
SKS02,SKS03,0,0.75,120,after_decay,original,4,peak_depth_error,5,-0.35714285714285715,-0.35714285714285715,-0.2142857142857143,5,0
SKS02,SKS03,0,0.75,120,after_decay,original,4,peak_load_error,5,-0.3042160046593207,-0.33638638710498503,-0.270700666594312,5,0
SKS02,SKS03,0,0.75,120,after_decay,original,4,profile_nrmse,5,-0.05943438894802949,-0.08681194717968374,-0.03237551222911109,5,0
SKS02,SKS03,0,0.75,120,before_decay,boundary_retained,2,peak_depth_error,5,0.4285714285714285,0.4285714285714285,0.4999999999999999,0,5
SKS02,SKS03,0,0.75,120,before_decay,boundary_retained,2,peak_load_error,5,-0.10260732785648427,-0.16702303525185472,-0.014123886123805038,5,0
SKS02,SKS03,0,0.75,120,before_decay,boundary_retained,2,profile_nrmse,5,-0.018831801713213775,-0.042363031969281637,-0.0017533667848273482,5,0
SKS02,SKS03,0,0.75,120,before_decay,boundary_retained,3,peak_depth_error,5,0.1428571428571428,0.1428571428571428,0.35714285714285704,0,5
SKS02,SKS03,0,0.75,120,before_decay,boundary_retained,3,peak_load_error,5,0.005013438423323288,-0.033010252437107535,0.07280204560227263,2,3
SKS02,SKS03,0,0.75,120,before_decay,boundary_retained,3,profile_nrmse,5,-0.010051260558340505,-0.029832509276677327,-0.0005661576524662593,5,0
SKS02,SKS03,0,0.75,120,before_decay,boundary_retained,4,peak_depth_error,5,-0.35714285714285715,-0.5714285714285714,-0.3000000000000012,5,0
SKS02,SKS03,0,0.75,120,before_decay,boundary_retained,4,peak_load_error,5,-0.3037306987551232,-0.32301894613518894,-0.27159163699100225,5,0
SKS02,SKS03,0,0.75,120,before_decay,boundary_retained,4,profile_nrmse,5,-0.06103500247094619,-0.09577071715747175,-0.026281686413681712,5,0
SKS02,SKS03,0,0.75,120,before_decay,original,2,peak_depth_error,5,0.4285714285714285,0.14285714285714285,0.4285714285714285,0,5
SKS02,SKS03,0,0.75,120,before_decay,original,2,peak_load_error,5,-0.16702303525185472,-0.20764683442297655,-0.047266569472217454,5,0
SKS02,SKS03,0,0.75,120,before_decay,original,2,profile_nrmse,5,0.007903912449616246,-0.04436809675429963,0.056639580338731815,2,3
SKS02,SKS03,0,0.75,120,before_decay,original,3,peak_depth_error,5,0.1428571428571428,0.1428571428571428,0.35714285714285704,0,5
SKS02,SKS03,0,0.75,120,before_decay,original,3,peak_load_error,5,0.005013438423323288,-0.033010252437107535,0.07280204560227263,2,3
SKS02,SKS03,0,0.75,120,before_decay,original,3,profile_nrmse,5,-0.010051260558340505,-0.029832509276677327,-0.0005661576524662593,5,0
SKS02,SKS03,0,0.75,120,before_decay,original,4,peak_depth_error,5,-0.35714285714285715,-0.5714285714285714,-0.3000000000000012,5,0
SKS02,SKS03,0,0.75,120,before_decay,original,4,peak_load_error,5,-0.3037306987551232,-0.32301894613518894,-0.27159163699100225,5,0
SKS02,SKS03,0,0.75,120,before_decay,original,4,profile_nrmse,5,-0.06103500247094619,-0.09577071715747175,-0.026281686413681712,5,0
SKS02,SKS03,0,0.75,120,shaking,boundary_retained,2,peak_depth_error,6,0.21428571428571425,0.21428571428571425,0.39999999999999747,0,6
SKS02,SKS03,0,0.75,120,shaking,boundary_retained,2,peak_load_error,6,-0.09418797114751709,-0.11806733044399342,-0.051463624920253845,6,0
SKS02,SKS03,0,0.75,120,shaking,boundary_retained,2,profile_nrmse,6,-0.005519857994211688,-0.04348078291625097,0.005971220919334497,5,1
SKS02,SKS03,0,0.75,120,shaking,boundary_retained,3,peak_depth_error,6,0.1071428571428571,0.0714285714285714,0.4285714285714285,0,6
SKS02,SKS03,0,0.75,120,shaking,boundary_retained,3,peak_load_error,6,0.021225926397733193,-0.0068723962672914835,0.06650388344247284,1,5
SKS02,SKS03,0,0.75,120,shaking,boundary_retained,3,profile_nrmse,6,-0.009650264226766625,-0.027046357733588516,-0.0011368766118742407,6,0
SKS02,SKS03,0,0.75,120,shaking,boundary_retained,4,peak_depth_error,6,-0.4642857142857143,-0.7142857142857142,-0.35714285714285715,6,0
SKS02,SKS03,0,0.75,120,shaking,boundary_retained,4,peak_load_error,6,-0.32086091741907297,-0.3719609588753725,-0.27856282077001454,6,0
SKS02,SKS03,0,0.75,120,shaking,boundary_retained,4,profile_nrmse,6,-0.058298302490580475,-0.09474938839349697,-0.04037327341016728,6,0
SKS02,SKS03,0,0.75,120,shaking,original,2,peak_depth_error,6,0.21428571428571425,-0.14285714285714285,0.39999999999999747,2,4
SKS02,SKS03,0,0.75,120,shaking,original,2,peak_load_error,6,-0.14094178830440723,-0.20388871127295025,-0.10762856923780496,6,0
SKS02,SKS03,0,0.75,120,shaking,original,2,profile_nrmse,6,0.023315303262362135,-0.04986322194706347,0.053863656790048495,2,4
SKS02,SKS03,0,0.75,120,shaking,original,3,peak_depth_error,6,0.1071428571428571,0.0714285714285714,0.4285714285714285,0,6
SKS02,SKS03,0,0.75,120,shaking,original,3,peak_load_error,6,0.021225926397733193,-0.0068723962672914835,0.06650388344247284,1,5
SKS02,SKS03,0,0.75,120,shaking,original,3,profile_nrmse,6,-0.009650264226766625,-0.027046357733588516,-0.0011368766118742407,6,0
SKS02,SKS03,0,0.75,120,shaking,original,4,peak_depth_error,6,-0.4642857142857143,-0.7142857142857142,-0.35714285714285715,6,0
SKS02,SKS03,0,0.75,120,shaking,original,4,peak_load_error,6,-0.32086091741907297,-0.3719609588753725,-0.27856282077001454,6,0
SKS02,SKS03,0,0.75,120,shaking,original,4,profile_nrmse,6,-0.058298302490580475,-0.09474938839349697,-0.04037327341016728,6,0
SKS02,SKS03,0,0.75,240,after_decay,boundary_retained,2,peak_depth_error,5,0.21428571428571425,-0.0714285714285714,0.28571428571428564,1,4
SKS02,SKS03,0,0.75,240,after_decay,boundary_retained,2,peak_load_error,5,-0.02293577459060142,-0.09154031248331623,0.005376701750817892,4,1
SKS02,SKS03,0,0.75,240,after_decay,boundary_retained,2,profile_nrmse,5,-0.00403651265703539,-0.033374718614909205,0.0050088483930639804,3,2
SKS02,SKS03,0,0.75,240,after_decay,boundary_retained,3,peak_depth_error,5,0.0714285714285714,0.0,0.0714285714285714,0,4
SKS02,SKS03,0,0.75,240,after_decay,boundary_retained,3,peak_load_error,5,0.03776578965303784,-0.0012148747660823966,0.07626580240686343,1,4
SKS02,SKS03,0,0.75,240,after_decay,boundary_retained,3,profile_nrmse,5,-0.0005514753245881784,-0.011903994419036307,0.007916494172268196,3,2
SKS02,SKS03,0,0.75,240,after_decay,boundary_retained,4,peak_depth_error,5,-0.35714285714285715,-0.35714285714285715,-0.2142857142857143,5,0
SKS02,SKS03,0,0.75,240,after_decay,boundary_retained,4,peak_load_error,5,-0.3042390812205629,-0.336385370053487,-0.27070641411963464,5,0
SKS02,SKS03,0,0.75,240,after_decay,boundary_retained,4,profile_nrmse,5,-0.05942905949298713,-0.08679457771799556,-0.032211335158856526,5,0
SKS02,SKS03,0,0.75,240,after_decay,original,2,peak_depth_error,5,0.21428571428571425,0.14285714285714285,0.28571428571428564,0,5
SKS02,SKS03,0,0.75,240,after_decay,original,2,peak_load_error,5,-0.08440039669106053,-0.1835448586609626,-0.03656616357919265,5,0
SKS02,SKS03,0,0.75,240,after_decay,original,2,profile_nrmse,5,0.01216061562768514,-0.04225666611690948,0.04494387902609731,2,3
SKS02,SKS03,0,0.75,240,after_decay,original,3,peak_depth_error,5,0.0714285714285714,0.0,0.0714285714285714,0,4
SKS02,SKS03,0,0.75,240,after_decay,original,3,peak_load_error,5,0.03776578965303784,-0.0012148747660823966,0.07626580240686343,1,4
SKS02,SKS03,0,0.75,240,after_decay,original,3,profile_nrmse,5,-0.0005514753245881784,-0.011903994419036307,0.007916494172268196,3,2
SKS02,SKS03,0,0.75,240,after_decay,original,4,peak_depth_error,5,-0.35714285714285715,-0.35714285714285715,-0.2142857142857143,5,0
SKS02,SKS03,0,0.75,240,after_decay,original,4,peak_load_error,5,-0.3042390812205629,-0.336385370053487,-0.27070641411963464,5,0
SKS02,SKS03,0,0.75,240,after_decay,original,4,profile_nrmse,5,-0.05942905949298713,-0.08679457771799556,-0.032211335158856526,5,0
SKS02,SKS03,0,0.75,240,before_decay,boundary_retained,2,peak_depth_error,5,0.4285714285714285,0.4285714285714285,0.4999999999999999,0,5
SKS02,SKS03,0,0.75,240,before_decay,boundary_retained,2,peak_load_error,5,-0.10312014480028095,-0.16262424764908884,-0.00866104864884365,5,0
SKS02,SKS03,0,0.75,240,before_decay,boundary_retained,2,profile_nrmse,5,-0.018627473535947098,-0.041892475945465635,-0.001961795750824613,5,0
SKS02,SKS03,0,0.75,240,before_decay,boundary_retained,3,peak_depth_error,5,0.1428571428571428,0.1428571428571428,0.35714285714285704,0,5
SKS02,SKS03,0,0.75,240,before_decay,boundary_retained,3,peak_load_error,5,0.005108972724133895,-0.03364878474589578,0.07028303591215508,2,3
SKS02,SKS03,0,0.75,240,before_decay,boundary_retained,3,profile_nrmse,5,-0.009562995142022537,-0.030270479724732735,-0.0010299719813092884,5,0
SKS02,SKS03,0,0.75,240,before_decay,boundary_retained,4,peak_depth_error,5,-0.42857142857142855,-0.5714285714285714,-0.35714285714285715,5,0
SKS02,SKS03,0,0.75,240,before_decay,boundary_retained,4,peak_load_error,5,-0.30452315658150386,-0.3151974525402627,-0.27137969580206067,5,0
SKS02,SKS03,0,0.75,240,before_decay,boundary_retained,4,profile_nrmse,5,-0.06110577178502604,-0.09627089850498949,-0.0254099577322943,5,0
SKS02,SKS03,0,0.75,240,before_decay,original,2,peak_depth_error,5,0.4285714285714285,0.14285714285714285,0.4285714285714285,0,5
SKS02,SKS03,0,0.75,240,before_decay,original,2,peak_load_error,5,-0.16266932010634977,-0.2088547910562965,-0.04239401443741353,5,0
SKS02,SKS03,0,0.75,240,before_decay,original,2,profile_nrmse,5,0.007980182138481645,-0.04420004633290199,0.0582756968554627,2,3
SKS02,SKS03,0,0.75,240,before_decay,original,3,peak_depth_error,5,0.1428571428571428,0.1428571428571428,0.35714285714285704,0,5
SKS02,SKS03,0,0.75,240,before_decay,original,3,peak_load_error,5,0.005108972724133895,-0.03364878474589578,0.07028303591215508,2,3
SKS02,SKS03,0,0.75,240,before_decay,original,3,profile_nrmse,5,-0.009562995142022537,-0.030270479724732735,-0.0010299719813092884,5,0
SKS02,SKS03,0,0.75,240,before_decay,original,4,peak_depth_error,5,-0.42857142857142855,-0.5714285714285714,-0.35714285714285715,5,0
SKS02,SKS03,0,0.75,240,before_decay,original,4,peak_load_error,5,-0.30452315658150386,-0.3151974525402627,-0.27137969580206067,5,0
SKS02,SKS03,0,0.75,240,before_decay,original,4,profile_nrmse,5,-0.06110577178502604,-0.09627089850498949,-0.0254099577322943,5,0
SKS02,SKS03,0,0.75,240,shaking,boundary_retained,2,peak_depth_error,6,0.21428571428571425,0.1428571428571428,0.21428571428571425,0,6
SKS02,SKS03,0,0.75,240,shaking,boundary_retained,2,peak_load_error,6,-0.09067518573674008,-0.11447198293287741,-0.0499191947305119,6,0
SKS02,SKS03,0,0.75,240,shaking,boundary_retained,2,profile_nrmse,6,-0.004840658114165272,-0.043763804030799824,0.0035308075169441094,5,1
SKS02,SKS03,0,0.75,240,shaking,boundary_retained,3,peak_depth_error,6,0.1071428571428571,0.0714285714285714,0.4285714285714285,0,6
SKS02,SKS03,0,0.75,240,shaking,boundary_retained,3,peak_load_error,6,0.021391970789460084,-0.011097400137518296,0.07112007611312442,2,4
SKS02,SKS03,0,0.75,240,shaking,boundary_retained,3,profile_nrmse,6,-0.00798602123628886,-0.027046025757697684,-0.0009555394656411004,6,0
SKS02,SKS03,0,0.75,240,shaking,boundary_retained,4,peak_depth_error,6,-0.4642857142857143,-0.7142857142857142,-0.35714285714285715,6,0
SKS02,SKS03,0,0.75,240,shaking,boundary_retained,4,peak_load_error,6,-0.3200935280286278,-0.37287242917875996,-0.27644420065307834,6,0
SKS02,SKS03,0,0.75,240,shaking,boundary_retained,4,profile_nrmse,6,-0.058654858233510146,-0.09412688903211552,-0.03948433501295142,6,0
SKS02,SKS03,0,0.75,240,shaking,original,2,peak_depth_error,6,0.17857142857142852,-0.14285714285714285,0.21428571428571425,2,4
SKS02,SKS03,0,0.75,240,shaking,original,2,peak_load_error,6,-0.1436490637471246,-0.2006729322709995,-0.11106483478966912,6,0
SKS02,SKS03,0,0.75,240,shaking,original,2,profile_nrmse,6,0.022968972391570648,-0.05011606145304989,0.05171113377380038,2,4
SKS02,SKS03,0,0.75,240,shaking,original,3,peak_depth_error,6,0.1071428571428571,0.0714285714285714,0.4285714285714285,0,6
SKS02,SKS03,0,0.75,240,shaking,original,3,peak_load_error,6,0.021391970789460084,-0.011097400137518296,0.07112007611312442,2,4
SKS02,SKS03,0,0.75,240,shaking,original,3,profile_nrmse,6,-0.00798602123628886,-0.027046025757697684,-0.0009555394656411004,6,0
SKS02,SKS03,0,0.75,240,shaking,original,4,peak_depth_error,6,-0.4642857142857143,-0.7142857142857142,-0.35714285714285715,6,0
SKS02,SKS03,0,0.75,240,shaking,original,4,peak_load_error,6,-0.3200935280286278,-0.37287242917875996,-0.27644420065307834,6,0
SKS02,SKS03,0,0.75,240,shaking,original,4,profile_nrmse,6,-0.058654858233510146,-0.09412688903211552,-0.03948433501295142,6,0
SKS02,SKS03,1,0.25,120,after_decay,boundary_retained,2,peak_depth_error,5,0.21428571428571425,-0.0714285714285714,0.28571428571428564,1,4
SKS02,SKS03,1,0.25,120,after_decay,boundary_retained,2,peak_load_error,5,-0.02236292397517531,-0.09228384951426952,0.005067406303045113,4,1
SKS02,SKS03,1,0.25,120,after_decay,boundary_retained,2,profile_nrmse,5,-0.004026621370603556,-0.033227417067889675,0.0052805503669734605,3,2
SKS02,SKS03,1,0.25,120,after_decay,boundary_retained,3,peak_depth_error,5,0.0714285714285714,0.0,0.0714285714285714,0,4
SKS02,SKS03,1,0.25,120,after_decay,boundary_retained,3,peak_load_error,5,0.03826603132200193,-0.0010469400194191014,0.07561466207295081,1,4
SKS02,SKS03,1,0.25,120,after_decay,boundary_retained,3,profile_nrmse,5,-0.000543987476214626,-0.011883850936474885,0.008613736664334182,3,2
SKS02,SKS03,1,0.25,120,after_decay,boundary_retained,4,peak_depth_error,5,-0.35714285714285715,-0.35714285714285715,-0.2142857142857143,5,0
SKS02,SKS03,1,0.25,120,after_decay,boundary_retained,4,peak_load_error,5,-0.302707802417604,-0.33631819192494516,-0.2704301319441731,5,0
SKS02,SKS03,1,0.25,120,after_decay,boundary_retained,4,profile_nrmse,5,-0.05944866375834426,-0.08643519217417536,-0.03248935944622117,5,0
SKS02,SKS03,1,0.25,120,after_decay,original,2,peak_depth_error,5,0.21428571428571425,0.14285714285714285,0.28571428571428564,0,5
SKS02,SKS03,1,0.25,120,after_decay,original,2,peak_load_error,5,-0.08412308052937417,-0.18361663206983972,-0.037445292030664185,5,0
SKS02,SKS03,1,0.25,120,after_decay,original,2,profile_nrmse,5,0.012156350049136011,-0.042112430927220806,0.04479263088632579,2,3
SKS02,SKS03,1,0.25,120,after_decay,original,3,peak_depth_error,5,0.0714285714285714,0.0,0.0714285714285714,0,4
SKS02,SKS03,1,0.25,120,after_decay,original,3,peak_load_error,5,0.03826603132200193,-0.0010469400194191014,0.07561466207295081,1,4
SKS02,SKS03,1,0.25,120,after_decay,original,3,profile_nrmse,5,-0.000543987476214626,-0.011883850936474885,0.008613736664334182,3,2
SKS02,SKS03,1,0.25,120,after_decay,original,4,peak_depth_error,5,-0.35714285714285715,-0.35714285714285715,-0.2142857142857143,5,0
SKS02,SKS03,1,0.25,120,after_decay,original,4,peak_load_error,5,-0.302707802417604,-0.33631819192494516,-0.2704301319441731,5,0
SKS02,SKS03,1,0.25,120,after_decay,original,4,profile_nrmse,5,-0.05944866375834426,-0.08643519217417536,-0.03248935944622117,5,0
SKS02,SKS03,1,0.25,120,before_decay,boundary_retained,2,peak_depth_error,5,0.4285714285714285,0.21428571428571425,0.4999999999999999,0,5
SKS02,SKS03,1,0.25,120,before_decay,boundary_retained,2,peak_load_error,5,-0.039290615462345246,-0.09608905971274503,0.029908370565183806,4,1
SKS02,SKS03,1,0.25,120,before_decay,boundary_retained,2,profile_nrmse,5,-0.02126092743613625,-0.0405371556566128,-0.0009243058990109632,5,0
SKS02,SKS03,1,0.25,120,before_decay,boundary_retained,3,peak_depth_error,5,0.21428571428571422,0.0714285714285714,0.35714285714285704,0,5
SKS02,SKS03,1,0.25,120,before_decay,boundary_retained,3,peak_load_error,5,0.027841185925859963,-0.024637698899544924,0.07900861468827503,1,4
SKS02,SKS03,1,0.25,120,before_decay,boundary_retained,3,profile_nrmse,5,-0.011377808123867891,-0.02122806796640593,0.0009044295373481642,4,1
SKS02,SKS03,1,0.25,120,before_decay,boundary_retained,4,peak_depth_error,5,-0.35714285714285715,-0.35714285714285715,-0.2142857142857143,5,0
SKS02,SKS03,1,0.25,120,before_decay,boundary_retained,4,peak_load_error,5,-0.32629873728884967,-0.3518383547287879,-0.27486207501640825,5,0
SKS02,SKS03,1,0.25,120,before_decay,boundary_retained,4,profile_nrmse,5,-0.060780837993476326,-0.09431969438365005,-0.02433834926112014,5,0
SKS02,SKS03,1,0.25,120,before_decay,original,2,peak_depth_error,5,0.21428571428571425,0.14285714285714285,0.21428571428571425,0,5
SKS02,SKS03,1,0.25,120,before_decay,original,2,peak_load_error,5,-0.07376452363603783,-0.19652323232946262,0.007885573359965148,4,1
SKS02,SKS03,1,0.25,120,before_decay,original,2,profile_nrmse,5,0.008915732244455452,-0.04327234164730544,0.06341296115669857,2,3
SKS02,SKS03,1,0.25,120,before_decay,original,3,peak_depth_error,5,0.21428571428571422,0.0714285714285714,0.35714285714285704,0,5
SKS02,SKS03,1,0.25,120,before_decay,original,3,peak_load_error,5,0.027841185925859963,-0.024637698899544924,0.07900861468827503,1,4
SKS02,SKS03,1,0.25,120,before_decay,original,3,profile_nrmse,5,-0.011377808123867891,-0.02122806796640593,0.0009044295373481642,4,1
SKS02,SKS03,1,0.25,120,before_decay,original,4,peak_depth_error,5,-0.35714285714285715,-0.35714285714285715,-0.2142857142857143,5,0
SKS02,SKS03,1,0.25,120,before_decay,original,4,peak_load_error,5,-0.32629873728884967,-0.3518383547287879,-0.27486207501640825,5,0
SKS02,SKS03,1,0.25,120,before_decay,original,4,profile_nrmse,5,-0.060780837993476326,-0.09431969438365005,-0.02433834926112014,5,0
SKS02,SKS03,1,0.25,120,shaking,boundary_retained,2,peak_depth_error,6,0.4285714285714285,0.21428571428571425,0.4999999999999999,0,6
SKS02,SKS03,1,0.25,120,shaking,boundary_retained,2,peak_load_error,6,-0.08903703795651532,-0.11912514190936688,-0.01882422054044769,6,0
SKS02,SKS03,1,0.25,120,shaking,boundary_retained,2,profile_nrmse,6,-0.013180083325496021,-0.04497434893544362,-0.0012414409467456228,6,0
SKS02,SKS03,1,0.25,120,shaking,boundary_retained,3,peak_depth_error,6,0.24999999999999992,0.0714285714285714,0.35714285714285704,0,6
SKS02,SKS03,1,0.25,120,shaking,boundary_retained,3,peak_load_error,6,0.030221790905630368,-0.0069469204403961315,0.07336680034509453,1,5
SKS02,SKS03,1,0.25,120,shaking,boundary_retained,3,profile_nrmse,6,-0.006185013906059127,-0.02627678251142633,-0.000827442266606998,6,0
SKS02,SKS03,1,0.25,120,shaking,boundary_retained,4,peak_depth_error,6,-0.39285714285714285,-0.5714285714285714,-0.35714285714285715,6,0
SKS02,SKS03,1,0.25,120,shaking,boundary_retained,4,peak_load_error,6,-0.29261708271600856,-0.3001950090835782,-0.2582343764825151,6,0
SKS02,SKS03,1,0.25,120,shaking,boundary_retained,4,profile_nrmse,6,-0.05527253687484798,-0.09236112385218824,-0.02318785880483406,6,0
SKS02,SKS03,1,0.25,120,shaking,original,2,peak_depth_error,6,0.3214285714285714,0.14285714285714285,0.4999999999999999,0,6
SKS02,SKS03,1,0.25,120,shaking,original,2,peak_load_error,6,-0.12839620414029634,-0.20864300184355322,-0.06809436752474804,6,0
SKS02,SKS03,1,0.25,120,shaking,original,2,profile_nrmse,6,0.02276533879750018,-0.0437574899762397,0.05677782876419603,2,4
SKS02,SKS03,1,0.25,120,shaking,original,3,peak_depth_error,6,0.24999999999999992,0.0714285714285714,0.35714285714285704,0,6
SKS02,SKS03,1,0.25,120,shaking,original,3,peak_load_error,6,0.030221790905630368,-0.0069469204403961315,0.07336680034509453,1,5
SKS02,SKS03,1,0.25,120,shaking,original,3,profile_nrmse,6,-0.006185013906059127,-0.02627678251142633,-0.000827442266606998,6,0
SKS02,SKS03,1,0.25,120,shaking,original,4,peak_depth_error,6,-0.39285714285714285,-0.5714285714285714,-0.35714285714285715,6,0
SKS02,SKS03,1,0.25,120,shaking,original,4,peak_load_error,6,-0.29261708271600856,-0.3001950090835782,-0.2582343764825151,6,0
SKS02,SKS03,1,0.25,120,shaking,original,4,profile_nrmse,6,-0.05527253687484798,-0.09236112385218824,-0.02318785880483406,6,0
SKS02,SKS03,1,0.25,240,after_decay,boundary_retained,2,peak_depth_error,5,0.21428571428571425,-0.0714285714285714,0.28571428571428564,1,4
SKS02,SKS03,1,0.25,240,after_decay,boundary_retained,2,peak_load_error,5,-0.022385421779868714,-0.09245318308031888,0.005052591152816116,4,1
SKS02,SKS03,1,0.25,240,after_decay,boundary_retained,2,profile_nrmse,5,-0.004023694815560558,-0.03322619935953881,0.005261032015002845,3,2
SKS02,SKS03,1,0.25,240,after_decay,boundary_retained,3,peak_depth_error,5,0.0714285714285714,0.0,0.0714285714285714,0,4
SKS02,SKS03,1,0.25,240,after_decay,boundary_retained,3,peak_load_error,5,0.038319753858914146,-0.0011337451128963782,0.07541594983968253,1,4
SKS02,SKS03,1,0.25,240,after_decay,boundary_retained,3,profile_nrmse,5,-0.0005487928880495638,-0.011887107074641454,0.008583586249186287,3,2
