test,source,event,smoothed,eta,sampling_cap,phase,policy,additional_stations_b,metric,candidate,uniform,delta,piles
SKS02,SKS03,EQM_4,1,0.25,120,after_decay,original,3,peak_depth_error,0.42857142857142855,0.35714285714285715,0.0714285714285714,2
SKS02,SKS03,EQM_4,1,0.25,120,after_decay,original,3,peak_load_error,0.3460447940171239,0.2704301319441731,0.07561466207295081,2
SKS02,SKS03,EQM_4,1,0.25,120,after_decay,original,3,profile_nrmse,0.18448998940652273,0.17587625274218854,0.008613736664334182,2
SKS02,SKS03,EQM_4,1,0.25,120,after_decay,original,4,peak_depth_error,0.0,0.35714285714285715,-0.35714285714285715,2
SKS02,SKS03,EQM_4,1,0.25,120,after_decay,original,4,peak_load_error,0.0,0.2704301319441731,-0.2704301319441731,2
SKS02,SKS03,EQM_4,1,0.25,120,after_decay,original,4,profile_nrmse,0.08815520344861003,0.1745903956227854,-0.08643519217417536,2
SKS02,SKS03,EQM_4,1,0.25,120,before_decay,boundary_retained,2,peak_depth_error,0.7142857142857142,0.2142857142857143,0.4999999999999999,2
SKS02,SKS03,EQM_4,1,0.25,120,before_decay,boundary_retained,2,peak_load_error,0.35387068970468327,0.4499597494174283,-0.09608905971274503,2
SKS02,SKS03,EQM_4,1,0.25,120,before_decay,boundary_retained,2,profile_nrmse,0.20713527292054684,0.24767242857715963,-0.0405371556566128,2
SKS02,SKS03,EQM_4,1,0.25,120,before_decay,boundary_retained,3,peak_depth_error,0.7142857142857142,0.35714285714285715,0.35714285714285704,2
SKS02,SKS03,EQM_4,1,0.25,120,before_decay,boundary_retained,3,peak_load_error,0.35387068970468327,0.27486207501640825,0.07900861468827503,2
SKS02,SKS03,EQM_4,1,0.25,120,before_decay,boundary_retained,3,profile_nrmse,0.19468636323970007,0.1937819337023519,0.0009044295373481642,2
SKS02,SKS03,EQM_4,1,0.25,120,before_decay,boundary_retained,4,peak_depth_error,0.0,0.35714285714285715,-0.35714285714285715,2
SKS02,SKS03,EQM_4,1,0.25,120,before_decay,boundary_retained,4,peak_load_error,0.0,0.27486207501640825,-0.27486207501640825,2
SKS02,SKS03,EQM_4,1,0.25,120,before_decay,boundary_retained,4,profile_nrmse,0.09772153121588512,0.19204122559953518,-0.09431969438365005,2
SKS02,SKS03,EQM_4,1,0.25,120,before_decay,original,2,peak_depth_error,0.42857142857142855,0.2142857142857143,0.21428571428571425,2
SKS02,SKS03,EQM_4,1,0.25,120,before_decay,original,2,peak_load_error,0.25343651708796566,0.4499597494174283,-0.19652323232946262,2
SKS02,SKS03,EQM_4,1,0.25,120,before_decay,original,2,profile_nrmse,0.20440008692985417,0.24767242857715963,-0.04327234164730544,2
SKS02,SKS03,EQM_4,1,0.25,120,before_decay,original,3,peak_depth_error,0.7142857142857142,0.35714285714285715,0.35714285714285704,2
SKS02,SKS03,EQM_4,1,0.25,120,before_decay,original,3,peak_load_error,0.35387068970468327,0.27486207501640825,0.07900861468827503,2
SKS02,SKS03,EQM_4,1,0.25,120,before_decay,original,3,profile_nrmse,0.19468636323970007,0.1937819337023519,0.0009044295373481642,2
SKS02,SKS03,EQM_4,1,0.25,120,before_decay,original,4,peak_depth_error,0.0,0.35714285714285715,-0.35714285714285715,2
SKS02,SKS03,EQM_4,1,0.25,120,before_decay,original,4,peak_load_error,0.0,0.27486207501640825,-0.27486207501640825,2
SKS02,SKS03,EQM_4,1,0.25,120,before_decay,original,4,profile_nrmse,0.09772153121588512,0.19204122559953518,-0.09431969438365005,2
SKS02,SKS03,EQM_4,1,0.25,120,shaking,boundary_retained,2,peak_depth_error,0.7142857142857142,0.2142857142857143,0.4999999999999999,2
SKS02,SKS03,EQM_4,1,0.25,120,shaking,boundary_retained,2,peak_load_error,0.3316011768276097,0.45072631873697655,-0.11912514190936688,2
SKS02,SKS03,EQM_4,1,0.25,120,shaking,boundary_retained,2,profile_nrmse,0.20190672276227617,0.24688107169771978,-0.04497434893544362,2
SKS02,SKS03,EQM_4,1,0.25,120,shaking,boundary_retained,3,peak_depth_error,0.7142857142857142,0.35714285714285715,0.35714285714285704,2
SKS02,SKS03,EQM_4,1,0.25,120,shaking,boundary_retained,3,peak_load_error,0.3316011768276097,0.2582343764825151,0.07336680034509453,2
SKS02,SKS03,EQM_4,1,0.25,120,shaking,boundary_retained,3,profile_nrmse,0.19104418197362147,0.19200137723690525,-0.0009571952632837916,2
SKS02,SKS03,EQM_4,1,0.25,120,shaking,boundary_retained,4,peak_depth_error,0.0,0.35714285714285715,-0.35714285714285715,2
SKS02,SKS03,EQM_4,1,0.25,120,shaking,boundary_retained,4,peak_load_error,0.0,0.2582343764825151,-0.2582343764825151,2
SKS02,SKS03,EQM_4,1,0.25,120,shaking,boundary_retained,4,profile_nrmse,0.09817316779033651,0.19053429164252475,-0.09236112385218824,2
SKS02,SKS03,EQM_4,1,0.25,120,shaking,original,2,peak_depth_error,0.42857142857142855,0.2142857142857143,0.21428571428571425,2
SKS02,SKS03,EQM_4,1,0.25,120,shaking,original,2,peak_load_error,0.24208331689342333,0.45072631873697655,-0.20864300184355322,2
SKS02,SKS03,EQM_4,1,0.25,120,shaking,original,2,profile_nrmse,0.2031235817214801,0.24688107169771978,-0.0437574899762397,2
SKS02,SKS03,EQM_4,1,0.25,120,shaking,original,3,peak_depth_error,0.7142857142857142,0.35714285714285715,0.35714285714285704,2
SKS02,SKS03,EQM_4,1,0.25,120,shaking,original,3,peak_load_error,0.3316011768276097,0.2582343764825151,0.07336680034509453,2
SKS02,SKS03,EQM_4,1,0.25,120,shaking,original,3,profile_nrmse,0.19104418197362147,0.19200137723690525,-0.0009571952632837916,2
SKS02,SKS03,EQM_4,1,0.25,120,shaking,original,4,peak_depth_error,0.0,0.35714285714285715,-0.35714285714285715,2
SKS02,SKS03,EQM_4,1,0.25,120,shaking,original,4,peak_load_error,0.0,0.2582343764825151,-0.2582343764825151,2
SKS02,SKS03,EQM_4,1,0.25,120,shaking,original,4,profile_nrmse,0.09817316779033651,0.19053429164252475,-0.09236112385218824,2
SKS02,SKS03,EQM_4,1,0.25,240,after_decay,boundary_retained,2,peak_depth_error,0.42857142857142855,0.2142857142857143,0.21428571428571425,2
SKS02,SKS03,EQM_4,1,0.25,240,after_decay,boundary_retained,2,peak_load_error,0.34592530973144564,0.4383784928117645,-0.09245318308031888,2
SKS02,SKS03,EQM_4,1,0.25,240,after_decay,boundary_retained,2,profile_nrmse,0.1939854733499013,0.2272116727094401,-0.03322619935953881,2
SKS02,SKS03,EQM_4,1,0.25,240,after_decay,boundary_retained,3,peak_depth_error,0.42857142857142855,0.35714285714285715,0.0714285714285714,2
SKS02,SKS03,EQM_4,1,0.25,240,after_decay,boundary_retained,3,peak_load_error,0.34592530973144564,0.27050935989176306,0.07541594983968253,2
SKS02,SKS03,EQM_4,1,0.25,240,after_decay,boundary_retained,3,profile_nrmse,0.1844799003644827,0.17589631411529644,0.008583586249186287,2
SKS02,SKS03,EQM_4,1,0.25,240,after_decay,boundary_retained,4,peak_depth_error,0.0,0.35714285714285715,-0.35714285714285715,2
SKS02,SKS03,EQM_4,1,0.25,240,after_decay,boundary_retained,4,peak_load_error,0.0,0.27050935989176306,-0.27050935989176306,2
SKS02,SKS03,EQM_4,1,0.25,240,after_decay,boundary_retained,4,profile_nrmse,0.08817652931931946,0.1745576822230648,-0.08638115290374535,2
SKS02,SKS03,EQM_4,1,0.25,240,after_decay,original,2,peak_depth_error,0.42857142857142855,0.2142857142857143,0.21428571428571425,2
SKS02,SKS03,EQM_4,1,0.25,240,after_decay,original,2,peak_load_error,0.2547140347901147,0.4383784928117645,-0.1836644580216498,2
SKS02,SKS03,EQM_4,1,0.25,240,after_decay,original,2,profile_nrmse,0.18512973173481168,0.2272116727094401,-0.04208194097462843,2
SKS02,SKS03,EQM_4,1,0.25,240,after_decay,original,3,peak_depth_error,0.42857142857142855,0.35714285714285715,0.0714285714285714,2
SKS02,SKS03,EQM_4,1,0.25,240,after_decay,original,3,peak_load_error,0.34592530973144564,0.27050935989176306,0.07541594983968253,2
SKS02,SKS03,EQM_4,1,0.25,240,after_decay,original,3,profile_nrmse,0.1844799003644827,0.17589631411529644,0.008583586249186287,2
SKS02,SKS03,EQM_4,1,0.25,240,after_decay,original,4,peak_depth_error,0.0,0.35714285714285715,-0.35714285714285715,2
SKS02,SKS03,EQM_4,1,0.25,240,after_decay,original,4,peak_load_error,0.0,0.27050935989176306,-0.27050935989176306,2
SKS02,SKS03,EQM_4,1,0.25,240,after_decay,original,4,profile_nrmse,0.08817652931931946,0.1745576822230648,-0.08638115290374535,2
SKS02,SKS03,EQM_4,1,0.25,240,before_decay,boundary_retained,2,peak_depth_error,0.7142857142857142,0.2142857142857143,0.4999999999999999,2
SKS02,SKS03,EQM_4,1,0.25,240,before_decay,boundary_retained,2,peak_load_error,0.35331408390790614,0.45336173512794736,-0.10004765122004122,2
SKS02,SKS03,EQM_4,1,0.25,240,before_decay,boundary_retained,2,profile_nrmse,0.20844054540287033,0.24975420358623912,-0.041313658183368795,2
SKS02,SKS03,EQM_4,1,0.25,240,before_decay,boundary_retained,3,peak_depth_error,0.7142857142857142,0.35714285714285715,0.35714285714285704,2
SKS02,SKS03,EQM_4,1,0.25,240,before_decay,boundary_retained,3,peak_load_error,0.35331408390790614,0.2761973962323856,0.07711668767552056,2
SKS02,SKS03,EQM_4,1,0.25,240,before_decay,boundary_retained,3,profile_nrmse,0.19588549589823365,0.1958493237137951,3.617218443856263e-05,2
SKS02,SKS03,EQM_4,1,0.25,240,before_decay,boundary_retained,4,peak_depth_error,0.0,0.35714285714285715,-0.35714285714285715,2
SKS02,SKS03,EQM_4,1,0.25,240,before_decay,boundary_retained,4,peak_load_error,0.0,0.2761973962323856,-0.2761973962323856,2
SKS02,SKS03,EQM_4,1,0.25,240,before_decay,boundary_retained,4,profile_nrmse,0.09905671826302861,0.19427080064203278,-0.09521408237900417,2
SKS02,SKS03,EQM_4,1,0.25,240,before_decay,original,2,peak_depth_error,0.42857142857142855,0.2142857142857143,0.21428571428571425,2
SKS02,SKS03,EQM_4,1,0.25,240,before_decay,original,2,peak_load_error,0.2547957697124782,0.45336173512794736,-0.19856596541546917,2
SKS02,SKS03,EQM_4,1,0.25,240,before_decay,original,2,profile_nrmse,0.20593778000378424,0.24975420358623912,-0.04381642358245488,2
SKS02,SKS03,EQM_4,1,0.25,240,before_decay,original,3,peak_depth_error,0.7142857142857142,0.35714285714285715,0.35714285714285704,2
SKS02,SKS03,EQM_4,1,0.25,240,before_decay,original,3,peak_load_error,0.35331408390790614,0.2761973962323856,0.07711668767552056,2
SKS02,SKS03,EQM_4,1,0.25,240,before_decay,original,3,profile_nrmse,0.19588549589823365,0.1958493237137951,3.617218443856263e-05,2
SKS02,SKS03,EQM_4,1,0.25,240,before_decay,original,4,peak_depth_error,0.0,0.35714285714285715,-0.35714285714285715,2
SKS02,SKS03,EQM_4,1,0.25,240,before_decay,original,4,peak_load_error,0.0,0.2761973962323856,-0.2761973962323856,2
SKS02,SKS03,EQM_4,1,0.25,240,before_decay,original,4,profile_nrmse,0.09905671826302861,0.19427080064203278,-0.09521408237900417,2
SKS02,SKS03,EQM_4,1,0.25,240,shaking,boundary_retained,2,peak_depth_error,0.7142857142857142,0.2142857142857143,0.4999999999999999,2
SKS02,SKS03,EQM_4,1,0.25,240,shaking,boundary_retained,2,peak_load_error,0.3315991579404239,0.45074199987113045,-0.11914284193070657,2
SKS02,SKS03,EQM_4,1,0.25,240,shaking,boundary_retained,2,profile_nrmse,0.20189891819298633,0.24687709437958683,-0.044978176186600494,2
SKS02,SKS03,EQM_4,1,0.25,240,shaking,boundary_retained,3,peak_depth_error,0.7142857142857142,0.35714285714285715,0.35714285714285704,2
SKS02,SKS03,EQM_4,1,0.25,240,shaking,boundary_retained,3,peak_load_error,0.3315991579404239,0.258282850374132,0.07331630756629186,2
SKS02,SKS03,EQM_4,1,0.25,240,shaking,boundary_retained,3,profile_nrmse,0.1910438152873835,0.19200164832562838,-0.0009578330382448708,2
SKS02,SKS03,EQM_4,1,0.25,240,shaking,boundary_retained,4,peak_depth_error,0.0,0.35714285714285715,-0.35714285714285715,2
SKS02,SKS03,EQM_4,1,0.25,240,shaking,boundary_retained,4,peak_load_error,0.0,0.258282850374132,-0.258282850374132,2
SKS02,SKS03,EQM_4,1,0.25,240,shaking,boundary_retained,4,profile_nrmse,0.09817517468949952,0.1905148976287251,-0.09233972293922557,2
SKS02,SKS03,EQM_4,1,0.25,240,shaking,original,2,peak_depth_error,0.42857142857142855,0.2142857142857143,0.21428571428571425,2
SKS02,SKS03,EQM_4,1,0.25,240,shaking,original,2,peak_load_error,0.24211223450143643,0.45074199987113045,-0.20862976536969402,2
SKS02,SKS03,EQM_4,1,0.25,240,shaking,original,2,profile_nrmse,0.20311236215070277,0.24687709437958683,-0.043764732228884065,2
SKS02,SKS03,EQM_4,1,0.25,240,shaking,original,3,peak_depth_error,0.7142857142857142,0.35714285714285715,0.35714285714285704,2
SKS02,SKS03,EQM_4,1,0.25,240,shaking,original,3,peak_load_error,0.3315991579404239,0.258282850374132,0.07331630756629186,2
SKS02,SKS03,EQM_4,1,0.25,240,shaking,original,3,profile_nrmse,0.1910438152873835,0.19200164832562838,-0.0009578330382448708,2
SKS02,SKS03,EQM_4,1,0.25,240,shaking,original,4,peak_depth_error,0.0,0.35714285714285715,-0.35714285714285715,2
SKS02,SKS03,EQM_4,1,0.25,240,shaking,original,4,peak_load_error,0.0,0.258282850374132,-0.258282850374132,2
SKS02,SKS03,EQM_4,1,0.25,240,shaking,original,4,profile_nrmse,0.09817517468949952,0.1905148976287251,-0.09233972293922557,2
SKS02,SKS03,EQM_4,1,0.5,120,after_decay,boundary_retained,2,peak_depth_error,0.42857142857142855,0.2142857142857143,0.21428571428571425,2
SKS02,SKS03,EQM_4,1,0.5,120,after_decay,boundary_retained,2,peak_load_error,0.34655486278978376,0.4384876285790973,-0.09193276578931357,2
SKS02,SKS03,EQM_4,1,0.5,120,after_decay,boundary_retained,2,profile_nrmse,0.19429514538787282,0.2276489693508039,-0.03335382396293107,2
SKS02,SKS03,EQM_4,1,0.5,120,after_decay,boundary_retained,3,peak_depth_error,0.42857142857142855,0.35714285714285715,0.0714285714285714,2
SKS02,SKS03,EQM_4,1,0.5,120,after_decay,boundary_retained,3,peak_load_error,0.34655486278978376,0.27056827247818804,0.0759865903115957,2
SKS02,SKS03,EQM_4,1,0.5,120,after_decay,boundary_retained,3,profile_nrmse,0.18449772171925577,0.176399990357554,0.008097731361701777,2
SKS02,SKS03,EQM_4,1,0.5,120,after_decay,boundary_retained,4,peak_depth_error,0.0,0.35714285714285715,-0.35714285714285715,2
SKS02,SKS03,EQM_4,1,0.5,120,after_decay,boundary_retained,4,peak_load_error,0.0,0.27056827247818804,-0.27056827247818804,2
SKS02,SKS03,EQM_4,1,0.5,120,after_decay,boundary_retained,4,profile_nrmse,0.08821453177538369,0.17478177051525193,-0.08656723873986824,2
SKS02,SKS03,EQM_4,1,0.5,120,after_decay,original,2,peak_depth_error,0.42857142857142855,0.2142857142857143,0.21428571428571425,2
SKS02,SKS03,EQM_4,1,0.5,120,after_decay,original,2,peak_load_error,0.2549008282199019,0.4384876285790973,-0.18358680035919545,2
SKS02,SKS03,EQM_4,1,0.5,120,after_decay,original,2,profile_nrmse,0.1854353571912502,0.2276489693508039,-0.0422136121595537,2
SKS02,SKS03,EQM_4,1,0.5,120,after_decay,original,3,peak_depth_error,0.42857142857142855,0.35714285714285715,0.0714285714285714,2
SKS02,SKS03,EQM_4,1,0.5,120,after_decay,original,3,peak_load_error,0.34655486278978376,0.27056827247818804,0.0759865903115957,2
SKS02,SKS03,EQM_4,1,0.5,120,after_decay,original,3,profile_nrmse,0.18449772171925577,0.176399990357554,0.008097731361701777,2
SKS02,SKS03,EQM_4,1,0.5,120,after_decay,original,4,peak_depth_error,0.0,0.35714285714285715,-0.35714285714285715,2
SKS02,SKS03,EQM_4,1,0.5,120,after_decay,original,4,peak_load_error,0.0,0.27056827247818804,-0.27056827247818804,2
SKS02,SKS03,EQM_4,1,0.5,120,after_decay,original,4,profile_nrmse,0.08821453177538369,0.17478177051525193,-0.08656723873986824,2
SKS02,SKS03,EQM_4,1,0.5,120,before_decay,boundary_retained,2,peak_depth_error,0.7142857142857142,0.2142857142857143,0.4999999999999999,2
SKS02,SKS03,EQM_4,1,0.5,120,before_decay,boundary_retained,2,peak_load_error,0.34961149031147654,0.45340244594539736,-0.10379095563392082,2
SKS02,SKS03,EQM_4,1,0.5,120,before_decay,boundary_retained,2,profile_nrmse,0.2087225754556038,0.2505921205555863,-0.04186954509998245,2
SKS02,SKS03,EQM_4,1,0.5,120,before_decay,boundary_retained,3,peak_depth_error,0.7142857142857142,0.35714285714285715,0.35714285714285704,2
SKS02,SKS03,EQM_4,1,0.5,120,before_decay,boundary_retained,3,peak_load_error,0.34961149031147654,0.2730868511188503,0.07652463919262628,2
SKS02,SKS03,EQM_4,1,0.5,120,before_decay,boundary_retained,3,profile_nrmse,0.1961173529825443,0.19643372307264953,-0.00031637009010525297,2
SKS02,SKS03,EQM_4,1,0.5,120,before_decay,boundary_retained,4,peak_depth_error,0.0,0.35714285714285715,-0.35714285714285715,2
SKS02,SKS03,EQM_4,1,0.5,120,before_decay,boundary_retained,4,peak_load_error,0.0,0.2730868511188503,-0.2730868511188503,2
SKS02,SKS03,EQM_4,1,0.5,120,before_decay,boundary_retained,4,profile_nrmse,0.09940981878755986,0.19488064573637398,-0.09547082694881412,2
SKS02,SKS03,EQM_4,1,0.5,120,before_decay,original,2,peak_depth_error,0.42857142857142855,0.2142857142857143,0.21428571428571425,2
SKS02,SKS03,EQM_4,1,0.5,120,before_decay,original,2,peak_load_error,0.25036697268807995,0.45340244594539736,-0.2030354732573174,2
SKS02,SKS03,EQM_4,1,0.5,120,before_decay,original,2,profile_nrmse,0.20647870653970046,0.2505921205555863,-0.044113414015885796,2
SKS02,SKS03,EQM_4,1,0.5,120,before_decay,original,3,peak_depth_error,0.7142857142857142,0.35714285714285715,0.35714285714285704,2
SKS02,SKS03,EQM_4,1,0.5,120,before_decay,original,3,peak_load_error,0.34961149031147654,0.2730868511188503,0.07652463919262628,2
SKS02,SKS03,EQM_4,1,0.5,120,before_decay,original,3,profile_nrmse,0.1961173529825443,0.19643372307264953,-0.00031637009010525297,2
SKS02,SKS03,EQM_4,1,0.5,120,before_decay,original,4,peak_depth_error,0.0,0.35714285714285715,-0.35714285714285715,2
SKS02,SKS03,EQM_4,1,0.5,120,before_decay,original,4,peak_load_error,0.0,0.2730868511188503,-0.2730868511188503,2
SKS02,SKS03,EQM_4,1,0.5,120,before_decay,original,4,profile_nrmse,0.09940981878755986,0.19488064573637398,-0.09547082694881412,2
SKS02,SKS03,EQM_4,1,0.5,120,shaking,boundary_retained,2,peak_depth_error,0.7142857142857142,0.2142857142857143,0.4999999999999999,2
SKS02,SKS03,EQM_4,1,0.5,120,shaking,boundary_retained,2,peak_load_error,0.3316011768276097,0.45072631873697655,-0.11912514190936688,2
SKS02,SKS03,EQM_4,1,0.5,120,shaking,boundary_retained,2,profile_nrmse,0.20190672276227617,0.24688107169771978,-0.04497434893544362,2
SKS02,SKS03,EQM_4,1,0.5,120,shaking,boundary_retained,3,peak_depth_error,0.7142857142857142,0.35714285714285715,0.35714285714285704,2
SKS02,SKS03,EQM_4,1,0.5,120,shaking,boundary_retained,3,peak_load_error,0.3316011768276097,0.2582343764825151,0.07336680034509453,2
SKS02,SKS03,EQM_4,1,0.5,120,shaking,boundary_retained,3,profile_nrmse,0.19104418197362147,0.19200137723690525,-0.0009571952632837916,2
SKS02,SKS03,EQM_4,1,0.5,120,shaking,boundary_retained,4,peak_depth_error,0.0,0.35714285714285715,-0.35714285714285715,2
SKS02,SKS03,EQM_4,1,0.5,120,shaking,boundary_retained,4,peak_load_error,0.0,0.2582343764825151,-0.2582343764825151,2
SKS02,SKS03,EQM_4,1,0.5,120,shaking,boundary_retained,4,profile_nrmse,0.09817316779033651,0.19053429164252475,-0.09236112385218824,2
SKS02,SKS03,EQM_4,1,0.5,120,shaking,original,2,peak_depth_error,0.42857142857142855,0.2142857142857143,0.21428571428571425,2
SKS02,SKS03,EQM_4,1,0.5,120,shaking,original,2,peak_load_error,0.24208331689342333,0.45072631873697655,-0.20864300184355322,2
SKS02,SKS03,EQM_4,1,0.5,120,shaking,original,2,profile_nrmse,0.2031235817214801,0.24688107169771978,-0.0437574899762397,2
SKS02,SKS03,EQM_4,1,0.5,120,shaking,original,3,peak_depth_error,0.7142857142857142,0.35714285714285715,0.35714285714285704,2
SKS02,SKS03,EQM_4,1,0.5,120,shaking,original,3,peak_load_error,0.3316011768276097,0.2582343764825151,0.07336680034509453,2
SKS02,SKS03,EQM_4,1,0.5,120,shaking,original,3,profile_nrmse,0.19104418197362147,0.19200137723690525,-0.0009571952632837916,2
SKS02,SKS03,EQM_4,1,0.5,120,shaking,original,4,peak_depth_error,0.0,0.35714285714285715,-0.35714285714285715,2
SKS02,SKS03,EQM_4,1,0.5,120,shaking,original,4,peak_load_error,0.0,0.2582343764825151,-0.2582343764825151,2
SKS02,SKS03,EQM_4,1,0.5,120,shaking,original,4,profile_nrmse,0.09817316779033651,0.19053429164252475,-0.09236112385218824,2
SKS02,SKS03,EQM_4,1,0.5,240,after_decay,boundary_retained,2,peak_depth_error,0.42857142857142855,0.2142857142857143,0.21428571428571425,2
SKS02,SKS03,EQM_4,1,0.5,240,after_decay,boundary_retained,2,peak_load_error,0.3466725772328777,0.43849293259700095,-0.09182035536412328,2
SKS02,SKS03,EQM_4,1,0.5,240,after_decay,boundary_retained,2,profile_nrmse,0.1943003324898741,0.22764990966933193,-0.033349577179457815,2
SKS02,SKS03,EQM_4,1,0.5,240,after_decay,boundary_retained,3,peak_depth_error,0.42857142857142855,0.35714285714285715,0.0714285714285714,2
SKS02,SKS03,EQM_4,1,0.5,240,after_decay,boundary_retained,3,peak_load_error,0.3466725772328777,0.2705771308882692,0.07609544634460852,2
SKS02,SKS03,EQM_4,1,0.5,240,after_decay,boundary_retained,3,profile_nrmse,0.18451829645768447,0.17641122396556347,0.00810707249212099,2
SKS02,SKS03,EQM_4,1,0.5,240,after_decay,boundary_retained,4,peak_depth_error,0.0,0.35714285714285715,-0.35714285714285715,2
SKS02,SKS03,EQM_4,1,0.5,240,after_decay,boundary_retained,4,peak_load_error,0.0,0.2705771308882692,-0.2705771308882692,2
SKS02,SKS03,EQM_4,1,0.5,240,after_decay,boundary_retained,4,profile_nrmse,0.08821786826398315,0.17477749389865682,-0.08655962563467368,2
SKS02,SKS03,EQM_4,1,0.5,240,after_decay,original,2,peak_depth_error,0.42857142857142855,0.2142857142857143,0.21428571428571425,2
SKS02,SKS03,EQM_4,1,0.5,240,after_decay,original,2,peak_load_error,0.2549612112380343,0.43849293259700095,-0.18353172135896667,2
SKS02,SKS03,EQM_4,1,0.5,240,after_decay,original,2,profile_nrmse,0.18548179585716107,0.22764990966933193,-0.04216811381217085,2
SKS02,SKS03,EQM_4,1,0.5,240,after_decay,original,3,peak_depth_error,0.42857142857142855,0.35714285714285715,0.0714285714285714,2
SKS02,SKS03,EQM_4,1,0.5,240,after_decay,original,3,peak_load_error,0.3466725772328777,0.2705771308882692,0.07609544634460852,2
SKS02,SKS03,EQM_4,1,0.5,240,after_decay,original,3,profile_nrmse,0.18451829645768447,0.17641122396556347,0.00810707249212099,2
SKS02,SKS03,EQM_4,1,0.5,240,after_decay,original,4,peak_depth_error,0.0,0.35714285714285715,-0.35714285714285715,2
SKS02,SKS03,EQM_4,1,0.5,240,after_decay,original,4,peak_load_error,0.0,0.2705771308882692,-0.2705771308882692,2
SKS02,SKS03,EQM_4,1,0.5,240,after_decay,original,4,profile_nrmse,0.08821786826398315,0.17477749389865682,-0.08655962563467368,2
SKS02,SKS03,EQM_4,1,0.5,240,before_decay,boundary_retained,2,peak_depth_error,0.7142857142857142,0.2142857142857143,0.4999999999999999,2
SKS02,SKS03,EQM_4,1,0.5,240,before_decay,boundary_retained,2,peak_load_error,0.3487097910857363,0.4547237879104443,-0.106013996824708,2
SKS02,SKS03,EQM_4,1,0.5,240,before_decay,boundary_retained,2,profile_nrmse,0.20922727456089552,0.2512787636453697,-0.042051489084474175,2
SKS02,SKS03,EQM_4,1,0.5,240,before_decay,boundary_retained,3,peak_depth_error,0.7142857142857142,0.35714285714285715,0.35714285714285704,2
SKS02,SKS03,EQM_4,1,0.5,240,before_decay,boundary_retained,3,peak_load_error,0.3487097910857363,0.27467244921647294,0.07403734186926335,2
SKS02,SKS03,EQM_4,1,0.5,240,before_decay,boundary_retained,3,profile_nrmse,0.19668333024125484,0.19754496372122612,-0.0008616334799712716,2
SKS02,SKS03,EQM_4,1,0.5,240,before_decay,boundary_retained,4,peak_depth_error,0.0,0.35714285714285715,-0.35714285714285715,2
SKS02,SKS03,EQM_4,1,0.5,240,before_decay,boundary_retained,4,peak_load_error,0.0,0.27467244921647294,-0.27467244921647294,2
SKS02,SKS03,EQM_4,1,0.5,240,before_decay,boundary_retained,4,profile_nrmse,0.09985143197404023,0.19599082190375006,-0.09613938992970984,2
SKS02,SKS03,EQM_4,1,0.5,240,before_decay,original,2,peak_depth_error,0.42857142857142855,0.2142857142857143,0.21428571428571425,2
SKS02,SKS03,EQM_4,1,0.5,240,before_decay,original,2,peak_load_error,0.2519668146345667,0.4547237879104443,-0.20275697327587758,2
SKS02,SKS03,EQM_4,1,0.5,240,before_decay,original,2,profile_nrmse,0.20728615627451003,0.2512787636453697,-0.04399260737085968,2
SKS02,SKS03,EQM_4,1,0.5,240,before_decay,original,3,peak_depth_error,0.7142857142857142,0.35714285714285715,0.35714285714285704,2
SKS02,SKS03,EQM_4,1,0.5,240,before_decay,original,3,peak_load_error,0.3487097910857363,0.27467244921647294,0.07403734186926335,2
SKS02,SKS03,EQM_4,1,0.5,240,before_decay,original,3,profile_nrmse,0.19668333024125484,0.19754496372122612,-0.0008616334799712716,2
SKS02,SKS03,EQM_4,1,0.5,240,before_decay,original,4,peak_depth_error,0.0,0.35714285714285715,-0.35714285714285715,2
SKS02,SKS03,EQM_4,1,0.5,240,before_decay,original,4,peak_load_error,0.0,0.27467244921647294,-0.27467244921647294,2
SKS02,SKS03,EQM_4,1,0.5,240,before_decay,original,4,profile_nrmse,0.09985143197404023,0.19599082190375006,-0.09613938992970984,2
SKS02,SKS03,EQM_4,1,0.5,240,shaking,boundary_retained,2,peak_depth_error,0.7142857142857142,0.2142857142857143,0.4999999999999999,2
SKS02,SKS03,EQM_4,1,0.5,240,shaking,boundary_retained,2,peak_load_error,0.3315991579404239,0.45074199987113045,-0.11914284193070657,2
SKS02,SKS03,EQM_4,1,0.5,240,shaking,boundary_retained,2,profile_nrmse,0.20189891819298633,0.24687709437958683,-0.044978176186600494,2
SKS02,SKS03,EQM_4,1,0.5,240,shaking,boundary_retained,3,peak_depth_error,0.7142857142857142,0.35714285714285715,0.35714285714285704,2
SKS02,SKS03,EQM_4,1,0.5,240,shaking,boundary_retained,3,peak_load_error,0.3315991579404239,0.258282850374132,0.07331630756629186,2
SKS02,SKS03,EQM_4,1,0.5,240,shaking,boundary_retained,3,profile_nrmse,0.1910438152873835,0.19200164832562838,-0.0009578330382448708,2
SKS02,SKS03,EQM_4,1,0.5,240,shaking,boundary_retained,4,peak_depth_error,0.0,0.35714285714285715,-0.35714285714285715,2
SKS02,SKS03,EQM_4,1,0.5,240,shaking,boundary_retained,4,peak_load_error,0.0,0.258282850374132,-0.258282850374132,2
SKS02,SKS03,EQM_4,1,0.5,240,shaking,boundary_retained,4,profile_nrmse,0.09817517468949952,0.1905148976287251,-0.09233972293922557,2
