test,source,event,pile,smoothed,eta,sampling_cap,phase,policy,additional_stations_b,metric,candidate,uniform,delta,snapshots
SKS02,SKS03,EQM_2,1,1,0.25,120,before_decay,original,2,profile_nrmse,0.39737526390788036,0.2799808834533494,0.11739438045453093,120
SKS02,SKS03,EQM_2,1,1,0.25,120,before_decay,original,2,peak_load_error,0.2266573715106583,0.37847622027209743,-0.15181884876143914,120
SKS02,SKS03,EQM_2,1,1,0.25,120,before_decay,original,2,peak_depth_error,0.7142857142857142,0.2857142857142857,0.4285714285714285,120
SKS02,SKS03,EQM_2,1,1,0.25,120,before_decay,boundary_retained,2,profile_nrmse,0.26238244190401605,0.2799808834533494,-0.017598441549333377,120
SKS02,SKS03,EQM_2,1,1,0.25,120,before_decay,boundary_retained,2,peak_load_error,0.2266573715106583,0.37847622027209743,-0.15181884876143914,120
SKS02,SKS03,EQM_2,1,1,0.25,120,before_decay,boundary_retained,2,peak_depth_error,0.7142857142857142,0.2857142857142857,0.4285714285714285,120
SKS02,SKS03,EQM_2,1,1,0.25,120,before_decay,original,3,profile_nrmse,0.23413747396765838,0.2815796772897508,-0.047442203322092424,120
SKS02,SKS03,EQM_2,1,1,0.25,120,before_decay,original,3,peak_load_error,0.2266573715106583,0.30639700823201765,-0.07973963672135936,120
SKS02,SKS03,EQM_2,1,1,0.25,120,before_decay,original,3,peak_depth_error,0.7142857142857142,0.5714285714285714,0.1428571428571428,120
SKS02,SKS03,EQM_2,1,1,0.25,120,before_decay,boundary_retained,3,profile_nrmse,0.23413747396765838,0.2815796772897508,-0.047442203322092424,120
SKS02,SKS03,EQM_2,1,1,0.25,120,before_decay,boundary_retained,3,peak_load_error,0.2266573715106583,0.30639700823201765,-0.07973963672135936,120
SKS02,SKS03,EQM_2,1,1,0.25,120,before_decay,boundary_retained,3,peak_depth_error,0.7142857142857142,0.5714285714285714,0.1428571428571428,120
SKS02,SKS03,EQM_2,1,1,0.25,120,before_decay,original,4,profile_nrmse,0.2684199706895043,0.2617743428273507,0.0066456278621536136,120
SKS02,SKS03,EQM_2,1,1,0.25,120,before_decay,original,4,peak_load_error,0.0,0.30639700823201765,-0.30639700823201765,120
SKS02,SKS03,EQM_2,1,1,0.25,120,before_decay,original,4,peak_depth_error,0.0,0.5714285714285714,-0.5714285714285714,120
SKS02,SKS03,EQM_2,1,1,0.25,120,before_decay,boundary_retained,4,profile_nrmse,0.2684199706895043,0.2617743428273507,0.0066456278621536136,120
SKS02,SKS03,EQM_2,1,1,0.25,120,before_decay,boundary_retained,4,peak_load_error,0.0,0.30639700823201765,-0.30639700823201765,120
SKS02,SKS03,EQM_2,1,1,0.25,120,before_decay,boundary_retained,4,peak_depth_error,0.0,0.5714285714285714,-0.5714285714285714,120
SKS02,SKS03,EQM_2,1,1,0.25,120,after_decay,original,2,profile_nrmse,0.34710474983176387,0.2376327259518297,0.10947202387993418,120
SKS02,SKS03,EQM_2,1,1,0.25,120,after_decay,original,2,peak_load_error,0.2523787271249719,0.3372505156574505,-0.08487178853247862,120
SKS02,SKS03,EQM_2,1,1,0.25,120,after_decay,original,2,peak_depth_error,0.7142857142857142,0.2857142857142857,0.4285714285714285,120
SKS02,SKS03,EQM_2,1,1,0.25,120,after_decay,boundary_retained,2,profile_nrmse,0.22067144849624473,0.2376327259518297,-0.016961277455584955,120
SKS02,SKS03,EQM_2,1,1,0.25,120,after_decay,boundary_retained,2,peak_load_error,0.2523787271249719,0.3372505156574505,-0.08487178853247862,120
SKS02,SKS03,EQM_2,1,1,0.25,120,after_decay,boundary_retained,2,peak_depth_error,0.7142857142857142,0.2857142857142857,0.4285714285714285,120
SKS02,SKS03,EQM_2,1,1,0.25,120,after_decay,original,3,profile_nrmse,0.20162750855180023,0.252091201662669,-0.05046369311086879,120
SKS02,SKS03,EQM_2,1,1,0.25,120,after_decay,original,3,peak_load_error,0.2523787271249719,0.32646457527012507,-0.07408584814515318,120
SKS02,SKS03,EQM_2,1,1,0.25,120,after_decay,original,3,peak_depth_error,0.7142857142857142,0.5714285714285714,0.1428571428571428,120
SKS02,SKS03,EQM_2,1,1,0.25,120,after_decay,boundary_retained,3,profile_nrmse,0.20162750855180023,0.252091201662669,-0.05046369311086879,120
SKS02,SKS03,EQM_2,1,1,0.25,120,after_decay,boundary_retained,3,peak_load_error,0.2523787271249719,0.32646457527012507,-0.07408584814515318,120
SKS02,SKS03,EQM_2,1,1,0.25,120,after_decay,boundary_retained,3,peak_depth_error,0.7142857142857142,0.5714285714285714,0.1428571428571428,120
SKS02,SKS03,EQM_2,1,1,0.25,120,after_decay,original,4,profile_nrmse,0.24055354422415903,0.22849442689296023,0.012059117331198799,120
SKS02,SKS03,EQM_2,1,1,0.25,120,after_decay,original,4,peak_load_error,0.0,0.32467228818820404,-0.32467228818820404,120
SKS02,SKS03,EQM_2,1,1,0.25,120,after_decay,original,4,peak_depth_error,0.0,0.5714285714285714,-0.5714285714285714,120
SKS02,SKS03,EQM_2,1,1,0.25,120,after_decay,boundary_retained,4,profile_nrmse,0.24055354422415903,0.22849442689296023,0.012059117331198799,120
SKS02,SKS03,EQM_2,1,1,0.25,120,after_decay,boundary_retained,4,peak_load_error,0.0,0.32467228818820404,-0.32467228818820404,120
SKS02,SKS03,EQM_2,1,1,0.25,120,after_decay,boundary_retained,4,peak_depth_error,0.0,0.5714285714285714,-0.5714285714285714,120
SKS02,SKS03,EQM_2,1,1,0.25,240,shaking,original,2,profile_nrmse,0.4060924786596621,0.28765103976384737,0.11844143889581471,240
SKS02,SKS03,EQM_2,1,1,0.25,240,shaking,original,2,peak_load_error,0.18544565549505931,0.39349588707341854,-0.20805023157835922,240
SKS02,SKS03,EQM_2,1,1,0.25,240,shaking,original,2,peak_depth_error,0.7142857142857142,0.2857142857142857,0.4285714285714285,240
SKS02,SKS03,EQM_2,1,1,0.25,240,shaking,boundary_retained,2,profile_nrmse,0.264356802877389,0.28765103976384737,-0.023294236886458375,240
SKS02,SKS03,EQM_2,1,1,0.25,240,shaking,boundary_retained,2,peak_load_error,0.18544565549505931,0.39349588707341854,-0.20805023157835922,240
SKS02,SKS03,EQM_2,1,1,0.25,240,shaking,boundary_retained,2,peak_depth_error,0.7142857142857142,0.2857142857142857,0.4285714285714285,240
SKS02,SKS03,EQM_2,1,1,0.25,240,shaking,original,3,profile_nrmse,0.24256102898050932,0.2876200329074515,-0.04505900392694215,240
SKS02,SKS03,EQM_2,1,1,0.25,240,shaking,original,3,peak_load_error,0.18544565549505931,0.2523324796421022,-0.06688682414704289,240
SKS02,SKS03,EQM_2,1,1,0.25,240,shaking,original,3,peak_depth_error,0.7142857142857142,0.5714285714285714,0.1428571428571428,240
SKS02,SKS03,EQM_2,1,1,0.25,240,shaking,boundary_retained,3,profile_nrmse,0.24256102898050932,0.2876200329074515,-0.04505900392694215,240
SKS02,SKS03,EQM_2,1,1,0.25,240,shaking,boundary_retained,3,peak_load_error,0.18544565549505931,0.2523324796421022,-0.06688682414704289,240
SKS02,SKS03,EQM_2,1,1,0.25,240,shaking,boundary_retained,3,peak_depth_error,0.7142857142857142,0.5714285714285714,0.1428571428571428,240
SKS02,SKS03,EQM_2,1,1,0.25,240,shaking,original,4,profile_nrmse,0.27194692064498455,0.2655429580112579,0.0064039626337266675,240
SKS02,SKS03,EQM_2,1,1,0.25,240,shaking,original,4,peak_load_error,0.0,0.2523324796421022,-0.2523324796421022,240
SKS02,SKS03,EQM_2,1,1,0.25,240,shaking,original,4,peak_depth_error,0.0,0.5714285714285714,-0.5714285714285714,240
SKS02,SKS03,EQM_2,1,1,0.25,240,shaking,boundary_retained,4,profile_nrmse,0.27194692064498455,0.2655429580112579,0.0064039626337266675,240
SKS02,SKS03,EQM_2,1,1,0.25,240,shaking,boundary_retained,4,peak_load_error,0.0,0.2523324796421022,-0.2523324796421022,240
SKS02,SKS03,EQM_2,1,1,0.25,240,shaking,boundary_retained,4,peak_depth_error,0.0,0.5714285714285714,-0.5714285714285714,240
SKS02,SKS03,EQM_2,1,1,0.25,240,before_decay,original,2,profile_nrmse,0.3975548541917815,0.27990146942737204,0.11765338476440945,239
SKS02,SKS03,EQM_2,1,1,0.25,240,before_decay,original,2,peak_load_error,0.22660682027588588,0.37841941768162823,-0.15181259740574235,239
SKS02,SKS03,EQM_2,1,1,0.25,240,before_decay,original,2,peak_depth_error,0.7142857142857142,0.2857142857142857,0.4285714285714285,239
SKS02,SKS03,EQM_2,1,1,0.25,240,before_decay,boundary_retained,2,profile_nrmse,0.26239177407300873,0.27990146942737204,-0.017509695354363308,239
SKS02,SKS03,EQM_2,1,1,0.25,240,before_decay,boundary_retained,2,peak_load_error,0.22660682027588588,0.37841941768162823,-0.15181259740574235,239
SKS02,SKS03,EQM_2,1,1,0.25,240,before_decay,boundary_retained,2,peak_depth_error,0.7142857142857142,0.2857142857142857,0.4285714285714285,239
SKS02,SKS03,EQM_2,1,1,0.25,240,before_decay,original,3,profile_nrmse,0.2341978368802774,0.28157785189525425,-0.04738001501497685,239
SKS02,SKS03,EQM_2,1,1,0.25,240,before_decay,original,3,peak_load_error,0.22660682027588588,0.30678588580983895,-0.08017906553395307,239
SKS02,SKS03,EQM_2,1,1,0.25,240,before_decay,original,3,peak_depth_error,0.7142857142857142,0.5714285714285714,0.1428571428571428,239
SKS02,SKS03,EQM_2,1,1,0.25,240,before_decay,boundary_retained,3,profile_nrmse,0.2341978368802774,0.28157785189525425,-0.04738001501497685,239
SKS02,SKS03,EQM_2,1,1,0.25,240,before_decay,boundary_retained,3,peak_load_error,0.22660682027588588,0.30678588580983895,-0.08017906553395307,239
SKS02,SKS03,EQM_2,1,1,0.25,240,before_decay,boundary_retained,3,peak_depth_error,0.7142857142857142,0.5714285714285714,0.1428571428571428,239
SKS02,SKS03,EQM_2,1,1,0.25,240,before_decay,original,4,profile_nrmse,0.26847593451282314,0.26184735192659153,0.006628582586231613,239
SKS02,SKS03,EQM_2,1,1,0.25,240,before_decay,original,4,peak_load_error,0.0,0.30678588580983895,-0.30678588580983895,239
SKS02,SKS03,EQM_2,1,1,0.25,240,before_decay,original,4,peak_depth_error,0.0,0.5714285714285714,-0.5714285714285714,239
SKS02,SKS03,EQM_2,1,1,0.25,240,before_decay,boundary_retained,4,profile_nrmse,0.26847593451282314,0.26184735192659153,0.006628582586231613,239
SKS02,SKS03,EQM_2,1,1,0.25,240,before_decay,boundary_retained,4,peak_load_error,0.0,0.30678588580983895,-0.30678588580983895,239
SKS02,SKS03,EQM_2,1,1,0.25,240,before_decay,boundary_retained,4,peak_depth_error,0.0,0.5714285714285714,-0.5714285714285714,239
SKS02,SKS03,EQM_2,1,1,0.25,240,after_decay,original,2,profile_nrmse,0.3471313915322889,0.2377557027768391,0.10937568875544978,240
SKS02,SKS03,EQM_2,1,1,0.25,240,after_decay,original,2,peak_load_error,0.25238158602911454,0.33721482436108213,-0.0848332383319676,240
SKS02,SKS03,EQM_2,1,1,0.25,240,after_decay,original,2,peak_depth_error,0.7142857142857142,0.2857142857142857,0.4285714285714285,240
SKS02,SKS03,EQM_2,1,1,0.25,240,after_decay,boundary_retained,2,profile_nrmse,0.22084506178807653,0.2377557027768391,-0.016910640988762576,240
SKS02,SKS03,EQM_2,1,1,0.25,240,after_decay,boundary_retained,2,peak_load_error,0.25238158602911454,0.33721482436108213,-0.0848332383319676,240
SKS02,SKS03,EQM_2,1,1,0.25,240,after_decay,boundary_retained,2,peak_depth_error,0.7142857142857142,0.2857142857142857,0.4285714285714285,240
SKS02,SKS03,EQM_2,1,1,0.25,240,after_decay,original,3,profile_nrmse,0.2016670155545986,0.252085004227096,-0.050417988672497416,240
SKS02,SKS03,EQM_2,1,1,0.25,240,after_decay,original,3,peak_load_error,0.25238158602911454,0.3263601914552276,-0.07397860542611306,240
SKS02,SKS03,EQM_2,1,1,0.25,240,after_decay,original,3,peak_depth_error,0.7142857142857142,0.5714285714285714,0.1428571428571428,240
SKS02,SKS03,EQM_2,1,1,0.25,240,after_decay,boundary_retained,3,profile_nrmse,0.2016670155545986,0.252085004227096,-0.050417988672497416,240
SKS02,SKS03,EQM_2,1,1,0.25,240,after_decay,boundary_retained,3,peak_load_error,0.25238158602911454,0.3263601914552276,-0.07397860542611306,240
SKS02,SKS03,EQM_2,1,1,0.25,240,after_decay,boundary_retained,3,peak_depth_error,0.7142857142857142,0.5714285714285714,0.1428571428571428,240
SKS02,SKS03,EQM_2,1,1,0.25,240,after_decay,original,4,profile_nrmse,0.24055046179209322,0.22860517349734016,0.011945288294753054,240
SKS02,SKS03,EQM_2,1,1,0.25,240,after_decay,original,4,peak_load_error,0.0,0.32466641003669694,-0.32466641003669694,240
SKS02,SKS03,EQM_2,1,1,0.25,240,after_decay,original,4,peak_depth_error,0.0,0.5714285714285714,-0.5714285714285714,240
SKS02,SKS03,EQM_2,1,1,0.25,240,after_decay,boundary_retained,4,profile_nrmse,0.24055046179209322,0.22860517349734016,0.011945288294753054,240
SKS02,SKS03,EQM_2,1,1,0.25,240,after_decay,boundary_retained,4,peak_load_error,0.0,0.32466641003669694,-0.32466641003669694,240
SKS02,SKS03,EQM_2,1,1,0.25,240,after_decay,boundary_retained,4,peak_depth_error,0.0,0.5714285714285714,-0.5714285714285714,240
SKS02,SKS03,EQM_2,1,1,0.5,120,shaking,original,2,profile_nrmse,0.40606758685467564,0.2876410769952872,0.11842650985938846,120
SKS02,SKS03,EQM_2,1,1,0.5,120,shaking,original,2,peak_load_error,0.18543561152857885,0.39352453387371955,-0.2080889223451407,120
SKS02,SKS03,EQM_2,1,1,0.5,120,shaking,original,2,peak_depth_error,0.7142857142857142,0.2857142857142857,0.4285714285714285,120
SKS02,SKS03,EQM_2,1,1,0.5,120,shaking,boundary_retained,2,profile_nrmse,0.26428821355745813,0.2876410769952872,-0.023352863437829052,120
SKS02,SKS03,EQM_2,1,1,0.5,120,shaking,boundary_retained,2,peak_load_error,0.18543561152857885,0.39352453387371955,-0.2080889223451407,120
SKS02,SKS03,EQM_2,1,1,0.5,120,shaking,boundary_retained,2,peak_depth_error,0.7142857142857142,0.2857142857142857,0.4285714285714285,120
SKS02,SKS03,EQM_2,1,1,0.5,120,shaking,original,3,profile_nrmse,0.24253754598295418,0.28762079858528616,-0.04508325260233198,120
SKS02,SKS03,EQM_2,1,1,0.5,120,shaking,original,3,peak_load_error,0.18543561152857885,0.2523119897230825,-0.06687637819450365,120
SKS02,SKS03,EQM_2,1,1,0.5,120,shaking,original,3,peak_depth_error,0.7142857142857142,0.5714285714285714,0.1428571428571428,120
SKS02,SKS03,EQM_2,1,1,0.5,120,shaking,boundary_retained,3,profile_nrmse,0.24253754598295418,0.28762079858528616,-0.04508325260233198,120
SKS02,SKS03,EQM_2,1,1,0.5,120,shaking,boundary_retained,3,peak_load_error,0.18543561152857885,0.2523119897230825,-0.06687637819450365,120
SKS02,SKS03,EQM_2,1,1,0.5,120,shaking,boundary_retained,3,peak_depth_error,0.7142857142857142,0.5714285714285714,0.1428571428571428,120
SKS02,SKS03,EQM_2,1,1,0.5,120,shaking,original,4,profile_nrmse,0.27197581216724853,0.26549802319843047,0.006477788968818066,120
SKS02,SKS03,EQM_2,1,1,0.5,120,shaking,original,4,peak_load_error,0.0,0.2523119897230825,-0.2523119897230825,120
SKS02,SKS03,EQM_2,1,1,0.5,120,shaking,original,4,peak_depth_error,0.0,0.5714285714285714,-0.5714285714285714,120
SKS02,SKS03,EQM_2,1,1,0.5,120,shaking,boundary_retained,4,profile_nrmse,0.27197581216724853,0.26549802319843047,0.006477788968818066,120
SKS02,SKS03,EQM_2,1,1,0.5,120,shaking,boundary_retained,4,peak_load_error,0.0,0.2523119897230825,-0.2523119897230825,120
SKS02,SKS03,EQM_2,1,1,0.5,120,shaking,boundary_retained,4,peak_depth_error,0.0,0.5714285714285714,-0.5714285714285714,120
SKS02,SKS03,EQM_2,1,1,0.5,120,before_decay,original,2,profile_nrmse,0.41097394761399253,0.2950448791983,0.1159290684156925,120
SKS02,SKS03,EQM_2,1,1,0.5,120,before_decay,original,2,peak_load_error,0.1809437804762551,0.41748961236296656,-0.23654583188671147,120
SKS02,SKS03,EQM_2,1,1,0.5,120,before_decay,original,2,peak_depth_error,0.7142857142857142,0.2857142857142857,0.4285714285714285,120
SKS02,SKS03,EQM_2,1,1,0.5,120,before_decay,boundary_retained,2,profile_nrmse,0.27697295666703026,0.2950448791983,-0.01807192253126977,120
SKS02,SKS03,EQM_2,1,1,0.5,120,before_decay,boundary_retained,2,peak_load_error,0.1809437804762551,0.41748961236296656,-0.23654583188671147,120
SKS02,SKS03,EQM_2,1,1,0.5,120,before_decay,boundary_retained,2,peak_depth_error,0.7142857142857142,0.2857142857142857,0.4285714285714285,120
SKS02,SKS03,EQM_2,1,1,0.5,120,before_decay,original,3,profile_nrmse,0.24513608041204846,0.290565695437225,-0.045429615025176534,120
SKS02,SKS03,EQM_2,1,1,0.5,120,before_decay,original,3,peak_load_error,0.1809437804762551,0.2699334352240209,-0.08898965474776582,120
SKS02,SKS03,EQM_2,1,1,0.5,120,before_decay,original,3,peak_depth_error,0.7142857142857142,0.5714285714285714,0.1428571428571428,120
SKS02,SKS03,EQM_2,1,1,0.5,120,before_decay,boundary_retained,3,profile_nrmse,0.24513608041204846,0.290565695437225,-0.045429615025176534,120
SKS02,SKS03,EQM_2,1,1,0.5,120,before_decay,boundary_retained,3,peak_load_error,0.1809437804762551,0.2699334352240209,-0.08898965474776582,120
SKS02,SKS03,EQM_2,1,1,0.5,120,before_decay,boundary_retained,3,peak_depth_error,0.7142857142857142,0.5714285714285714,0.1428571428571428,120
SKS02,SKS03,EQM_2,1,1,0.5,120,before_decay,original,4,profile_nrmse,0.2755158901613539,0.27334112779489944,0.0021747623664544746,120
SKS02,SKS03,EQM_2,1,1,0.5,120,before_decay,original,4,peak_load_error,0.0,0.2699334352240209,-0.2699334352240209,120
SKS02,SKS03,EQM_2,1,1,0.5,120,before_decay,original,4,peak_depth_error,0.0,0.5714285714285714,-0.5714285714285714,120
SKS02,SKS03,EQM_2,1,1,0.5,120,before_decay,boundary_retained,4,profile_nrmse,0.2755158901613539,0.27334112779489944,0.0021747623664544746,120
SKS02,SKS03,EQM_2,1,1,0.5,120,before_decay,boundary_retained,4,peak_load_error,0.0,0.2699334352240209,-0.2699334352240209,120
SKS02,SKS03,EQM_2,1,1,0.5,120,before_decay,boundary_retained,4,peak_depth_error,0.0,0.5714285714285714,-0.5714285714285714,120
SKS02,SKS03,EQM_2,1,1,0.5,120,after_decay,original,2,profile_nrmse,0.3493608988763967,0.2396039358159231,0.10975696306047361,120
SKS02,SKS03,EQM_2,1,1,0.5,120,after_decay,original,2,peak_load_error,0.25234398674352787,0.33960863366174393,-0.08726464691821606,120
SKS02,SKS03,EQM_2,1,1,0.5,120,after_decay,original,2,peak_depth_error,0.7142857142857142,0.2857142857142857,0.4285714285714285,120
SKS02,SKS03,EQM_2,1,1,0.5,120,after_decay,boundary_retained,2,profile_nrmse,0.22344956416667366,0.2396039358159231,-0.016154371649249433,120
SKS02,SKS03,EQM_2,1,1,0.5,120,after_decay,boundary_retained,2,peak_load_error,0.25234398674352787,0.33960863366174393,-0.08726464691821606,120
SKS02,SKS03,EQM_2,1,1,0.5,120,after_decay,boundary_retained,2,peak_depth_error,0.7142857142857142,0.2857142857142857,0.4285714285714285,120
SKS02,SKS03,EQM_2,1,1,0.5,120,after_decay,original,3,profile_nrmse,0.20258115569317994,0.25265556600332106,-0.05007441031014112,120
SKS02,SKS03,EQM_2,1,1,0.5,120,after_decay,original,3,peak_load_error,0.25234398674352787,0.32624287586119916,-0.07389888911767128,120
SKS02,SKS03,EQM_2,1,1,0.5,120,after_decay,original,3,peak_depth_error,0.7142857142857142,0.5714285714285714,0.1428571428571428,120
SKS02,SKS03,EQM_2,1,1,0.5,120,after_decay,boundary_retained,3,profile_nrmse,0.20258115569317994,0.25265556600332106,-0.05007441031014112,120
SKS02,SKS03,EQM_2,1,1,0.5,120,after_decay,boundary_retained,3,peak_load_error,0.25234398674352787,0.32624287586119916,-0.07389888911767128,120
SKS02,SKS03,EQM_2,1,1,0.5,120,after_decay,boundary_retained,3,peak_depth_error,0.7142857142857142,0.5714285714285714,0.1428571428571428,120
SKS02,SKS03,EQM_2,1,1,0.5,120,after_decay,original,4,profile_nrmse,0.2412239980732506,0.22967266308785733,0.011551334985393263,120
SKS02,SKS03,EQM_2,1,1,0.5,120,after_decay,original,4,peak_load_error,0.0,0.3246382557700676,-0.3246382557700676,120
SKS02,SKS03,EQM_2,1,1,0.5,120,after_decay,original,4,peak_depth_error,0.0,0.5714285714285714,-0.5714285714285714,120
SKS02,SKS03,EQM_2,1,1,0.5,120,after_decay,boundary_retained,4,profile_nrmse,0.2412239980732506,0.22967266308785733,0.011551334985393263,120
SKS02,SKS03,EQM_2,1,1,0.5,120,after_decay,boundary_retained,4,peak_load_error,0.0,0.3246382557700676,-0.3246382557700676,120
SKS02,SKS03,EQM_2,1,1,0.5,120,after_decay,boundary_retained,4,peak_depth_error,0.0,0.5714285714285714,-0.5714285714285714,120
SKS02,SKS03,EQM_2,1,1,0.5,240,shaking,original,2,profile_nrmse,0.4060924786596621,0.28765103976384737,0.11844143889581471,240
SKS02,SKS03,EQM_2,1,1,0.5,240,shaking,original,2,peak_load_error,0.18544565549505931,0.39349588707341854,-0.20805023157835922,240
SKS02,SKS03,EQM_2,1,1,0.5,240,shaking,original,2,peak_depth_error,0.7142857142857142,0.2857142857142857,0.4285714285714285,240
SKS02,SKS03,EQM_2,1,1,0.5,240,shaking,boundary_retained,2,profile_nrmse,0.264356802877389,0.28765103976384737,-0.023294236886458375,240
SKS02,SKS03,EQM_2,1,1,0.5,240,shaking,boundary_retained,2,peak_load_error,0.18544565549505931,0.39349588707341854,-0.20805023157835922,240
SKS02,SKS03,EQM_2,1,1,0.5,240,shaking,boundary_retained,2,peak_depth_error,0.7142857142857142,0.2857142857142857,0.4285714285714285,240
SKS02,SKS03,EQM_2,1,1,0.5,240,shaking,original,3,profile_nrmse,0.24256102898050932,0.2876200329074515,-0.04505900392694215,240
SKS02,SKS03,EQM_2,1,1,0.5,240,shaking,original,3,peak_load_error,0.18544565549505931,0.2523324796421022,-0.06688682414704289,240
SKS02,SKS03,EQM_2,1,1,0.5,240,shaking,original,3,peak_depth_error,0.7142857142857142,0.5714285714285714,0.1428571428571428,240
SKS02,SKS03,EQM_2,1,1,0.5,240,shaking,boundary_retained,3,profile_nrmse,0.24256102898050932,0.2876200329074515,-0.04505900392694215,240
SKS02,SKS03,EQM_2,1,1,0.5,240,shaking,boundary_retained,3,peak_load_error,0.18544565549505931,0.2523324796421022,-0.06688682414704289,240
SKS02,SKS03,EQM_2,1,1,0.5,240,shaking,boundary_retained,3,peak_depth_error,0.7142857142857142,0.5714285714285714,0.1428571428571428,240
SKS02,SKS03,EQM_2,1,1,0.5,240,shaking,original,4,profile_nrmse,0.27194692064498455,0.2655429580112579,0.0064039626337266675,240
SKS02,SKS03,EQM_2,1,1,0.5,240,shaking,original,4,peak_load_error,0.0,0.2523324796421022,-0.2523324796421022,240
SKS02,SKS03,EQM_2,1,1,0.5,240,shaking,original,4,peak_depth_error,0.0,0.5714285714285714,-0.5714285714285714,240
SKS02,SKS03,EQM_2,1,1,0.5,240,shaking,boundary_retained,4,profile_nrmse,0.27194692064498455,0.2655429580112579,0.0064039626337266675,240
SKS02,SKS03,EQM_2,1,1,0.5,240,shaking,boundary_retained,4,peak_load_error,0.0,0.2523324796421022,-0.2523324796421022,240
SKS02,SKS03,EQM_2,1,1,0.5,240,shaking,boundary_retained,4,peak_depth_error,0.0,0.5714285714285714,-0.5714285714285714,240
SKS02,SKS03,EQM_2,1,1,0.5,240,before_decay,original,2,profile_nrmse,0.411002082048119,0.29515627592540145,0.11584580612271755,240
SKS02,SKS03,EQM_2,1,1,0.5,240,before_decay,original,2,peak_load_error,0.1810540230418776,0.4176795362614953,-0.2366255132196177,240
SKS02,SKS03,EQM_2,1,1,0.5,240,before_decay,original,2,peak_depth_error,0.7142857142857142,0.2857142857142857,0.4285714285714285,240
SKS02,SKS03,EQM_2,1,1,0.5,240,before_decay,boundary_retained,2,profile_nrmse,0.2770547296529083,0.29515627592540145,-0.018101546272493163,240
SKS02,SKS03,EQM_2,1,1,0.5,240,before_decay,boundary_retained,2,peak_load_error,0.1810540230418776,0.4176795362614953,-0.2366255132196177,240
SKS02,SKS03,EQM_2,1,1,0.5,240,before_decay,boundary_retained,2,peak_depth_error,0.7142857142857142,0.2857142857142857,0.4285714285714285,240
SKS02,SKS03,EQM_2,1,1,0.5,240,before_decay,original,3,profile_nrmse,0.2451713494670057,0.2905522508528288,-0.045380901385823125,240
SKS02,SKS03,EQM_2,1,1,0.5,240,before_decay,original,3,peak_load_error,0.1810540230418776,0.27028229070459603,-0.08922826766271844,240
SKS02,SKS03,EQM_2,1,1,0.5,240,before_decay,original,3,peak_depth_error,0.7142857142857142,0.5714285714285714,0.1428571428571428,240
SKS02,SKS03,EQM_2,1,1,0.5,240,before_decay,boundary_retained,3,profile_nrmse,0.2451713494670057,0.2905522508528288,-0.045380901385823125,240
SKS02,SKS03,EQM_2,1,1,0.5,240,before_decay,boundary_retained,3,peak_load_error,0.1810540230418776,0.27028229070459603,-0.08922826766271844,240
SKS02,SKS03,EQM_2,1,1,0.5,240,before_decay,boundary_retained,3,peak_depth_error,0.7142857142857142,0.5714285714285714,0.1428571428571428,240
SKS02,SKS03,EQM_2,1,1,0.5,240,before_decay,original,4,profile_nrmse,0.2755550629459073,0.27334271315421155,0.002212349791695767,240
SKS02,SKS03,EQM_2,1,1,0.5,240,before_decay,original,4,peak_load_error,0.0,0.27028229070459603,-0.27028229070459603,240
SKS02,SKS03,EQM_2,1,1,0.5,240,before_decay,original,4,peak_depth_error,0.0,0.5714285714285714,-0.5714285714285714,240
SKS02,SKS03,EQM_2,1,1,0.5,240,before_decay,boundary_retained,4,profile_nrmse,0.2755550629459073,0.27334271315421155,0.002212349791695767,240
SKS02,SKS03,EQM_2,1,1,0.5,240,before_decay,boundary_retained,4,peak_load_error,0.0,0.27028229070459603,-0.27028229070459603,240
SKS02,SKS03,EQM_2,1,1,0.5,240,before_decay,boundary_retained,4,peak_depth_error,0.0,0.5714285714285714,-0.5714285714285714,240
SKS02,SKS03,EQM_2,1,1,0.5,240,after_decay,original,2,profile_nrmse,0.3493048073760775,0.2396039358159231,0.1097008715601544,240
SKS02,SKS03,EQM_2,1,1,0.5,240,after_decay,original,2,peak_load_error,0.25235317277491,0.3395814547503136,-0.08722828197540361,240
SKS02,SKS03,EQM_2,1,1,0.5,240,after_decay,original,2,peak_depth_error,0.7142857142857142,0.2857142857142857,0.4285714285714285,240
SKS02,SKS03,EQM_2,1,1,0.5,240,after_decay,boundary_retained,2,profile_nrmse,0.22344956416667366,0.2396039358159231,-0.016154371649249433,240
SKS02,SKS03,EQM_2,1,1,0.5,240,after_decay,boundary_retained,2,peak_load_error,0.25235317277491,0.3395814547503136,-0.08722828197540361,240
SKS02,SKS03,EQM_2,1,1,0.5,240,after_decay,boundary_retained,2,peak_depth_error,0.7142857142857142,0.2857142857142857,0.4285714285714285,240
SKS02,SKS03,EQM_2,1,1,0.5,240,after_decay,original,3,profile_nrmse,0.2024975764215118,0.25267214596237986,-0.05017456954086805,240
SKS02,SKS03,EQM_2,1,1,0.5,240,after_decay,original,3,peak_load_error,0.25235317277491,0.32629952258212513,-0.07394634980721515,240
SKS02,SKS03,EQM_2,1,1,0.5,240,after_decay,original,3,peak_depth_error,0.7142857142857142,0.5714285714285714,0.1428571428571428,240
SKS02,SKS03,EQM_2,1,1,0.5,240,after_decay,boundary_retained,3,profile_nrmse,0.2024975764215118,0.25267214596237986,-0.05017456954086805,240
