pile,stage,reference_pitch_m,boundary_rule,interpolator,layout_source,additional_stations_b,total_retained,reference_levels,measured_span_m,head_to_dfos_gap_m,candidate_realised_z,uniform_realised_z,candidate_nrmse,uniform_nrmse,delta_nrmse,delta_distance_weighted_nrmse,candidate_outside_sse_fraction,delta_squared_error_inside,delta_squared_error_outside
F1,Step 11,0.2,original,linear,SKS02,2,3,93,19.45,1.38,0.000000;0.142931;0.430848,0.000000;0.502828;1.000000,0.1806553214526144,0.05300227121446698,0.1276530502381474,0.11657334563342013,0.9964665023254702,1.6861683045905415e-06,0.029825418246950938
F1,Step 12,0.2,original,linear,SKS02,2,3,93,19.45,1.38,0.000000;0.142931;0.430848,0.000000;0.502828;1.000000,0.16428956970370426,0.05052253621305855,0.11376703349064571,0.10379949289262475,0.9952963505371755,1.8495864527481974e-05,0.024420040183501003
F1,Step 1,0.2,original,pchip,SKS02,2,3,93,19.45,1.38,0.000000;0.142931;0.430848,0.000000;0.502828;1.000000,0.22132805609831543,0.03994085487529561,0.18138720122301982,0.1669532743845608,0.9833464840222946,0.00012006584654257439,0.04727077068154707
F1,Step 2,0.2,original,pchip,SKS02,2,3,93,19.45,1.38,0.000000;0.142931;0.430848,0.000000;0.502828;1.000000,0.22055814906720064,0.041676988931095685,0.17888116013610494,0.1675378369868131,0.9790249660093868,0.000603306832201146,0.046305618881385686
F1,Step 3,0.2,original,pchip,SKS02,2,3,93,19.45,1.38,0.000000;0.142931;0.430848,0.000000;0.502828;1.000000,0.2132739785049743,0.03901295394366389,0.1742610245613104,0.1618308673478231,0.9814323337858856,0.00026399894677736304,0.04369978038515243
F1,Step 4,0.2,original,pchip,SKS02,2,3,93,19.45,1.38,0.000000;0.142931;0.430848,0.000000;0.502828;1.000000,0.20725825542068113,0.03680967193353891,0.17044858348714223,0.15844352943581994,0.9778954567335366,0.0005285977049428269,0.04107243478722671
F1,Step 5,0.2,original,pchip,SKS02,2,3,93,19.45,1.38,0.000000;0.142931;0.430848,0.000000;0.502828;1.000000,0.19464813071266565,0.04108551424631583,0.15356261646634983,0.14081201265990306,0.9719635091446531,0.0005226548946775392,0.035677220414373226
F1,Step 6,0.2,original,pchip,SKS02,2,3,93,19.45,1.38,0.000000;0.142931;0.430848,0.000000;0.502828;1.000000,0.18651407179559115,0.03965340178154033,0.14686067001405081,0.13512980202504832,0.9867644858478953,0.00017845709835496594,0.03303664960656771
F1,Step 7,0.2,original,pchip,SKS02,2,3,93,19.45,1.38,0.000000;0.142931;0.430848,0.000000;0.502828;1.000000,0.18549020962236046,0.03784830300398276,0.1476419066183777,0.1363924693591686,0.9864601013623739,0.00017095544783114086,0.03280316837763479
F1,Step 8,0.2,original,pchip,SKS02,2,3,93,19.45,1.38,0.000000;0.142931;0.430848,0.000000;0.502828;1.000000,0.1870876617606438,0.040728763031306264,0.14635889872933752,0.13480253892560864,0.9862260123065386,0.00023530338266062668,0.03310765766234412
F1,Step 9,0.2,original,pchip,SKS02,2,3,93,19.45,1.38,0.000000;0.142931;0.430848,0.000000;0.502828;1.000000,0.18305405756233964,0.04135693345975472,0.14169712410258492,0.13052491842151098,0.9923417978966886,3.44574161127396e-05,0.031763934628729035
F1,Step 10,0.2,original,pchip,SKS02,2,3,93,19.45,1.38,0.000000;0.142931;0.430848,0.000000;0.502828;1.000000,0.1822987074092822,0.044093399365027576,0.13820530804425463,0.12696332875090183,0.9919127885597525,3.5737036723592124e-05,0.03125285381880768
F1,Step 11,0.2,original,pchip,SKS02,2,3,93,19.45,1.38,0.000000;0.142931;0.430848,0.000000;0.502828;1.000000,0.18070741653589242,0.04532865579035072,0.1353787607455417,0.124104199383224,0.9958920541499892,-7.420274254128836e-05,0.030674686097857725
F1,Step 12,0.2,original,pchip,SKS02,2,3,93,19.45,1.38,0.000000;0.142931;0.430848,0.000000;0.502828;1.000000,0.1643020236016663,0.04673466338977399,0.1175673602118923,0.10741985933930767,0.9951454716965545,-8.577145798363983e-05,0.024896797655430663
F1,Step 1,0.2,original,linear,SKS03,2,3,93,19.45,1.38,0.000000;0.142931;0.718766,0.000000;0.502828;1.000000,0.057540960767505665,0.04010164783715978,0.017439312930345882,0.01143095567669556,0.566905212757959,8.924263907224925e-05,0.0016135773677197947
F1,Step 2,0.2,original,linear,SKS03,2,3,93,19.45,1.38,0.000000;0.142931;0.718766,0.000000;0.502828;1.000000,0.06215102351555089,0.035867960011794854,0.02628306350375604,0.021886324026592012,0.5462385084573996,0.0006765930513609571,0.0018996461172618875
F1,Step 3,0.2,original,linear,SKS03,2,3,93,19.45,1.38,0.000000;0.142931;0.718766,0.000000;0.502828;1.000000,0.06358575873180514,0.03580515459236092,0.027780604139444214,0.02129046357081829,0.6569676487960914,0.0006057590117691516,0.002155380606347318
F1,Step 4,0.2,original,linear,SKS03,2,3,93,19.45,1.38,0.000000;0.142931;0.718766,0.000000;0.502828;1.000000,0.06116949433362561,0.033158599422591466,0.028010894911034145,0.02220626250699312,0.5818734302034199,0.0006693221775335322,0.0019728921438300407
F1,Step 5,0.2,original,linear,SKS03,2,3,93,19.45,1.38,0.000000;0.142931;0.718766,0.000000;0.502828;1.000000,0.06025102744173576,0.04262411578891891,0.017626911652816844,0.011254813132492755,0.5746500998135415,0.0003973509633528912,0.001416020097644737
F1,Step 6,0.2,original,linear,SKS03,2,3,93,19.45,1.38,0.000000;0.142931;0.718766,0.000000;0.502828;1.000000,0.060905357848101645,0.04373863971548952,0.017166718132612127,0.011622556257304337,0.5640782319315174,0.000989301782967706,0.0008070922274762131
F1,Step 7,0.2,original,linear,SKS03,2,3,93,19.45,1.38,0.000000;0.142931;0.718766,0.000000;0.502828;1.000000,0.06126032249806481,0.04116101693169591,0.0200993055663689,0.01489872644463304,0.5829090511249203,0.0009578022195228669,0.0011007955781926813
F1,Step 8,0.2,original,linear,SKS03,2,3,93,19.45,1.38,0.000000;0.142931;0.718766,0.000000;0.502828;1.000000,0.06340744615630366,0.047520169610028966,0.01588727654627469,0.010278934757089617,0.6155637446177276,0.0009871660914441882,0.0007751716168544374
F1,Step 9,0.2,original,linear,SKS03,2,3,93,19.45,1.38,0.000000;0.142931;0.718766,0.000000;0.502828;1.000000,0.06570122845757007,0.04803474515892128,0.017666483298648783,0.012445664672089615,0.6087325529703405,0.0012591800619188719,0.0007501346164324311
F1,Step 10,0.2,original,linear,SKS03,2,3,93,19.45,1.38,0.000000;0.142931;0.718766,0.000000;0.502828;1.000000,0.06759929340693865,0.05121238127955318,0.016386912127385474,0.011184543509778481,0.6060448403804662,0.0013381999763239158,0.0006087564964711352
F1,Step 11,0.2,original,linear,SKS03,2,3,93,19.45,1.38,0.000000;0.142931;0.718766,0.000000;0.502828;1.000000,0.06897325106149046,0.05300227121446698,0.015970979847023482,0.010859581637370233,0.5995538337446569,0.0015799241908919601,0.0003681444172075201
F1,Step 12,0.2,original,linear,SKS03,2,3,93,19.45,1.38,0.000000;0.142931;0.718766,0.000000;0.502828;1.000000,0.05952247395053003,0.05052253621305855,0.00899993773747148,0.0052551830849857165,0.4062848085916092,0.0017220204557601372,-0.000731622215968424
F1,Step 1,0.2,original,pchip,SKS03,2,3,93,19.45,1.38,0.000000;0.142931;0.718766,0.000000;0.502828;1.000000,0.056619411088940225,0.03994085487529561,0.016678556213644613,0.011082849117235394,0.5855095362062048,-4.676952095255287e-05,0.0016572553448415356
F1,Step 2,0.2,original,pchip,SKS03,2,3,93,19.45,1.38,0.000000;0.142931;0.718766,0.000000;0.502828;1.000000,0.06160562191253462,0.041676988931095685,0.019928632981438932,0.016283676562666688,0.5559531450731668,0.0003296309370245826,0.00172865030784291
F1,Step 3,0.2,original,pchip,SKS03,2,3,93,19.45,1.38,0.000000;0.142931;0.718766,0.000000;0.502828;1.000000,0.06367154273244818,0.03901295394366389,0.02465858878878429,0.018866152568905434,0.6551985900931974,0.00017109680119243667,0.0023609579773270994
F1,Step 4,0.2,original,pchip,SKS03,2,3,93,19.45,1.38,0.000000;0.142931;0.718766,0.000000;0.502828;1.000000,0.06359776487626312,0.03680967193353891,0.02678809294272421,0.021947433269639112,0.5382878805167469,0.0006469551298776382,0.0020427686195240453
F1,Step 5,0.2,original,pchip,SKS03,2,3,93,19.45,1.38,0.000000;0.142931;0.718766,0.000000;0.502828;1.000000,0.06863313834649776,0.04108551424631583,0.027547624100181925,0.02195455882185464,0.44285819409277233,0.0012486951999503948,0.001773792998454885
F1,Step 6,0.2,original,pchip,SKS03,2,3,93,19.45,1.38,0.000000;0.142931;0.718766,0.000000;0.502828;1.000000,0.05507260051675542,0.03965340178154033,0.015419198735215092,0.009913943942561843,0.6898889205411818,4.945429419844368e-05,0.0014111447606314203
F1,Step 7,0.2,original,pchip,SKS03,2,3,93,19.45,1.38,0.000000;0.142931;0.718766,0.000000;0.502828;1.000000,0.05624375671787786,0.03784830300398276,0.018395453713895102,0.0132401137793225,0.6915295046539591,0.00011510488415530033,0.00161576124530324
F1,Step 8,0.2,original,pchip,SKS03,2,3,93,19.45,1.38,0.000000;0.142931;0.718766,0.000000;0.502828;1.000000,0.0594125459199015,0.040728763031306264,0.018683782888595235,0.012996125573424618,0.7011278689770691,0.0003063221783712609,0.001564696296252843
F1,Step 9,0.2,original,pchip,SKS03,2,3,93,19.45,1.38,0.000000;0.142931;0.718766,0.000000;0.502828;1.000000,0.05714411080382788,0.04135693345975472,0.01578717734407316,0.010047724061392135,0.8046936020632117,-2.923016731479278e-05,0.0015842836216803712
F1,Step 10,0.2,original,pchip,SKS03,2,3,93,19.45,1.38,0.000000;0.142931;0.718766,0.000000;0.502828;1.000000,0.05889422495489567,0.044093399365027576,0.014800825589868095,0.009074194223651348,0.7984425064602162,-4.426464175973282e-05,0.0015685665072337747
F1,Step 11,0.2,original,pchip,SKS03,2,3,93,19.45,1.38,0.000000;0.142931;0.718766,0.000000;0.502828;1.000000,0.059509730438227694,0.04532865579035072,0.014181074647876976,0.008258397363288025,0.8054036848439726,0.00010738351503406769,0.0013793374660363603
F1,Step 12,0.2,original,pchip,SKS03,2,3,93,19.45,1.38,0.000000;0.142931;0.718766,0.000000;0.502828;1.000000,0.048310138533079035,0.04673466338977399,0.0015754751433050482,-0.0029832702402422806,0.6167596672217438,0.00020524949583513753,-5.5508772905331246e-05
F1,Step 1,0.2,original,linear,SKS02,3,4,93,19.45,1.38,0.000000;0.142931;0.718766;0.852442,0.000000;0.338303;0.667352;1.000000,0.059068962654837256,0.04526646500955012,0.013802497645287133,0.008015563874915137,0.5292775069453238,-0.00016732276143962603,0.0016074122560973587
F1,Step 2,0.2,original,linear,SKS02,3,4,93,19.45,1.38,0.000000;0.142931;0.718766;0.852442,0.000000;0.338303;0.667352;1.000000,0.057998568679047936,0.034329281886118466,0.02366928679292947,0.019677908571731753,0.4130489762528533,0.0008797452771080698,0.0013055890968935902
F1,Step 3,0.2,original,linear,SKS02,3,4,93,19.45,1.38,0.000000;0.142931;0.718766;0.852442,0.000000;0.338303;0.667352;1.000000,0.05936249830214578,0.0425155090772214,0.016846989224924377,0.011405528170576704,0.5702964911990799,0.00021888116771047445,0.001497456524866491
F1,Step 4,0.2,original,linear,SKS02,3,4,93,19.45,1.38,0.000000;0.142931;0.718766;0.852442,0.000000;0.338303;0.667352;1.000000,0.058561618352576894,0.037317056054068806,0.021244562298508088,0.016268026712127744,0.4590354717454237,0.0006436356160223141,0.0013932648555080426
F1,Step 5,0.2,original,linear,SKS02,3,4,93,19.45,1.38,0.000000;0.142931;0.718766;0.852442,0.000000;0.338303;0.667352;1.000000,0.06132313721032093,0.0467537906374642,0.014569346572856724,0.008559461209261127,0.5038081295469091,0.00022440229464013088,0.0013502079237038803
