pile,stage,reference_pitch_m,boundary_rule,interpolator,layout_source,additional_stations_b,total_retained,reference_levels,measured_span_m,head_to_dfos_gap_m,candidate_realised_z,uniform_realised_z,candidate_nrmse,uniform_nrmse,delta_nrmse,delta_distance_weighted_nrmse,candidate_outside_sse_fraction,delta_squared_error_inside,delta_squared_error_outside
F1,Step 8,0.4,boundary_constrained,linear,SKS03,2,3,48,19.45,1.38,0.000000;0.132648;1.000000,0.000000;0.502828;1.000000,0.06460558082041593,0.04679801645043866,0.017807564369977262,0.017074720732619918,0.0,0.0019838267294477667,0.0
F1,Step 9,0.4,boundary_constrained,linear,SKS03,2,3,48,19.45,1.38,0.000000;0.132648;1.000000,0.000000;0.502828;1.000000,0.06977344150685068,0.047221723540238306,0.022551717966612372,0.022184789188239094,0.0,0.002638441965599217,0.0
F1,Step 10,0.4,boundary_constrained,linear,SKS03,2,3,48,19.45,1.38,0.000000;0.132648;1.000000,0.000000;0.502828;1.000000,0.07433121463192136,0.05033721999984603,0.023993994632075327,0.023632791469067355,0.0,0.00299129375134386,0.0
F1,Step 11,0.4,boundary_constrained,linear,SKS03,2,3,48,19.45,1.38,0.000000;0.132648;1.000000,0.000000;0.502828;1.000000,0.0814771133750053,0.052083611039681496,0.0293935023353238,0.029208610457488987,0.0,0.003925817464990634,0.0
F1,Step 12,0.4,boundary_constrained,linear,SKS03,2,3,48,19.45,1.38,0.000000;0.132648;1.000000,0.000000;0.502828;1.000000,0.07157843825124743,0.04961461324632479,0.021963825004922645,0.02184927489598039,0.0,0.0026618629749052534,0.0
F1,Step 1,0.4,boundary_constrained,pchip,SKS03,2,3,48,19.45,1.38,0.000000;0.132648;1.000000,0.000000;0.502828;1.000000,0.08966173312792948,0.039216075564621214,0.050445657563308266,0.047398717500219956,0.0,0.006501325804813965,0.0
F1,Step 2,0.4,boundary_constrained,pchip,SKS03,2,3,48,19.45,1.38,0.000000;0.132648;1.000000,0.000000;0.502828;1.000000,0.09066438714952088,0.041210679202084384,0.0494537079474365,0.047974214412009865,0.0,0.0065217110169010955,0.0
F1,Step 3,0.4,boundary_constrained,pchip,SKS03,2,3,48,19.45,1.38,0.000000;0.132648;1.000000,0.000000;0.502828;1.000000,0.06742837271586861,0.038499893890786875,0.02892847882508174,0.02794260433333042,0.0,0.003064343617508247,0.0
F1,Step 4,0.4,boundary_constrained,pchip,SKS03,2,3,48,19.45,1.38,0.000000;0.132648;1.000000,0.000000;0.502828;1.000000,0.08661292734568474,0.03650574981314167,0.05010717753254307,0.048529811423761775,0.0,0.00616912941396917,0.0
F1,Step 5,0.4,boundary_constrained,pchip,SKS03,2,3,48,19.45,1.38,0.000000;0.132648;1.000000,0.000000;0.502828;1.000000,0.10010499057625631,0.04078848678232817,0.05931650379392814,0.05711782821734464,0.0,0.008357308484280205,0.0
F1,Step 6,0.4,boundary_constrained,pchip,SKS03,2,3,48,19.45,1.38,0.000000;0.132648;1.000000,0.000000;0.502828;1.000000,0.06156209426719776,0.03912963865414849,0.022432455613049275,0.02165377079812416,0.0,0.0022587628293591123,0.0
F1,Step 7,0.4,boundary_constrained,pchip,SKS03,2,3,48,19.45,1.38,0.000000;0.132648;1.000000,0.000000;0.502828;1.000000,0.05730008236003376,0.03730052273393022,0.019999559626103544,0.01940193501175029,0.0,0.0018919704422422072,0.0
F1,Step 8,0.4,boundary_constrained,pchip,SKS03,2,3,48,19.45,1.38,0.000000;0.132648;1.000000,0.000000;0.502828;1.000000,0.05903450880901403,0.0400661718368622,0.018968336972151827,0.01851045512950872,0.0,0.0018797751046605849,0.0
F1,Step 9,0.4,boundary_constrained,pchip,SKS03,2,3,48,19.45,1.38,0.000000;0.132648;1.000000,0.000000;0.502828;1.000000,0.04265656401898285,0.04063107503891479,0.0020254889800680603,0.0019681712084405473,0.0,0.00016869819508765738,0.0
F1,Step 10,0.4,boundary_constrained,pchip,SKS03,2,3,48,19.45,1.38,0.000000;0.132648;1.000000,0.000000;0.502828;1.000000,0.04584300985278794,0.04332205565970599,0.002520954193081952,0.0024666103971660025,0.0,0.00022478104578014876,0.0
F1,Step 11,0.4,boundary_constrained,pchip,SKS03,2,3,48,19.45,1.38,0.000000;0.132648;1.000000,0.000000;0.502828;1.000000,0.04919453641974796,0.04455262856214915,0.004641907857598812,0.0045909306031394065,0.0,0.0004351657017570808,0.0
F1,Step 12,0.4,boundary_constrained,pchip,SKS03,2,3,48,19.45,1.38,0.000000;0.132648;1.000000,0.000000;0.502828;1.000000,0.049774984956403145,0.04592475138849535,0.0038502335679077987,0.0037688582589230635,0.0,0.0003684663373150542,0.0
F1,Step 1,0.4,boundary_constrained,linear,SKS03,3,4,48,19.45,1.38,0.000000;0.132648;0.420566;1.000000,0.000000;0.338303;0.667352;1.000000,0.03451589368970123,0.04450688388999361,-0.009990990200292378,-0.011190247162581046,0.0,-0.0007895157963986151,0.0
F1,Step 2,0.4,boundary_constrained,linear,SKS03,3,4,48,19.45,1.38,0.000000;0.132648;0.420566;1.000000,0.000000;0.338303;0.667352;1.000000,0.03417574028491369,0.034031091896269634,0.0001446483886440586,-0.0011076368029064657,0.0,9.866008369523836e-06,0.0
F1,Step 3,0.4,boundary_constrained,linear,SKS03,3,4,48,19.45,1.38,0.000000;0.132648;0.420566;1.000000,0.000000;0.338303;0.667352;1.000000,0.038050340748864035,0.04196155679338086,-0.003911216044516823,-0.0046208600176115555,0.0,-0.0003129438174194644,0.0
F1,Step 4,0.4,boundary_constrained,linear,SKS03,3,4,48,19.45,1.38,0.000000;0.132648;0.420566;1.000000,0.000000;0.338303;0.667352;1.000000,0.03157049250218755,0.03705560586514266,-0.00548511336295511,-0.006529542378429072,0.0,-0.0003764219292021152,0.0
F1,Step 5,0.4,boundary_constrained,linear,SKS03,3,4,48,19.45,1.38,0.000000;0.132648;0.420566;1.000000,0.000000;0.338303;0.667352;1.000000,0.03929318168787244,0.046407227966464834,-0.007114046278592391,-0.008393002878947071,0.0,-0.0006096766803752813,0.0
F1,Step 6,0.4,boundary_constrained,linear,SKS03,3,4,48,19.45,1.38,0.000000;0.132648;0.420566;1.000000,0.000000;0.338303;0.667352;1.000000,0.045137477379139986,0.04577082208128252,-0.0006333447021425326,-0.0013038815459406189,0.0,-5.757628984404533e-05,0.0
F1,Step 7,0.4,boundary_constrained,linear,SKS03,3,4,48,19.45,1.38,0.000000;0.132648;0.420566;1.000000,0.000000;0.338303;0.667352;1.000000,0.04331067824731008,0.043638428379154354,-0.00032775013184427326,-0.0008754515931414797,0.0,-2.8497581160565576e-05,0.0
F1,Step 8,0.4,boundary_constrained,linear,SKS03,3,4,48,19.45,1.38,0.000000;0.132648;0.420566;1.000000,0.000000;0.338303;0.667352;1.000000,0.04993673830490762,0.04860739752593658,0.0013293407789710388,0.000856094369319535,0.0,0.00013099873828840256,0.0
F1,Step 9,0.4,boundary_constrained,linear,SKS03,3,4,48,19.45,1.38,0.000000;0.132648;0.420566;1.000000,0.000000;0.338303;0.667352;1.000000,0.05264714625984677,0.04801431796870063,0.0046328282911461405,0.00443851063577122,0.0,0.00046634727930620873,0.0
F1,Step 10,0.4,boundary_constrained,linear,SKS03,3,4,48,19.45,1.38,0.000000;0.132648;0.420566;1.000000,0.000000;0.338303;0.667352;1.000000,0.05641700700116337,0.051748234287123565,0.004668772714039808,0.004484685619888407,0.0,0.0005049989271342868,0.0
F1,Step 11,0.4,boundary_constrained,linear,SKS03,3,4,48,19.45,1.38,0.000000;0.132648;0.420566;1.000000,0.000000;0.338303;0.667352;1.000000,0.05784180490054607,0.051516935067081014,0.006324869833465058,0.006286700226790405,0.0,0.0006916797954469941,0.0
F1,Step 12,0.4,boundary_constrained,linear,SKS03,3,4,48,19.45,1.38,0.000000;0.132648;0.420566;1.000000,0.000000;0.338303;0.667352;1.000000,0.053685704468966165,0.0515768508338331,0.002108853635133065,0.002100865198802336,0.0,0.00022198332239370343,0.0
F1,Step 1,0.4,boundary_constrained,pchip,SKS03,3,4,48,19.45,1.38,0.000000;0.132648;0.420566;1.000000,0.000000;0.338303;0.667352;1.000000,0.03837468313398621,0.04281455427888126,-0.004439871144895052,-0.005918235299159955,0.0,-0.000360469752465424,0.0
F1,Step 2,0.4,boundary_constrained,pchip,SKS03,3,4,48,19.45,1.38,0.000000;0.132648;0.420566;1.000000,0.000000;0.338303;0.667352;1.000000,0.039500548546990345,0.03356854815433137,0.0059320003926589746,0.004809241902606488,0.0,0.0004334459103234774,0.0
F1,Step 3,0.4,boundary_constrained,pchip,SKS03,3,4,48,19.45,1.38,0.000000;0.132648;0.420566;1.000000,0.000000;0.338303;0.667352;1.000000,0.03958496742037948,0.041556922957444356,-0.001971955537064876,-0.0025118867918840077,0.0,-0.00016000820001846097,0.0
F1,Step 4,0.4,boundary_constrained,pchip,SKS03,3,4,48,19.45,1.38,0.000000;0.132648;0.420566;1.000000,0.000000;0.338303;0.667352;1.000000,0.036658344898942194,0.03510045804374578,0.001557886855196415,0.0006101680912215593,0.0,0.00011179209584904358,0.0
F1,Step 5,0.4,boundary_constrained,pchip,SKS03,3,4,48,19.45,1.38,0.000000;0.132648;0.420566;1.000000,0.000000;0.338303;0.667352;1.000000,0.04166310978679999,0.0431455204553507,-0.0014824106685507113,-0.0026548992220224443,0.0,-0.00012572121825613707,0.0
F1,Step 6,0.4,boundary_constrained,pchip,SKS03,3,4,48,19.45,1.38,0.000000;0.132648;0.420566;1.000000,0.000000;0.338303;0.667352;1.000000,0.04123633967215837,0.04237979280865392,-0.0011434531364955536,-0.0015825008582113567,0.0,-9.56111289468125e-05,0.0
F1,Step 7,0.4,boundary_constrained,pchip,SKS03,3,4,48,19.45,1.38,0.000000;0.132648;0.420566;1.000000,0.000000;0.338303;0.667352;1.000000,0.04000168361073131,0.04080869164603206,-0.0008070080353007533,-0.001190399855670085,0.0,-6.521462216787747e-05,0.0
F1,Step 8,0.4,boundary_constrained,pchip,SKS03,3,4,48,19.45,1.38,0.000000;0.132648;0.420566;1.000000,0.000000;0.338303;0.667352;1.000000,0.04394251518404467,0.04458047637192325,-0.0006379611878785801,-0.000932882678309141,0.0,-5.647423284761121e-05,0.0
F1,Step 9,0.4,boundary_constrained,pchip,SKS03,3,4,48,19.45,1.38,0.000000;0.132648;0.420566;1.000000,0.000000;0.338303;0.667352;1.000000,0.04372134394883685,0.0440977236372468,-0.0003763796884099502,-0.0004523818375165231,0.0,-3.30533132945028e-05,0.0
F1,Step 10,0.4,boundary_constrained,pchip,SKS03,3,4,48,19.45,1.38,0.000000;0.132648;0.420566;1.000000,0.000000;0.338303;0.667352;1.000000,0.04689262494680834,0.04767145910392697,-0.0007788341571186297,-0.0008438190498541026,0.0,-7.364973869534996e-05,0.0
F1,Step 11,0.4,boundary_constrained,pchip,SKS03,3,4,48,19.45,1.38,0.000000;0.132648;0.420566;1.000000,0.000000;0.338303;0.667352;1.000000,0.045291362520580886,0.047115256138721445,-0.0018238936181405596,-0.001818120094407738,0.0,-0.00016853984204665026,0.0
F1,Step 12,0.4,boundary_constrained,pchip,SKS03,3,4,48,19.45,1.38,0.000000;0.132648;0.420566;1.000000,0.000000;0.338303;0.667352;1.000000,0.04544593658038244,0.04962570116280361,-0.004179764582421169,-0.004197331296373237,0.0,-0.0003973770642317449,0.0
F1,Step 1,0.4,boundary_constrained,linear,SKS03,4,5,48,19.45,1.38,0.000000;0.132648;0.564524;0.852442;1.000000,0.000000;0.256041;0.502828;0.749614;1.000000,0.03593352254104731,0.041591799546620116,-0.005658277005572809,-0.007104635418895923,0.0,-0.00043865974731827436,0.0
F1,Step 2,0.4,boundary_constrained,linear,SKS03,4,5,48,19.45,1.38,0.000000;0.132648;0.564524;0.852442;1.000000,0.000000;0.256041;0.502828;0.749614;1.000000,0.032552070986648196,0.039717415228964915,-0.007165344242316719,-0.00880382589909521,0.0,-0.0005178357469502309,0.0
F1,Step 3,0.4,boundary_constrained,linear,SKS03,4,5,48,19.45,1.38,0.000000;0.132648;0.564524;0.852442;1.000000,0.000000;0.256041;0.502828;0.749614;1.000000,0.032710779060930326,0.04223010362578921,-0.009519324564858885,-0.010914271659875234,0.0,-0.0007133865854718969,0.0
F1,Step 4,0.4,boundary_constrained,linear,SKS03,4,5,48,19.45,1.38,0.000000;0.132648;0.564524;0.852442;1.000000,0.000000;0.256041;0.502828;0.749614;1.000000,0.02982579627929779,0.040310551619506564,-0.010484755340208773,-0.011918634921402986,0.0,-0.0007353624481747292,0.0
F1,Step 5,0.4,boundary_constrained,linear,SKS03,4,5,48,19.45,1.38,0.000000;0.132648;0.564524;0.852442;1.000000,0.000000;0.256041;0.502828;0.749614;1.000000,0.03207674441815102,0.04789369745971488,-0.015816953041563865,-0.017299295130031006,0.0,-0.0012648887238953172,0.0
F1,Step 6,0.4,boundary_constrained,linear,SKS03,4,5,48,19.45,1.38,0.000000;0.132648;0.564524;0.852442;1.000000,0.000000;0.256041;0.502828;0.749614;1.000000,0.03116445813226316,0.04519762568886323,-0.014033167556600067,-0.014854402193299567,0.0,-0.001071601917233006,0.0
F1,Step 7,0.4,boundary_constrained,linear,SKS03,4,5,48,19.45,1.38,0.000000;0.132648;0.564524;0.852442;1.000000,0.000000;0.256041;0.502828;0.749614;1.000000,0.0303576514234019,0.043454137783744386,-0.013096486360342486,-0.013874498002922453,0.0,-0.0009666750905838658,0.0
F1,Step 8,0.4,boundary_constrained,linear,SKS03,4,5,48,19.45,1.38,0.000000;0.132648;0.564524;0.852442;1.000000,0.000000;0.256041;0.502828;0.749614;1.000000,0.030910661746329778,0.04542158218523553,-0.014510920438905752,-0.015167052794654252,0.0,-0.0011076511186140904,0.0
F1,Step 9,0.4,boundary_constrained,linear,SKS03,4,5,48,19.45,1.38,0.000000;0.132648;0.564524;0.852442;1.000000,0.000000;0.256041;0.502828;0.749614;1.000000,0.03057466248701725,0.04440184585610822,-0.013827183369090973,-0.014149588556661548,0.0,-0.0010367139292345748,0.0
F1,Step 10,0.4,boundary_constrained,linear,SKS03,4,5,48,19.45,1.38,0.000000;0.132648;0.564524;0.852442;1.000000,0.000000;0.256041;0.502828;0.749614;1.000000,0.03225435366597067,0.04635434890017398,-0.014099995234203314,-0.014398657864329756,0.0,-0.0011083823315495452,0.0
F1,Step 11,0.4,boundary_constrained,linear,SKS03,4,5,48,19.45,1.38,0.000000;0.132648;0.564524;0.852442;1.000000,0.000000;0.256041;0.502828;0.749614;1.000000,0.03176005940570205,0.04423795967130092,-0.01247790026559887,-0.012451600291364703,0.0,-0.0009482957024259233,0.0
F1,Step 12,0.4,boundary_constrained,linear,SKS03,4,5,48,19.45,1.38,0.000000;0.132648;0.564524;0.852442;1.000000,0.000000;0.256041;0.502828;0.749614;1.000000,0.03736243735757142,0.04712165773497431,-0.009759220377402886,-0.009674967361860715,0.0,-0.0008244989023936151,0.0
F1,Step 1,0.4,boundary_constrained,pchip,SKS03,4,5,48,19.45,1.38,0.000000;0.132648;0.564524;0.852442;1.000000,0.000000;0.256041;0.502828;0.749614;1.000000,0.04259298066670832,0.04229380133980067,0.00029917932690765037,-0.0016830930247794113,0.0,2.539637030406332e-05,0.0
F1,Step 2,0.4,boundary_constrained,pchip,SKS03,4,5,48,19.45,1.38,0.000000;0.132648;0.564524;0.852442;1.000000,0.000000;0.256041;0.502828;0.749614;1.000000,0.04000517048281091,0.044339475710343676,-0.004334305227532767,-0.006649642531538512,0.0,-0.00036557544090939166,0.0
F1,Step 3,0.4,boundary_constrained,pchip,SKS03,4,5,48,19.45,1.38,0.000000;0.132648;0.564524;0.852442;1.000000,0.000000;0.256041;0.502828;0.749614;1.000000,0.039631490555864964,0.04842673575194037,-0.008795245196075406,-0.010880022993527888,0.0,-0.0007744936919086461,0.0
F1,Step 4,0.4,boundary_constrained,pchip,SKS03,4,5,48,19.45,1.38,0.000000;0.132648;0.564524;0.852442;1.000000,0.000000;0.256041;0.502828;0.749614;1.000000,0.03941132789396944,0.0447891536986419,-0.005377825804672456,-0.007394067816661076,0.0,-0.0004528155226745936,0.0
F1,Step 5,0.4,boundary_constrained,pchip,SKS03,4,5,48,19.45,1.38,0.000000;0.132648;0.564524;0.852442;1.000000,0.000000;0.256041;0.502828;0.749614;1.000000,0.04281054908379452,0.051119682769549896,-0.008309133685755372,-0.010535284108507022,0.0,-0.0007804788536034356,0.0
F1,Step 6,0.4,boundary_constrained,pchip,SKS03,4,5,48,19.45,1.38,0.000000;0.132648;0.564524;0.852442;1.000000,0.000000;0.256041;0.502828;0.749614;1.000000,0.03530670064188094,0.047153037480067383,-0.011846336838186443,-0.013112540763115299,0.0,-0.0009768458333812438,0.0
F1,Step 7,0.4,boundary_constrained,pchip,SKS03,4,5,48,19.45,1.38,0.000000;0.132648;0.564524;0.852442;1.000000,0.000000;0.256041;0.502828;0.749614;1.000000,0.034619365255724927,0.046078958987209866,-0.01145959373148494,-0.012663709887542972,0.0,-0.0009247700106356744,0.0
F1,Step 8,0.4,boundary_constrained,pchip,SKS03,4,5,48,19.45,1.38,0.000000;0.132648;0.564524;0.852442;1.000000,0.000000;0.256041;0.502828;0.749614;1.000000,0.03486975806160022,0.04635956428767093,-0.011489806226070709,-0.012490138660830909,0.0,-0.0009333091736681599,0.0
F1,Step 9,0.4,boundary_constrained,pchip,SKS03,4,5,48,19.45,1.38,0.000000;0.132648;0.564524;0.852442;1.000000,0.000000;0.256041;0.502828;0.749614;1.000000,0.03180854017183112,0.04528330218387364,-0.013474762012042521,-0.014050557533995298,0.0,-0.0010387942288130213,0.0
F1,Step 10,0.4,boundary_constrained,pchip,SKS03,4,5,48,19.45,1.38,0.000000;0.132648;0.564524;0.852442;1.000000,0.000000;0.256041;0.502828;0.749614;1.000000,0.033783149556930445,0.04671618856444618,-0.012933039007515738,-0.013471986644988963,0.0,-0.0010411010800029626,0.0
F1,Step 11,0.4,boundary_constrained,pchip,SKS03,4,5,48,19.45,1.38,0.000000;0.132648;0.564524;0.852442;1.000000,0.000000;0.256041;0.502828;0.749614;1.000000,0.03160719087605639,0.04300315253794857,-0.011395961661892183,-0.01145249378196802,0.0,-0.0008502566131266108,0.0
F1,Step 12,0.4,boundary_constrained,pchip,SKS03,4,5,48,19.45,1.38,0.000000;0.132648;0.564524;0.852442;1.000000,0.000000;0.256041;0.502828;0.749614;1.000000,0.03673094299722925,0.04667611238976043,-0.009945169392531178,-0.009887652659464681,0.0,-0.0008294972943558425,0.0
F2,Step 1,0.2,original,linear,SKS02,2,3,86,18.972,2.262,0.000000;0.140312;0.424942,0.000000;0.498735;1.000000,0.18720990488563474,0.07227591377732173,0.11493399110831301,0.08891627757635068,0.9587653490166044,-0.0030738505328418487,0.03289759130778341
F2,Step 2,0.2,original,linear,SKS02,2,3,86,18.972,2.262,0.000000;0.140312;0.424942,0.000000;0.498735;1.000000,0.2062844484056847,0.0654548309282397,0.140829617477445,0.1192069597197606,0.9790393592238399,-0.0020225067360075772,0.04029144549820072
F2,Step 3,0.2,original,linear,SKS02,2,3,86,18.972,2.262,0.000000;0.140312;0.424942,0.000000;0.498735;1.000000,0.2024394213462929,0.05916390292076483,0.14327551842552805,0.12249911652911849,0.9852997803537628,-0.0017839820584193576,0.03926533396462359
F2,Step 4,0.2,original,linear,SKS02,2,3,86,18.972,2.262,0.000000;0.140312;0.424942,0.000000;0.498735;1.000000,0.20409939331232682,0.05382828017773625,0.15027111313459057,0.1320443283162916,0.9899547353306586,-0.0011067905334944813,0.03986586913706148
F2,Step 5,0.2,original,linear,SKS02,2,3,86,18.972,2.262,0.000000;0.140312;0.424942,0.000000;0.498735;1.000000,0.20718056469690266,0.05322876083953162,0.15395180385737103,0.13733223748535411,0.9944354887270055,-0.0008288921597519237,0.04091937756736734
F2,Step 6,0.2,original,linear,SKS02,2,3,86,18.972,2.262,0.000000;0.140312;0.424942,0.000000;0.498735;1.000000,0.20583537263042578,0.05003848389240821,0.15579688873801756,0.14155603086546237,0.9956203448377502,-0.00029182075379628525,0.04015617150945172
F2,Step 7,0.2,original,linear,SKS02,2,3,86,18.972,2.262,0.000000;0.140312;0.424942,0.000000;0.498735;1.000000,0.20309867515548158,0.04867595661880276,0.15442271853667883,0.14139977881889346,0.9964478362104044,-1.0295745248875712e-05,0.03889001884240513
F2,Step 8,0.2,original,linear,SKS02,2,3,86,18.972,2.262,0.000000;0.140312;0.424942,0.000000;0.498735;1.000000,0.20401850269249888,0.04870545664651746,0.15531304604598142,0.14184497415499436,0.9963913217978929,-5.40737958096004e-06,0.03925673531332434
F2,Step 9,0.2,original,linear,SKS02,2,3,86,18.972,2.262,0.000000;0.140312;0.424942,0.000000;0.498735;1.000000,0.2027551828003504,0.046279341771042024,0.1564758410293084,0.1423323752870279,0.9966497508123559,-9.31481735899344e-05,0.03906103485123252
F2,Step 10,0.2,original,linear,SKS02,2,3,86,18.972,2.262,0.000000;0.140312;0.424942,0.000000;0.498735;1.000000,0.20261961293605865,0.04551525787042312,0.15710435506563553,0.14264365726339917,0.9965274353667177,-0.00015065331198646224,0.03913372215933357
F2,Step 11,0.2,original,linear,SKS02,2,3,86,18.972,2.262,0.000000;0.140312;0.424942,0.000000;0.498735;1.000000,0.20438721382677338,0.045570171562282345,0.15881704226449103,0.14346131826838443,0.996656948278593,-0.00030171980982485896,0.039999212449480195
F2,Step 12,0.2,original,linear,SKS02,2,3,86,18.972,2.262,0.000000;0.140312;0.424942,0.000000;0.498735;1.000000,0.20471273948842347,0.05028036636676961,0.15443237312165387,0.13947647017011636,0.9965794629703686,-0.0004990348437469686,0.039878225310625535
F2,Step 1,0.2,original,pchip,SKS02,2,3,86,18.972,2.262,0.000000;0.140312;0.424942,0.000000;0.498735;1.000000,0.19935951465051407,0.07131727973014883,0.12804223492036526,0.10179241001191419,0.8454657902555321,0.0018175454552306915,0.03284051623834955
F2,Step 2,0.2,original,pchip,SKS02,2,3,86,18.972,2.262,0.000000;0.140312;0.424942,0.000000;0.498735;1.000000,0.21344535193503855,0.06554897091425528,0.14789638102078329,0.12681859870510326,0.914449494409085,0.0012809011617372266,0.03998134951301736
F2,Step 3,0.2,original,pchip,SKS02,2,3,86,18.972,2.262,0.000000;0.140312;0.424942,0.000000;0.498735;1.000000,0.20786392980422735,0.05837183131284862,0.14949209849137873,0.1289778660295754,0.9345451611852863,0.0006735118709065772,0.039126630751934524
F2,Step 4,0.2,original,pchip,SKS02,2,3,86,18.972,2.262,0.000000;0.140312;0.424942,0.000000;0.498735;1.000000,0.20799567048881978,0.05347934384547343,0.15451632664334636,0.13683993516837417,0.9532134788532514,0.0007319504535367202,0.0396702082704146
F2,Step 5,0.2,original,pchip,SKS02,2,3,86,18.972,2.262,0.000000;0.140312;0.424942,0.000000;0.498735;1.000000,0.20950818438212815,0.05126931185773212,0.15823887252439603,0.1421500992741695,0.9724620299130706,0.00041990675147866234,0.040845230233251754
F2,Step 6,0.2,original,pchip,SKS02,2,3,86,18.972,2.262,0.000000;0.140312;0.424942,0.000000;0.498735;1.000000,0.20651709988687006,0.048489928210705795,0.15802717167616426,0.14411563527979546,0.9890579706797419,0.00013948317355994233,0.04015855623424412
F2,Step 7,0.2,original,pchip,SKS02,2,3,86,18.972,2.262,0.000000;0.140312;0.424942,0.000000;0.498735;1.000000,0.20312373424100386,0.04834107894489108,0.1547826552961128,0.14167660245436525,0.9962019906780906,4.895485744090457e-06,0.03891749601270969
F2,Step 8,0.2,original,pchip,SKS02,2,3,86,18.972,2.262,0.000000;0.140312;0.424942,0.000000;0.498735;1.000000,0.20398903555943732,0.048636175006592494,0.1553528605528448,0.1415769943379895,0.9966792089995722,-7.22624886518609e-05,0.039318311597849355
F2,Step 9,0.2,original,pchip,SKS02,2,3,86,18.972,2.262,0.000000;0.140312;0.424942,0.000000;0.498735;1.000000,0.20275483810608527,0.04746664462136832,0.15528819348471695,0.1407910567749318,0.9966531395329277,-0.00019423751764057292,0.03905067954145414
F2,Step 10,0.2,original,pchip,SKS02,2,3,86,18.972,2.262,0.000000;0.140312;0.424942,0.000000;0.498735;1.000000,0.20274051914547891,0.04739622652907468,0.15534429261640423,0.140589224084122,0.9953392128178408,-0.0002069154294693387,0.039064231243652284
F2,Step 11,0.2,original,pchip,SKS02,2,3,86,18.972,2.262,0.000000;0.140312;0.424942,0.000000;0.498735;1.000000,0.2045359723972775,0.046893922925732696,0.1576420494715448,0.1421541117908252,0.9952077425851019,-0.000298179489515923,0.03993410348665123
F2,Step 12,0.2,original,pchip,SKS02,2,3,86,18.972,2.262,0.000000;0.140312;0.424942,0.000000;0.498735;1.000000,0.20480611367166499,0.05032127369483605,0.15448483997682894,0.13947139958345303,0.9956709590279493,-0.0004623169197929157,0.03987563053081327
F2,Step 1,0.2,original,linear,SKS03,2,3,86,18.972,2.262,0.000000;0.140312;0.709572,0.000000;0.498735;1.000000,0.08356176123820638,0.07227591377732173,0.011285847460884652,-0.007262083844491507,0.3625129177845511,-0.00033202422296259656,0.002090784451846762
F2,Step 2,0.2,original,linear,SKS03,2,3,86,18.972,2.262,0.000000;0.140312;0.709572,0.000000;0.498735;1.000000,0.06006572936796983,0.0654548309282397,-0.0053891015602698655,-0.01752354635366253,0.5213667887141763,-0.0017663737612784356,0.0010899307139401848
F2,Step 3,0.2,original,linear,SKS03,2,3,86,18.972,2.262,0.000000;0.140312;0.709572,0.000000;0.498735;1.000000,0.05437195063636215,0.05916390292076483,-0.004791952284402677,-0.01617463264400726,0.6044995863171403,-0.0016882300301895652,0.0011441716373748842
F2,Step 4,0.2,original,linear,SKS03,2,3,86,18.972,2.262,0.000000;0.140312;0.709572,0.000000;0.498735;1.000000,0.050934174733666474,0.05382828017773625,-0.002894105444069775,-0.01180020321043293,0.7122534558109218,-0.0013075042150635342,0.001004310623970329
F2,Step 5,0.2,original,linear,SKS03,2,3,86,18.972,2.262,0.000000;0.140312;0.709572,0.000000;0.498735;1.000000,0.052652410800048496,0.05322876083953162,-0.0005763500394831214,-0.008255651538703807,0.8190353904695372,-0.0009814715092645034,0.0009204468918095121
F2,Step 6,0.2,original,linear,SKS03,2,3,86,18.972,2.262,0.000000;0.140312;0.709572,0.000000;0.498735;1.000000,0.053413273526393544,0.05003848389240821,0.0033747896339853325,-0.002068512977219668,0.8048142301615839,-0.00032220429650014744,0.000671332215054685
F2,Step 7,0.2,original,linear,SKS03,2,3,86,18.972,2.262,0.000000;0.140312;0.709572,0.000000;0.498735;1.000000,0.054646167274929255,0.04867595661880276,0.005970210656126497,0.001780636432230094,0.7270975813558757,0.0002656930648624893,0.0003511617802214934
F2,Step 8,0.2,original,linear,SKS03,2,3,86,18.972,2.262,0.000000;0.140312;0.709572,0.000000;0.498735;1.000000,0.05666802752398006,0.04870545664651746,0.007962570877462598,0.003464311566813698,0.6594742990121804,0.0005867673246112288,0.00025227651170154123
F2,Step 9,0.2,original,linear,SKS03,2,3,86,18.972,2.262,0.000000;0.140312;0.709572,0.000000;0.498735;1.000000,0.05574255023464687,0.046279341771042024,0.00946320846360485,0.004659774178586387,0.5622640421460822,0.0007496735706054217,0.0002157808612957941
F2,Step 10,0.2,original,linear,SKS03,2,3,86,18.972,2.262,0.000000;0.140312;0.709572,0.000000;0.498735;1.000000,0.05554187752682622,0.04551525787042312,0.010026619656403099,0.005113264931492854,0.45736452482774115,0.0009360391616988579,7.722229849499101e-05
F2,Step 11,0.2,original,linear,SKS03,2,3,86,18.972,2.262,0.000000;0.140312;0.709572,0.000000;0.498735;1.000000,0.05410918229334853,0.045570171562282345,0.008539010731066186,0.0032664824111886537,0.3592540663089915,0.0008904603756569633,-3.929730341798792e-05
