source,case,depth,depth_unit,load_unit,load,digitisation_replicates,digitisation_range,quality_class,normalised_depth,figure_image,physical_depth,digitisation_kind,marker_colour,digitised_pixel_x_sd,digitised_pixels
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,222.8177641653905,,,,0.3600000000000001,fhwa_p10.png,4.500000000000001,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,220.58039816232775,,,,0.3699999999999999,fhwa_p10.png,4.624999999999998,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,217.906584992343,,,,0.3800000000000001,fhwa_p10.png,4.750000000000002,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,215.2879019908117,,,,0.3899999999999999,fhwa_p10.png,4.874999999999999,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,212.98621745788662,,,,0.4000000000000001,fhwa_p10.png,5.000000000000001,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,209.63016845329255,,,,0.40999999999999986,fhwa_p10.png,5.124999999999998,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,210.77641653905053,,,,0.42000000000000004,fhwa_p10.png,5.250000000000001,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,204.70290964777956,,,,0.4299999999999999,fhwa_p10.png,5.374999999999998,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,204.79938744257274,,,,0.44000000000000006,fhwa_p10.png,5.500000000000001,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,204.2113323124043,,,,0.45,fhwa_p10.png,5.625,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,203.8759571209801,,,,0.46,fhwa_p10.png,5.75,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,203.73813169984686,,,,0.47000000000000003,fhwa_p10.png,5.875,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,203.41194486983156,,,,0.48000000000000004,fhwa_p10.png,6.000000000000001,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,205.57580398162327,,,,0.49,fhwa_p10.png,6.125,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,202.71822358346094,,,,0.5,fhwa_p10.png,6.25,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,203.40505359877483,,,,0.51,fhwa_p10.png,6.375,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,202.99111791730476,,,,0.52,fhwa_p10.png,6.5,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,201.9280245022971,,,,0.53,fhwa_p10.png,6.625,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,200.7656967840735,,,,0.5399999999999999,fhwa_p10.png,6.749999999999999,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,198.23889739663093,,,,0.5499999999999999,fhwa_p10.png,6.874999999999999,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,195.68453292496173,,,,0.5599999999999999,fhwa_p10.png,6.999999999999999,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,193.54594180704436,,,,0.57,fhwa_p10.png,7.124999999999999,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,190.06584992343033,,,,0.58,fhwa_p10.png,7.249999999999999,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,189.739663093415,,,,0.5900000000000001,fhwa_p10.png,7.375000000000001,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,186.9831546707504,,,,0.6,fhwa_p10.png,7.5,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,185.14548238897396,,,,0.6100000000000001,fhwa_p10.png,7.625000000000001,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,182.7059724349158,,,,0.6199999999999999,fhwa_p10.png,7.749999999999998,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,175.59877488514516,,,,0.6300000000000001,fhwa_p10.png,7.875000000000002,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,178.2542113323124,,,,0.6399999999999999,fhwa_p10.png,7.999999999999999,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,175.19908116385906,,,,0.65,fhwa_p10.png,8.125,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,172.13016845329255,,,,0.6599999999999999,fhwa_p10.png,8.249999999999998,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,168.75803981623272,,,,0.67,fhwa_p10.png,8.375,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,163.01990811638493,,,,0.6799999999999998,fhwa_p10.png,8.499999999999998,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,162.01607963246553,,,,0.6900000000000001,fhwa_p10.png,8.625,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,158.33843797856053,,,,0.6999999999999998,fhwa_p10.png,8.749999999999998,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,155.41653905053596,,,,0.7100000000000001,fhwa_p10.png,8.875000000000002,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,151.7366003062787,,,,0.72,fhwa_p10.png,9.0,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,145.69754977029098,,,,0.73,fhwa_p10.png,9.125,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,145.06584992343033,,,,0.74,fhwa_p10.png,9.25,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,141.50076569678407,,,,0.75,fhwa_p10.png,9.375,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,138.11026033690655,,,,0.76,fhwa_p10.png,9.5,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,134.83920367534455,,,,0.77,fhwa_p10.png,9.625,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,130.80551301684534,,,,0.78,fhwa_p10.png,9.75,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,127.53675344563553,,,,0.7899999999999999,fhwa_p10.png,9.874999999999998,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,124.08882082695249,,,,0.7999999999999999,fhwa_p10.png,10.0,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,120.45482388973969,,,,0.8099999999999999,fhwa_p10.png,10.125,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,117.15160796324655,,,,0.82,fhwa_p10.png,10.25,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,111.33537519142426,,,,0.83,fhwa_p10.png,10.375,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,110.03062787136294,,,,0.8400000000000001,fhwa_p10.png,10.500000000000002,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,105.01148545176112,,,,0.85,fhwa_p10.png,10.625,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,100.96630934150096,,,,0.8599999999999999,fhwa_p10.png,10.749999999999998,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,99.23430321592649,,,,0.8699999999999999,fhwa_p10.png,10.874999999999998,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,94.54823889739671,,,,0.8799999999999999,fhwa_p10.png,10.999999999999998,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,92.36830015313939,,,,0.8899999999999999,fhwa_p10.png,11.124999999999998,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,87.79479326186825,,,,0.9,fhwa_p10.png,11.25,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,84.07350689127105,,,,0.91,fhwa_p10.png,11.375,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,82.23583460949465,,,,0.92,fhwa_p10.png,11.5,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,77.87136294027565,,,,0.93,fhwa_p10.png,11.625,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,74.9127105666156,,,,0.9400000000000001,fhwa_p10.png,11.75,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,70.9800918836141,,,,0.9500000000000001,fhwa_p10.png,11.875,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,67.10260336906583,,,,0.9600000000000001,fhwa_p10.png,12.000000000000002,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,64.77794793261869,,,,0.97,fhwa_p10.png,12.125,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,60.20673813169982,,,,0.98,fhwa_p10.png,12.25,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,57.43644716692189,,,,0.99,fhwa_p10.png,12.375,published measured trace,,,
FHWA-HRT-17-060,Christchurch 14-m CFA pile post-blast,,m,kips,54.21133231240429,,,,1.0,fhwa_p10.png,12.5,published measured trace,,,
Stringer (2012) Cambridge thesis,"MS09 bored pile, Leg 1, 2500 s after shaking",0.0,m,kN,320.32916684563946,,,,0.0,cam_p200.png,,,black,8.183263731263333,372.0
Stringer (2012) Cambridge thesis,"MS09 bored pile, Leg 1, 2500 s after shaking",2.2,m,kN,310.1382925138517,,,,0.2558139534883721,cam_p200.png,,,black,7.465043356102548,534.0
Stringer (2012) Cambridge thesis,"MS09 bored pile, Leg 1, 2500 s after shaking",4.5,m,kN,316.46204473330715,,,,0.5232558139534884,cam_p200.png,,,black,6.866530153749075,454.0
Stringer (2012) Cambridge thesis,"MS09 bored pile, Leg 1, 2500 s after shaking",6.7,m,kN,323.3379245363267,,,,0.7790697674418605,cam_p200.png,,,black,7.730432591039154,407.0
Stringer (2012) Cambridge thesis,"MS09 bored pile, Leg 1, 2500 s after shaking",8.6,m,kN,358.4416180724551,,,,1.0,cam_p200.png,,,black,6.737255110275063,464.0
