training_test,evaluation_test,direction,additional_stations_b,smoothing,smoothing_multiplier,normalisation_floor_mn,specification,selected_gage_indices_top_to_bottom,selected_normalised_depths,event,piles_aggregated,candidate_event_p90_nrmse,uniform_event_p90_nrmse,candidate_minus_uniform
SKS03,SKS02,SKS03 to SKS02,4,half_reported,0.5,0.025,half_reported; floor=0.025 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_2,2,0.1582523370190877,0.20187808091590403,-0.04362574389681634
SKS03,SKS02,SKS03 to SKS02,4,half_reported,0.5,0.025,half_reported; floor=0.025 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_3,2,0.1693536452997684,0.1944424986737185,-0.025088853373950087
SKS03,SKS02,SKS03 to SKS02,4,half_reported,0.5,0.025,half_reported; floor=0.025 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_4,2,0.1005149473083364,0.19705459286766852,-0.09653964555933214
SKS03,SKS02,SKS03 to SKS02,4,half_reported,0.5,0.025,half_reported; floor=0.025 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_5,2,0.13121177860012975,0.1984310939331294,-0.06721931533299969
SKS03,SKS02,SKS03 to SKS02,4,half_reported,0.5,0.025,half_reported; floor=0.025 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_6,2,0.12853651664347984,0.19253553321013556,-0.0639990165666557
SKS02,SKS03,SKS02 to SKS03,2,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;3,0.000;0.143;0.429,EQM_1,2,0.13028268247272917,0.23016409933058435,-0.0998814168578552
SKS02,SKS03,SKS02 to SKS03,2,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;3,0.000;0.143;0.429,EQM_2,2,0.13526817336973074,0.25077393127520886,-0.11550575790547812
SKS02,SKS03,SKS02 to SKS03,2,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;3,0.000;0.143;0.429,EQM_3,2,0.12566761166362198,0.27990011963387773,-0.15423250797025576
SKS02,SKS03,SKS02 to SKS03,2,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;3,0.000;0.143;0.429,EQM_4,2,0.13417219403128333,0.29318553600947006,-0.15901334197818667
SKS02,SKS03,SKS02 to SKS03,2,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;3,0.000;0.143;0.429,EQM_5,2,0.21081681846149306,0.2891395748934412,-0.07832275643194815
SKS02,SKS03,SKS02 to SKS03,3,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_1,2,0.09893603998089366,0.14138835387463683,-0.04245231389374317
SKS02,SKS03,SKS02 to SKS03,3,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_2,2,0.09796946943682128,0.14194151890815782,-0.04397204947133653
SKS02,SKS03,SKS02 to SKS03,3,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_3,2,0.09419675739954117,0.14948517827973173,-0.05528842088019055
SKS02,SKS03,SKS02 to SKS03,3,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_4,2,0.071193899589488,0.15201053315339197,-0.08081663356390398
SKS02,SKS03,SKS02 to SKS03,3,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_5,2,0.10397695809561566,0.17961897713232022,-0.07564201903670453
SKS02,SKS03,SKS02 to SKS03,4,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_1,2,0.06814438652249598,0.12781234601267807,-0.059667959490182096
SKS02,SKS03,SKS02 to SKS03,4,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_2,2,0.05312245869630804,0.13923624829450273,-0.08611378959819468
SKS02,SKS03,SKS02 to SKS03,4,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_3,2,0.04447932159468118,0.14799239393545216,-0.10351307234077098
SKS02,SKS03,SKS02 to SKS03,4,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_4,2,0.03517470638275664,0.1524303579867019,-0.11725565160394527
SKS02,SKS03,SKS02 to SKS03,4,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_5,2,0.08674595082589007,0.1551270883041192,-0.06838113747822913
SKS03,SKS02,SKS03 to SKS02,2,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;5,0.000;0.143;0.714,EQM_1,2,0.25458904071483807,0.21273178777963864,0.04185725293519943
SKS03,SKS02,SKS03 to SKS02,2,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;5,0.000;0.143;0.714,EQM_2,2,0.2642144420440958,0.2228627803003666,0.04135166174372917
SKS03,SKS02,SKS03 to SKS02,2,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;5,0.000;0.143;0.714,EQM_3,2,0.2722179327447325,0.2110462031938728,0.06117172955085973
SKS03,SKS02,SKS03 to SKS02,2,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;5,0.000;0.143;0.714,EQM_4,2,0.20848562701169465,0.2531097723235081,-0.04462414531181347
SKS03,SKS02,SKS03 to SKS02,2,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;5,0.000;0.143;0.714,EQM_5,2,0.2106677509123877,0.22897807668224757,-0.01831032576985986
SKS03,SKS02,SKS03 to SKS02,2,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;5,0.000;0.143;0.714,EQM_6,2,0.21724742587058216,0.21195388512868818,0.005293540741894004
SKS03,SKS02,SKS03 to SKS02,3,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_1,2,0.19781867438557138,0.1990782876354193,-0.001259613249847913
SKS03,SKS02,SKS03 to SKS02,3,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_2,2,0.2073420537344059,0.2119183999578979,-0.004576346223491984
SKS03,SKS02,SKS03 to SKS02,3,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_3,2,0.2024816682832455,0.2137064970644244,-0.011224828781178947
SKS03,SKS02,SKS03 to SKS02,3,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_4,2,0.19737277608894652,0.19881113567342548,-0.0014383595844789654
SKS03,SKS02,SKS03 to SKS02,3,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_5,2,0.17704304810596802,0.19878116924353872,-0.021738121137570718
SKS03,SKS02,SKS03 to SKS02,3,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_6,2,0.18753766068492067,0.19521556050511832,-0.007677899820197662
SKS03,SKS02,SKS03 to SKS02,4,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_1,2,0.14615757441048044,0.1890568720004095,-0.04289929758992905
SKS03,SKS02,SKS03 to SKS02,4,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_2,2,0.1582523370190877,0.20187808091590403,-0.04362574389681634
SKS03,SKS02,SKS03 to SKS02,4,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_3,2,0.1693536452997684,0.1944424986737185,-0.025088853373950087
SKS03,SKS02,SKS03 to SKS02,4,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_4,2,0.1005149473083364,0.19705459286766852,-0.09653964555933214
SKS03,SKS02,SKS03 to SKS02,4,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_5,2,0.13121177860012975,0.1984310939331294,-0.06721931533299969
SKS03,SKS02,SKS03 to SKS02,4,half_reported,0.5,0.05,half_reported; floor=0.050 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_6,2,0.12853651664347984,0.19253553321013556,-0.0639990165666557
SKS02,SKS03,SKS02 to SKS03,2,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;3,0.000;0.143;0.429,EQM_1,2,0.13028268247272917,0.23016409933058435,-0.0998814168578552
SKS02,SKS03,SKS02 to SKS03,2,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;3,0.000;0.143;0.429,EQM_2,2,0.13526817336973074,0.25077393127520886,-0.11550575790547812
SKS02,SKS03,SKS02 to SKS03,2,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;3,0.000;0.143;0.429,EQM_3,2,0.12566761166362198,0.27990011963387773,-0.15423250797025576
SKS02,SKS03,SKS02 to SKS03,2,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;3,0.000;0.143;0.429,EQM_4,2,0.13417219403128333,0.29318553600947006,-0.15901334197818667
SKS02,SKS03,SKS02 to SKS03,2,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;3,0.000;0.143;0.429,EQM_5,2,0.21081681846149306,0.2891395748934412,-0.07832275643194815
SKS02,SKS03,SKS02 to SKS03,3,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_1,2,0.09893603998089366,0.14138835387463683,-0.04245231389374317
SKS02,SKS03,SKS02 to SKS03,3,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_2,2,0.09796946943682128,0.14194151890815782,-0.04397204947133653
SKS02,SKS03,SKS02 to SKS03,3,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_3,2,0.09419675739954117,0.14948517827973173,-0.05528842088019055
SKS02,SKS03,SKS02 to SKS03,3,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_4,2,0.071193899589488,0.15201053315339197,-0.08081663356390398
SKS02,SKS03,SKS02 to SKS03,3,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_5,2,0.10397695809561566,0.17961897713232022,-0.07564201903670453
SKS02,SKS03,SKS02 to SKS03,4,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_1,2,0.06814438652249598,0.12781234601267807,-0.059667959490182096
SKS02,SKS03,SKS02 to SKS03,4,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_2,2,0.05312245869630804,0.13923624829450273,-0.08611378959819468
SKS02,SKS03,SKS02 to SKS03,4,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_3,2,0.04447932159468118,0.14799239393545216,-0.10351307234077098
SKS02,SKS03,SKS02 to SKS03,4,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_4,2,0.03517470638275664,0.1524303579867019,-0.11725565160394527
SKS02,SKS03,SKS02 to SKS03,4,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_5,2,0.08674595082589007,0.1551270883041192,-0.06838113747822913
SKS03,SKS02,SKS03 to SKS02,2,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;5,0.000;0.143;0.714,EQM_1,2,0.25458904071483807,0.21273178777963864,0.04185725293519943
SKS03,SKS02,SKS03 to SKS02,2,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;5,0.000;0.143;0.714,EQM_2,2,0.2642144420440958,0.2228627803003666,0.04135166174372917
SKS03,SKS02,SKS03 to SKS02,2,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;5,0.000;0.143;0.714,EQM_3,2,0.2722179327447325,0.2110462031938728,0.06117172955085973
SKS03,SKS02,SKS03 to SKS02,2,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;5,0.000;0.143;0.714,EQM_4,2,0.20848562701169465,0.2531097723235081,-0.04462414531181347
SKS03,SKS02,SKS03 to SKS02,2,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;5,0.000;0.143;0.714,EQM_5,2,0.2106677509123877,0.22897807668224757,-0.01831032576985986
SKS03,SKS02,SKS03 to SKS02,2,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;5,0.000;0.143;0.714,EQM_6,2,0.21724742587058216,0.21195388512868818,0.005293540741894004
SKS03,SKS02,SKS03 to SKS02,3,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_1,2,0.19781867438557138,0.1990782876354193,-0.001259613249847913
SKS03,SKS02,SKS03 to SKS02,3,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_2,2,0.2073420537344059,0.2119183999578979,-0.004576346223491984
SKS03,SKS02,SKS03 to SKS02,3,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_3,2,0.2024816682832455,0.2137064970644244,-0.011224828781178947
SKS03,SKS02,SKS03 to SKS02,3,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_4,2,0.19737277608894652,0.19881113567342548,-0.0014383595844789654
SKS03,SKS02,SKS03 to SKS02,3,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_5,2,0.17704304810596802,0.19878116924353872,-0.021738121137570718
SKS03,SKS02,SKS03 to SKS02,3,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_6,2,0.18753766068492067,0.19521556050511832,-0.007677899820197662
SKS03,SKS02,SKS03 to SKS02,4,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_1,2,0.14615757441048044,0.1890568720004095,-0.04289929758992905
SKS03,SKS02,SKS03 to SKS02,4,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_2,2,0.1582523370190877,0.20187808091590403,-0.04362574389681634
SKS03,SKS02,SKS03 to SKS02,4,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_3,2,0.1693536452997684,0.1944424986737185,-0.025088853373950087
SKS03,SKS02,SKS03 to SKS02,4,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_4,2,0.1005149473083364,0.19705459286766852,-0.09653964555933214
SKS03,SKS02,SKS03 to SKS02,4,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_5,2,0.13121177860012975,0.1984310939331294,-0.06721931533299969
SKS03,SKS02,SKS03 to SKS02,4,half_reported,0.5,0.1,half_reported; floor=0.100 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_6,2,0.12853651664347984,0.19253553321013556,-0.0639990165666557
SKS02,SKS03,SKS02 to SKS03,2,reported,1.0,0.025,reported; floor=0.025 MN,0;1;3,0.000;0.143;0.429,EQM_1,2,0.1302680668685387,0.23024907637267522,-0.09998100950413649
SKS02,SKS03,SKS02 to SKS03,2,reported,1.0,0.025,reported; floor=0.025 MN,0;1;3,0.000;0.143;0.429,EQM_2,2,0.13524605757429176,0.25083962724641173,-0.11559356967211999
SKS02,SKS03,SKS02 to SKS03,2,reported,1.0,0.025,reported; floor=0.025 MN,0;1;3,0.000;0.143;0.429,EQM_3,2,0.12568177348965648,0.27918867932158387,-0.1535069058319274
SKS02,SKS03,SKS02 to SKS03,2,reported,1.0,0.025,reported; floor=0.025 MN,0;1;3,0.000;0.143;0.429,EQM_4,2,0.13437094864034815,0.2932916126274073,-0.1589206639870592
SKS02,SKS03,SKS02 to SKS03,2,reported,1.0,0.025,reported; floor=0.025 MN,0;1;3,0.000;0.143;0.429,EQM_5,2,0.2114016588405226,0.2897737659881906,-0.07837210714766805
SKS02,SKS03,SKS02 to SKS03,3,reported,1.0,0.025,reported; floor=0.025 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_1,2,0.09895492686064006,0.14123979808653164,-0.04228487122589159
SKS02,SKS03,SKS02 to SKS03,3,reported,1.0,0.025,reported; floor=0.025 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_2,2,0.09797233267943678,0.1419427172681408,-0.043970384588704045
SKS02,SKS03,SKS02 to SKS03,3,reported,1.0,0.025,reported; floor=0.025 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_3,2,0.09415410758855837,0.14924807600873058,-0.055093968420172196
SKS02,SKS03,SKS02 to SKS03,3,reported,1.0,0.025,reported; floor=0.025 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_4,2,0.07136002797359306,0.15196508764937477,-0.08060505967578174
SKS02,SKS03,SKS02 to SKS03,3,reported,1.0,0.025,reported; floor=0.025 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_5,2,0.1039897610378028,0.1796036112307211,-0.07561385019291829
SKS02,SKS03,SKS02 to SKS03,4,reported,1.0,0.025,reported; floor=0.025 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_1,2,0.06810630263038875,0.1277125082525583,-0.05960620562216956
SKS02,SKS03,SKS02 to SKS03,4,reported,1.0,0.025,reported; floor=0.025 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_2,2,0.0530042934968236,0.1392168591347026,-0.08621256563787899
SKS02,SKS03,SKS02 to SKS03,4,reported,1.0,0.025,reported; floor=0.025 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_3,2,0.04416913034676899,0.14777917460571127,-0.10361004425894228
SKS02,SKS03,SKS02 to SKS03,4,reported,1.0,0.025,reported; floor=0.025 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_4,2,0.03520331740446919,0.15240787929292032,-0.11720456188845114
SKS02,SKS03,SKS02 to SKS03,4,reported,1.0,0.025,reported; floor=0.025 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_5,2,0.08650399757972167,0.15512376549958892,-0.06861976791986725
SKS03,SKS02,SKS03 to SKS02,2,reported,1.0,0.025,reported; floor=0.025 MN,0;1;5,0.000;0.143;0.714,EQM_1,2,0.25458698401944757,0.2127026720011137,0.041884312018333855
SKS03,SKS02,SKS03 to SKS02,2,reported,1.0,0.025,reported; floor=0.025 MN,0;1;5,0.000;0.143;0.714,EQM_2,2,0.26421878218494543,0.22287241702768784,0.04134636515725759
SKS03,SKS02,SKS03 to SKS02,2,reported,1.0,0.025,reported; floor=0.025 MN,0;1;5,0.000;0.143;0.714,EQM_3,2,0.2721772400457584,0.2109787968379389,0.06119844320781952
SKS03,SKS02,SKS03 to SKS02,2,reported,1.0,0.025,reported; floor=0.025 MN,0;1;5,0.000;0.143;0.714,EQM_4,2,0.20840115053450142,0.2529430940125893,-0.04454194347808785
SKS03,SKS02,SKS03 to SKS02,2,reported,1.0,0.025,reported; floor=0.025 MN,0;1;5,0.000;0.143;0.714,EQM_5,2,0.210623671619301,0.2291970090148267,-0.018573337395525705
SKS03,SKS02,SKS03 to SKS02,2,reported,1.0,0.025,reported; floor=0.025 MN,0;1;5,0.000;0.143;0.714,EQM_6,2,0.2169544918383805,0.21190450936364008,0.005049982474740408
SKS03,SKS02,SKS03 to SKS02,3,reported,1.0,0.025,reported; floor=0.025 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_1,2,0.19778717250842698,0.19907622855586277,-0.0012890560474357743
SKS03,SKS02,SKS03 to SKS02,3,reported,1.0,0.025,reported; floor=0.025 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_2,2,0.20737898253767162,0.21197813222844952,-0.004599149690777904
SKS03,SKS02,SKS03 to SKS02,3,reported,1.0,0.025,reported; floor=0.025 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_3,2,0.20250060901597422,0.21364819052670603,-0.011147581510731808
SKS03,SKS02,SKS03 to SKS02,3,reported,1.0,0.025,reported; floor=0.025 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_4,2,0.1973608398732588,0.19874458376109536,-0.0013837438878365471
SKS03,SKS02,SKS03 to SKS02,3,reported,1.0,0.025,reported; floor=0.025 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_5,2,0.17570510484556617,0.1985155305588065,-0.02281042571324035
SKS03,SKS02,SKS03 to SKS02,3,reported,1.0,0.025,reported; floor=0.025 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_6,2,0.18770254989679974,0.19488332919182394,-0.007180779295024198
SKS03,SKS02,SKS03 to SKS02,4,reported,1.0,0.025,reported; floor=0.025 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_1,2,0.14616351865469043,0.18903626084190506,-0.04287274218721462
SKS03,SKS02,SKS03 to SKS02,4,reported,1.0,0.025,reported; floor=0.025 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_2,2,0.15829207143039573,0.20191757195125865,-0.04362550052086293
SKS03,SKS02,SKS03 to SKS02,4,reported,1.0,0.025,reported; floor=0.025 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_3,2,0.1690762424801514,0.19440662996481908,-0.02533038748466769
SKS03,SKS02,SKS03 to SKS02,4,reported,1.0,0.025,reported; floor=0.025 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_4,2,0.1005075095684437,0.197129085266691,-0.09662157569824731
SKS03,SKS02,SKS03 to SKS02,4,reported,1.0,0.025,reported; floor=0.025 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_5,2,0.13084640284905433,0.19710214498151174,-0.06625574213245741
SKS03,SKS02,SKS03 to SKS02,4,reported,1.0,0.025,reported; floor=0.025 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_6,2,0.12875442454339556,0.19211891916426713,-0.06336449462087156
SKS02,SKS03,SKS02 to SKS03,2,reported,1.0,0.05,reported; floor=0.050 MN,0;1;3,0.000;0.143;0.429,EQM_1,2,0.1302680668685387,0.23024907637267522,-0.09998100950413649
SKS02,SKS03,SKS02 to SKS03,2,reported,1.0,0.05,reported; floor=0.050 MN,0;1;3,0.000;0.143;0.429,EQM_2,2,0.13524605757429176,0.25083962724641173,-0.11559356967211999
SKS02,SKS03,SKS02 to SKS03,2,reported,1.0,0.05,reported; floor=0.050 MN,0;1;3,0.000;0.143;0.429,EQM_3,2,0.12568177348965648,0.27918867932158387,-0.1535069058319274
SKS02,SKS03,SKS02 to SKS03,2,reported,1.0,0.05,reported; floor=0.050 MN,0;1;3,0.000;0.143;0.429,EQM_4,2,0.13437094864034815,0.2932916126274073,-0.1589206639870592
SKS02,SKS03,SKS02 to SKS03,2,reported,1.0,0.05,reported; floor=0.050 MN,0;1;3,0.000;0.143;0.429,EQM_5,2,0.2114016588405226,0.2897737659881906,-0.07837210714766805
SKS02,SKS03,SKS02 to SKS03,3,reported,1.0,0.05,reported; floor=0.050 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_1,2,0.09895492686064006,0.14123979808653164,-0.04228487122589159
SKS02,SKS03,SKS02 to SKS03,3,reported,1.0,0.05,reported; floor=0.050 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_2,2,0.09797233267943678,0.1419427172681408,-0.043970384588704045
SKS02,SKS03,SKS02 to SKS03,3,reported,1.0,0.05,reported; floor=0.050 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_3,2,0.09415410758855837,0.14924807600873058,-0.055093968420172196
SKS02,SKS03,SKS02 to SKS03,3,reported,1.0,0.05,reported; floor=0.050 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_4,2,0.07136002797359306,0.15196508764937477,-0.08060505967578174
SKS02,SKS03,SKS02 to SKS03,3,reported,1.0,0.05,reported; floor=0.050 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_5,2,0.1039897610378028,0.1796036112307211,-0.07561385019291829
SKS02,SKS03,SKS02 to SKS03,4,reported,1.0,0.05,reported; floor=0.050 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_1,2,0.06810630263038875,0.1277125082525583,-0.05960620562216956
SKS02,SKS03,SKS02 to SKS03,4,reported,1.0,0.05,reported; floor=0.050 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_2,2,0.0530042934968236,0.1392168591347026,-0.08621256563787899
SKS02,SKS03,SKS02 to SKS03,4,reported,1.0,0.05,reported; floor=0.050 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_3,2,0.04416913034676899,0.14777917460571127,-0.10361004425894228
SKS02,SKS03,SKS02 to SKS03,4,reported,1.0,0.05,reported; floor=0.050 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_4,2,0.03520331740446919,0.15240787929292032,-0.11720456188845114
SKS02,SKS03,SKS02 to SKS03,4,reported,1.0,0.05,reported; floor=0.050 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_5,2,0.08650399757972167,0.15512376549958892,-0.06861976791986725
SKS03,SKS02,SKS03 to SKS02,2,reported,1.0,0.05,reported; floor=0.050 MN,0;1;5,0.000;0.143;0.714,EQM_1,2,0.25458698401944757,0.2127026720011137,0.041884312018333855
SKS03,SKS02,SKS03 to SKS02,2,reported,1.0,0.05,reported; floor=0.050 MN,0;1;5,0.000;0.143;0.714,EQM_2,2,0.26421878218494543,0.22287241702768784,0.04134636515725759
SKS03,SKS02,SKS03 to SKS02,2,reported,1.0,0.05,reported; floor=0.050 MN,0;1;5,0.000;0.143;0.714,EQM_3,2,0.2721772400457584,0.2109787968379389,0.06119844320781952
SKS03,SKS02,SKS03 to SKS02,2,reported,1.0,0.05,reported; floor=0.050 MN,0;1;5,0.000;0.143;0.714,EQM_4,2,0.20840115053450142,0.2529430940125893,-0.04454194347808785
SKS03,SKS02,SKS03 to SKS02,2,reported,1.0,0.05,reported; floor=0.050 MN,0;1;5,0.000;0.143;0.714,EQM_5,2,0.210623671619301,0.2291970090148267,-0.018573337395525705
SKS03,SKS02,SKS03 to SKS02,2,reported,1.0,0.05,reported; floor=0.050 MN,0;1;5,0.000;0.143;0.714,EQM_6,2,0.2169544918383805,0.21190450936364008,0.005049982474740408
SKS03,SKS02,SKS03 to SKS02,3,reported,1.0,0.05,reported; floor=0.050 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_1,2,0.19778717250842698,0.19907622855586277,-0.0012890560474357743
SKS03,SKS02,SKS03 to SKS02,3,reported,1.0,0.05,reported; floor=0.050 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_2,2,0.20737898253767162,0.21197813222844952,-0.004599149690777904
