training_test,evaluation_test,direction,additional_stations_b,smoothing,smoothing_multiplier,normalisation_floor_mn,specification,selected_gage_indices_top_to_bottom,selected_normalised_depths,event,piles_aggregated,candidate_event_p90_nrmse,uniform_event_p90_nrmse,candidate_minus_uniform
SKS03,SKS02,SKS03 to SKS02,3,reported,1.0,0.05,reported; floor=0.050 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_3,2,0.20250060901597422,0.21364819052670603,-0.011147581510731808
SKS03,SKS02,SKS03 to SKS02,3,reported,1.0,0.05,reported; floor=0.050 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_4,2,0.1973608398732588,0.19874458376109536,-0.0013837438878365471
SKS03,SKS02,SKS03 to SKS02,3,reported,1.0,0.05,reported; floor=0.050 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_5,2,0.17570510484556617,0.1985155305588065,-0.02281042571324035
SKS03,SKS02,SKS03 to SKS02,3,reported,1.0,0.05,reported; floor=0.050 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_6,2,0.18770254989679974,0.19488332919182394,-0.007180779295024198
SKS03,SKS02,SKS03 to SKS02,4,reported,1.0,0.05,reported; floor=0.050 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_1,2,0.14616351865469043,0.18903626084190506,-0.04287274218721462
SKS03,SKS02,SKS03 to SKS02,4,reported,1.0,0.05,reported; floor=0.050 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_2,2,0.15829207143039573,0.20191757195125865,-0.04362550052086293
SKS03,SKS02,SKS03 to SKS02,4,reported,1.0,0.05,reported; floor=0.050 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_3,2,0.1690762424801514,0.19440662996481908,-0.02533038748466769
SKS03,SKS02,SKS03 to SKS02,4,reported,1.0,0.05,reported; floor=0.050 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_4,2,0.1005075095684437,0.197129085266691,-0.09662157569824731
SKS03,SKS02,SKS03 to SKS02,4,reported,1.0,0.05,reported; floor=0.050 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_5,2,0.13084640284905433,0.19710214498151174,-0.06625574213245741
SKS03,SKS02,SKS03 to SKS02,4,reported,1.0,0.05,reported; floor=0.050 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_6,2,0.12875442454339556,0.19211891916426713,-0.06336449462087156
SKS02,SKS03,SKS02 to SKS03,2,reported,1.0,0.1,reported; floor=0.100 MN,0;1;3,0.000;0.143;0.429,EQM_1,2,0.1302680668685387,0.23024907637267522,-0.09998100950413649
SKS02,SKS03,SKS02 to SKS03,2,reported,1.0,0.1,reported; floor=0.100 MN,0;1;3,0.000;0.143;0.429,EQM_2,2,0.13524605757429176,0.25083962724641173,-0.11559356967211999
SKS02,SKS03,SKS02 to SKS03,2,reported,1.0,0.1,reported; floor=0.100 MN,0;1;3,0.000;0.143;0.429,EQM_3,2,0.12568177348965648,0.27918867932158387,-0.1535069058319274
SKS02,SKS03,SKS02 to SKS03,2,reported,1.0,0.1,reported; floor=0.100 MN,0;1;3,0.000;0.143;0.429,EQM_4,2,0.13437094864034815,0.2932916126274073,-0.1589206639870592
SKS02,SKS03,SKS02 to SKS03,2,reported,1.0,0.1,reported; floor=0.100 MN,0;1;3,0.000;0.143;0.429,EQM_5,2,0.2114016588405226,0.2897737659881906,-0.07837210714766805
SKS02,SKS03,SKS02 to SKS03,3,reported,1.0,0.1,reported; floor=0.100 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_1,2,0.09895492686064006,0.14123979808653164,-0.04228487122589159
SKS02,SKS03,SKS02 to SKS03,3,reported,1.0,0.1,reported; floor=0.100 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_2,2,0.09797233267943678,0.1419427172681408,-0.043970384588704045
SKS02,SKS03,SKS02 to SKS03,3,reported,1.0,0.1,reported; floor=0.100 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_3,2,0.09415410758855837,0.14924807600873058,-0.055093968420172196
SKS02,SKS03,SKS02 to SKS03,3,reported,1.0,0.1,reported; floor=0.100 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_4,2,0.07136002797359306,0.15196508764937477,-0.08060505967578174
SKS02,SKS03,SKS02 to SKS03,3,reported,1.0,0.1,reported; floor=0.100 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_5,2,0.1039897610378028,0.1796036112307211,-0.07561385019291829
SKS02,SKS03,SKS02 to SKS03,4,reported,1.0,0.1,reported; floor=0.100 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_1,2,0.06810630263038875,0.1277125082525583,-0.05960620562216956
SKS02,SKS03,SKS02 to SKS03,4,reported,1.0,0.1,reported; floor=0.100 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_2,2,0.0530042934968236,0.1392168591347026,-0.08621256563787899
SKS02,SKS03,SKS02 to SKS03,4,reported,1.0,0.1,reported; floor=0.100 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_3,2,0.04416913034676899,0.14777917460571127,-0.10361004425894228
SKS02,SKS03,SKS02 to SKS03,4,reported,1.0,0.1,reported; floor=0.100 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_4,2,0.03520331740446919,0.15240787929292032,-0.11720456188845114
SKS02,SKS03,SKS02 to SKS03,4,reported,1.0,0.1,reported; floor=0.100 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_5,2,0.08650399757972167,0.15512376549958892,-0.06861976791986725
SKS03,SKS02,SKS03 to SKS02,2,reported,1.0,0.1,reported; floor=0.100 MN,0;1;5,0.000;0.143;0.714,EQM_1,2,0.25458698401944757,0.2127026720011137,0.041884312018333855
SKS03,SKS02,SKS03 to SKS02,2,reported,1.0,0.1,reported; floor=0.100 MN,0;1;5,0.000;0.143;0.714,EQM_2,2,0.26421878218494543,0.22287241702768784,0.04134636515725759
SKS03,SKS02,SKS03 to SKS02,2,reported,1.0,0.1,reported; floor=0.100 MN,0;1;5,0.000;0.143;0.714,EQM_3,2,0.2721772400457584,0.2109787968379389,0.06119844320781952
SKS03,SKS02,SKS03 to SKS02,2,reported,1.0,0.1,reported; floor=0.100 MN,0;1;5,0.000;0.143;0.714,EQM_4,2,0.20840115053450142,0.2529430940125893,-0.04454194347808785
SKS03,SKS02,SKS03 to SKS02,2,reported,1.0,0.1,reported; floor=0.100 MN,0;1;5,0.000;0.143;0.714,EQM_5,2,0.210623671619301,0.2291970090148267,-0.018573337395525705
SKS03,SKS02,SKS03 to SKS02,2,reported,1.0,0.1,reported; floor=0.100 MN,0;1;5,0.000;0.143;0.714,EQM_6,2,0.2169544918383805,0.21190450936364008,0.005049982474740408
SKS03,SKS02,SKS03 to SKS02,3,reported,1.0,0.1,reported; floor=0.100 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_1,2,0.19778717250842698,0.19907622855586277,-0.0012890560474357743
SKS03,SKS02,SKS03 to SKS02,3,reported,1.0,0.1,reported; floor=0.100 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_2,2,0.20737898253767162,0.21197813222844952,-0.004599149690777904
SKS03,SKS02,SKS03 to SKS02,3,reported,1.0,0.1,reported; floor=0.100 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_3,2,0.20250060901597422,0.21364819052670603,-0.011147581510731808
SKS03,SKS02,SKS03 to SKS02,3,reported,1.0,0.1,reported; floor=0.100 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_4,2,0.1973608398732588,0.19874458376109536,-0.0013837438878365471
SKS03,SKS02,SKS03 to SKS02,3,reported,1.0,0.1,reported; floor=0.100 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_5,2,0.17570510484556617,0.1985155305588065,-0.02281042571324035
SKS03,SKS02,SKS03 to SKS02,3,reported,1.0,0.1,reported; floor=0.100 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_6,2,0.18770254989679974,0.19488332919182394,-0.007180779295024198
SKS03,SKS02,SKS03 to SKS02,4,reported,1.0,0.1,reported; floor=0.100 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_1,2,0.14616351865469043,0.18903626084190506,-0.04287274218721462
SKS03,SKS02,SKS03 to SKS02,4,reported,1.0,0.1,reported; floor=0.100 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_2,2,0.15829207143039573,0.20191757195125865,-0.04362550052086293
SKS03,SKS02,SKS03 to SKS02,4,reported,1.0,0.1,reported; floor=0.100 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_3,2,0.1690762424801514,0.19440662996481908,-0.02533038748466769
SKS03,SKS02,SKS03 to SKS02,4,reported,1.0,0.1,reported; floor=0.100 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_4,2,0.1005075095684437,0.197129085266691,-0.09662157569824731
SKS03,SKS02,SKS03 to SKS02,4,reported,1.0,0.1,reported; floor=0.100 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_5,2,0.13084640284905433,0.19710214498151174,-0.06625574213245741
SKS03,SKS02,SKS03 to SKS02,4,reported,1.0,0.1,reported; floor=0.100 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_6,2,0.12875442454339556,0.19211891916426713,-0.06336449462087156
SKS02,SKS03,SKS02 to SKS03,2,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;3,0.000;0.143;0.429,EQM_1,2,0.13025387436657082,0.2302629031598697,-0.10000902879329888
SKS02,SKS03,SKS02 to SKS03,2,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;3,0.000;0.143;0.429,EQM_2,2,0.13532898041788832,0.2509265729017528,-0.1155975924838645
SKS02,SKS03,SKS02 to SKS03,2,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;3,0.000;0.143;0.429,EQM_3,2,0.1256654811287469,0.27975589097461584,-0.15409040984586897
SKS02,SKS03,SKS02 to SKS03,2,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;3,0.000;0.143;0.429,EQM_4,2,0.13370269820514505,0.29318839301451016,-0.1594856948093651
SKS02,SKS03,SKS02 to SKS03,2,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;3,0.000;0.143;0.429,EQM_5,2,0.21124180475860224,0.2891068827486397,-0.07786507799003749
SKS02,SKS03,SKS02 to SKS03,3,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_1,2,0.09897899230856577,0.14127022872499637,-0.04229123641643059
SKS02,SKS03,SKS02 to SKS03,3,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_2,2,0.09799916777884382,0.1418126403340619,-0.043813472555218086
SKS02,SKS03,SKS02 to SKS03,3,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_3,2,0.09413039810457748,0.14927372908341738,-0.0551433309788399
SKS02,SKS03,SKS02 to SKS03,3,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_4,2,0.07182346784814506,0.15193212317011273,-0.0801086553219677
SKS02,SKS03,SKS02 to SKS03,3,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_5,2,0.10394037710032217,0.17957519763832355,-0.07563482053800138
SKS02,SKS03,SKS02 to SKS03,4,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_1,2,0.06808776790926269,0.1277764027547446,-0.059688634845481946
SKS02,SKS03,SKS02 to SKS03,4,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_2,2,0.052998932823343975,0.13911823326334613,-0.08611930044000216
SKS02,SKS03,SKS02 to SKS03,4,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_3,2,0.04426230105935327,0.14777625437094644,-0.10351395331159316
SKS02,SKS03,SKS02 to SKS03,4,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_4,2,0.03455680227891577,0.15236982146820693,-0.11781301918929116
SKS02,SKS03,SKS02 to SKS03,4,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_5,2,0.08690157263133486,0.15510533467701015,-0.0682037620456753
SKS03,SKS02,SKS03 to SKS02,2,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;5,0.000;0.143;0.714,EQM_1,2,0.25458986512486037,0.21271981787155392,0.041870047253306494
SKS03,SKS02,SKS03 to SKS02,2,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;5,0.000;0.143;0.714,EQM_2,2,0.26421884491047953,0.22289252883800525,0.04132631607247428
SKS03,SKS02,SKS03 to SKS02,2,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;5,0.000;0.143;0.714,EQM_3,2,0.2728182084688831,0.21098345934356055,0.06183474912532258
SKS03,SKS02,SKS03 to SKS02,2,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;5,0.000;0.143;0.714,EQM_4,2,0.2083988440292083,0.2529889083713971,-0.04459006434218882
SKS03,SKS02,SKS03 to SKS02,2,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;5,0.000;0.143;0.714,EQM_5,2,0.21018019994825926,0.22984434449453164,-0.019664144546272397
SKS03,SKS02,SKS03 to SKS02,2,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;5,0.000;0.143;0.714,EQM_6,2,0.2167809760036582,0.21203093936490136,0.004750036638756838
SKS03,SKS02,SKS03 to SKS02,3,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_1,2,0.1977747960726629,0.19906937010193404,-0.0012945740292711477
SKS03,SKS02,SKS03 to SKS02,3,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_2,2,0.2074023262102527,0.2119819679273902,-0.004579641717137498
SKS03,SKS02,SKS03 to SKS02,3,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_3,2,0.20258567307930606,0.21364763568836415,-0.011061962609058104
SKS03,SKS02,SKS03 to SKS02,3,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_4,2,0.19732675420334245,0.19874719662804,-0.0014204424246975628
SKS03,SKS02,SKS03 to SKS02,3,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_5,2,0.17716719151053684,0.1985988594805232,-0.02143166796998637
SKS03,SKS02,SKS03 to SKS02,3,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_6,2,0.18719450385216446,0.19502022988837653,-0.007825726036212066
SKS03,SKS02,SKS03 to SKS02,4,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_1,2,0.14613884788372813,0.18906696034170095,-0.04292811245797282
SKS03,SKS02,SKS03 to SKS02,4,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_2,2,0.1582372368235737,0.20189948510109107,-0.04366224827751735
SKS03,SKS02,SKS03 to SKS02,4,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_3,2,0.16953311449860992,0.19485981138638359,-0.02532669688777367
SKS03,SKS02,SKS03 to SKS02,4,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_4,2,0.10050079288396835,0.19706197212074633,-0.09656117923677798
SKS03,SKS02,SKS03 to SKS02,4,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_5,2,0.1310170080248733,0.1973357780481737,-0.06631877002330043
SKS03,SKS02,SKS03 to SKS02,4,double_reported,2.0,0.025,double_reported; floor=0.025 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_6,2,0.1288006885579832,0.19236325495584544,-0.06356256639786223
SKS02,SKS03,SKS02 to SKS03,2,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;3,0.000;0.143;0.429,EQM_1,2,0.13025387436657082,0.2302629031598697,-0.10000902879329888
SKS02,SKS03,SKS02 to SKS03,2,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;3,0.000;0.143;0.429,EQM_2,2,0.13532898041788832,0.2509265729017528,-0.1155975924838645
SKS02,SKS03,SKS02 to SKS03,2,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;3,0.000;0.143;0.429,EQM_3,2,0.1256654811287469,0.27975589097461584,-0.15409040984586897
SKS02,SKS03,SKS02 to SKS03,2,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;3,0.000;0.143;0.429,EQM_4,2,0.13370269820514505,0.29318839301451016,-0.1594856948093651
SKS02,SKS03,SKS02 to SKS03,2,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;3,0.000;0.143;0.429,EQM_5,2,0.21124180475860224,0.2891068827486397,-0.07786507799003749
SKS02,SKS03,SKS02 to SKS03,3,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_1,2,0.09897899230856577,0.14127022872499637,-0.04229123641643059
SKS02,SKS03,SKS02 to SKS03,3,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_2,2,0.09799916777884382,0.1418126403340619,-0.043813472555218086
SKS02,SKS03,SKS02 to SKS03,3,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_3,2,0.09413039810457748,0.14927372908341738,-0.0551433309788399
SKS02,SKS03,SKS02 to SKS03,3,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_4,2,0.07182346784814506,0.15193212317011273,-0.0801086553219677
SKS02,SKS03,SKS02 to SKS03,3,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_5,2,0.10394037710032217,0.17957519763832355,-0.07563482053800138
SKS02,SKS03,SKS02 to SKS03,4,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_1,2,0.06808776790926269,0.1277764027547446,-0.059688634845481946
SKS02,SKS03,SKS02 to SKS03,4,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_2,2,0.052998932823343975,0.13911823326334613,-0.08611930044000216
SKS02,SKS03,SKS02 to SKS03,4,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_3,2,0.04426230105935327,0.14777625437094644,-0.10351395331159316
SKS02,SKS03,SKS02 to SKS03,4,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_4,2,0.03455680227891577,0.15236982146820693,-0.11781301918929116
SKS02,SKS03,SKS02 to SKS03,4,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_5,2,0.08690157263133486,0.15510533467701015,-0.0682037620456753
SKS03,SKS02,SKS03 to SKS02,2,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;5,0.000;0.143;0.714,EQM_1,2,0.25458986512486037,0.21271981787155392,0.041870047253306494
SKS03,SKS02,SKS03 to SKS02,2,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;5,0.000;0.143;0.714,EQM_2,2,0.26421884491047953,0.22289252883800525,0.04132631607247428
SKS03,SKS02,SKS03 to SKS02,2,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;5,0.000;0.143;0.714,EQM_3,2,0.2728182084688831,0.21098345934356055,0.06183474912532258
SKS03,SKS02,SKS03 to SKS02,2,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;5,0.000;0.143;0.714,EQM_4,2,0.2083988440292083,0.2529889083713971,-0.04459006434218882
SKS03,SKS02,SKS03 to SKS02,2,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;5,0.000;0.143;0.714,EQM_5,2,0.21018019994825926,0.22984434449453164,-0.019664144546272397
SKS03,SKS02,SKS03 to SKS02,2,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;5,0.000;0.143;0.714,EQM_6,2,0.2167809760036582,0.21203093936490136,0.004750036638756838
SKS03,SKS02,SKS03 to SKS02,3,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_1,2,0.1977747960726629,0.19906937010193404,-0.0012945740292711477
SKS03,SKS02,SKS03 to SKS02,3,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_2,2,0.2074023262102527,0.2119819679273902,-0.004579641717137498
SKS03,SKS02,SKS03 to SKS02,3,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_3,2,0.20258567307930606,0.21364763568836415,-0.011061962609058104
SKS03,SKS02,SKS03 to SKS02,3,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_4,2,0.19732675420334245,0.19874719662804,-0.0014204424246975628
SKS03,SKS02,SKS03 to SKS02,3,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_5,2,0.17716719151053684,0.1985988594805232,-0.02143166796998637
SKS03,SKS02,SKS03 to SKS02,3,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;3;7,0.000;0.143;0.429;1.000,EQM_6,2,0.18719450385216446,0.19502022988837653,-0.007825726036212066
SKS03,SKS02,SKS03 to SKS02,4,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_1,2,0.14613884788372813,0.18906696034170095,-0.04292811245797282
SKS03,SKS02,SKS03 to SKS02,4,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_2,2,0.1582372368235737,0.20189948510109107,-0.04366224827751735
SKS03,SKS02,SKS03 to SKS02,4,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_3,2,0.16953311449860992,0.19485981138638359,-0.02532669688777367
SKS03,SKS02,SKS03 to SKS02,4,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_4,2,0.10050079288396835,0.19706197212074633,-0.09656117923677798
SKS03,SKS02,SKS03 to SKS02,4,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_5,2,0.1310170080248733,0.1973357780481737,-0.06631877002330043
SKS03,SKS02,SKS03 to SKS02,4,double_reported,2.0,0.05,double_reported; floor=0.050 MN,0;1;4;6;7,0.000;0.143;0.571;0.857;1.000,EQM_6,2,0.1288006885579832,0.19236325495584544,-0.06356256639786223
SKS02,SKS03,SKS02 to SKS03,2,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;3,0.000;0.143;0.429,EQM_1,2,0.13025387436657082,0.2302629031598697,-0.10000902879329888
SKS02,SKS03,SKS02 to SKS03,2,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;3,0.000;0.143;0.429,EQM_2,2,0.13532898041788832,0.2509265729017528,-0.1155975924838645
SKS02,SKS03,SKS02 to SKS03,2,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;3,0.000;0.143;0.429,EQM_3,2,0.1256654811287469,0.27975589097461584,-0.15409040984586897
SKS02,SKS03,SKS02 to SKS03,2,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;3,0.000;0.143;0.429,EQM_4,2,0.13370269820514505,0.29318839301451016,-0.1594856948093651
SKS02,SKS03,SKS02 to SKS03,2,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;3,0.000;0.143;0.429,EQM_5,2,0.21124180475860224,0.2891068827486397,-0.07786507799003749
SKS02,SKS03,SKS02 to SKS03,3,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_1,2,0.09897899230856577,0.14127022872499637,-0.04229123641643059
SKS02,SKS03,SKS02 to SKS03,3,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_2,2,0.09799916777884382,0.1418126403340619,-0.043813472555218086
SKS02,SKS03,SKS02 to SKS03,3,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_3,2,0.09413039810457748,0.14927372908341738,-0.0551433309788399
SKS02,SKS03,SKS02 to SKS03,3,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_4,2,0.07182346784814506,0.15193212317011273,-0.0801086553219677
SKS02,SKS03,SKS02 to SKS03,3,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;5;6,0.000;0.143;0.714;0.857,EQM_5,2,0.10394037710032217,0.17957519763832355,-0.07563482053800138
SKS02,SKS03,SKS02 to SKS03,4,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_1,2,0.06808776790926269,0.1277764027547446,-0.059688634845481946
SKS02,SKS03,SKS02 to SKS03,4,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_2,2,0.052998932823343975,0.13911823326334613,-0.08611930044000216
SKS02,SKS03,SKS02 to SKS03,4,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_3,2,0.04426230105935327,0.14777625437094644,-0.10351395331159316
SKS02,SKS03,SKS02 to SKS03,4,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_4,2,0.03455680227891577,0.15236982146820693,-0.11781301918929116
SKS02,SKS03,SKS02 to SKS03,4,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;5;6;7,0.000;0.143;0.714;0.857;1.000,EQM_5,2,0.08690157263133486,0.15510533467701015,-0.0682037620456753
SKS03,SKS02,SKS03 to SKS02,2,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;5,0.000;0.143;0.714,EQM_1,2,0.25458986512486037,0.21271981787155392,0.041870047253306494
SKS03,SKS02,SKS03 to SKS02,2,double_reported,2.0,0.1,double_reported; floor=0.100 MN,0;1;5,0.000;0.143;0.714,EQM_2,2,0.26421884491047953,0.22289252883800525,0.04132631607247428
