test,event,pile,smoothed,eta,sampling_cap,phase,lower_s,upper_s,snapshots,max_nearest_offset_s,source_overlap_rows_removed
SKS02,EQM_4,1,1,0.5,120,shaking,5.5307524161660755,10.185691277081746,120,0.00406386554621907,1
SKS02,EQM_4,1,1,0.5,120,before_decay,16.185691277081744,1958.6208000000001,61,16.69010924369752,1
SKS02,EQM_4,1,1,0.5,120,after_decay,1964.6208000000001,43162.4214,120,19.327512605042102,1
SKS02,EQM_4,1,1,0.5,240,shaking,5.5307524161660755,10.185691277081746,240,0.004187447698745572,1
SKS02,EQM_4,1,1,0.5,240,before_decay,16.185691277081744,1958.6208000000001,80,19.947743096234376,1
SKS02,EQM_4,1,1,0.5,240,after_decay,1964.6208000000001,43162.4214,240,19.946909623435204,1
SKS02,EQM_4,1,1,0.75,120,shaking,5.5307524161660755,10.185691277081746,120,0.00406386554621907,1
SKS02,EQM_4,1,1,0.75,120,before_decay,16.185691277081744,1198.2204000000002,54,19.778571428571468,1
SKS02,EQM_4,1,1,0.75,120,after_decay,1204.2204000000002,43162.4214,120,19.86578823529635,1
SKS02,EQM_4,1,1,0.75,240,shaking,5.5307524161660755,10.185691277081746,240,0.004187447698745572,1
SKS02,EQM_4,1,1,0.75,240,before_decay,16.185691277081744,1198.2204000000002,86,19.856834309623537,1
SKS02,EQM_4,1,1,0.75,240,after_decay,1204.2204000000002,43162.4214,240,19.925422594144038,1
SKS02,EQM_4,2,0,0.25,120,shaking,2.5307524161660755,13.185691277081746,120,0.0041949579831950246,1
SKS02,EQM_4,2,0,0.25,120,before_decay,13.185691277081746,3241.2203999999997,86,19.859420168067118,1
SKS02,EQM_4,2,0,0.25,120,after_decay,3241.2203999999997,43162.4214,120,19.883299159664602,1
SKS02,EQM_4,2,0,0.25,240,shaking,2.5307524161660755,13.185691277081746,240,0.004177405857744176,1
SKS02,EQM_4,2,0,0.25,240,before_decay,13.185691277081746,3241.2203999999997,97,19.837536401673447,1
SKS02,EQM_4,2,0,0.25,240,after_decay,3241.2203999999997,43162.4214,240,19.96478912133898,1
SKS02,EQM_4,2,0,0.5,120,shaking,2.5307524161660755,13.185691277081746,120,0.0041949579831950246,1
SKS02,EQM_4,2,0,0.5,120,before_decay,13.185691277081746,1961.6208000000001,61,19.94437310924377,1
SKS02,EQM_4,2,0,0.5,120,after_decay,1961.6208000000001,43162.4214,120,19.904319327728444,1
