test,event,pile,layout,additional_stations_b,snapshots,cluster_median_nrmse,cluster_p90_nrmse,cluster_median_mae_mn,cluster_p90_peak_load_relative_error,cluster_p90_peak_depth_error_z_over_l
SKS02,EQM_6,1,static_transfer_2,2,120,0.2389230274095514,0.2597658891467776,0.20763390929778933,0.0,0.0
SKS02,EQM_6,1,static_transfer_3,3,120,0.2310133268756113,0.25518518330865825,0.1873766970091027,0.0,0.0
SKS02,EQM_6,1,static_transfer_4,4,120,0.21886996604431327,0.2458337646543513,0.17034643246098827,0.0,0.0
SKS02,EQM_6,1,static_transfer_5,5,120,0.17195421429762014,0.1921893314165736,0.09425370286085823,0.0,0.0
SKS02,EQM_6,1,trained_SKS02_applied_all_2,2,120,0.18738372074962362,0.19544441045007296,0.14546262638166452,0.32621540270107063,0.7142857142857142
SKS02,EQM_6,1,trained_SKS02_applied_all_3,3,120,0.1573785819083632,0.1742083662689105,0.11629061524707415,0.0,0.0
SKS02,EQM_6,1,trained_SKS02_applied_all_4,4,120,0.07589594006040329,0.09206393009676012,0.04996153649219765,0.0,0.0
SKS02,EQM_6,1,trained_SKS02_applied_all_5,5,120,0.04174782422464156,0.050122906832349254,0.025202857336367568,0.0,0.0
SKS02,EQM_6,1,trained_SKS03_applied_all_2,2,120,0.26961578529489627,0.2858821196035204,0.20618428600455135,0.32621540270107063,0.7142857142857142
SKS02,EQM_6,1,trained_SKS03_applied_all_3,3,120,0.17407696642872938,0.18559278335281443,0.13194033688231468,0.32621540270107063,0.7142857142857142
SKS02,EQM_6,1,trained_SKS03_applied_all_4,4,120,0.17377432630243794,0.19507638372781555,0.10376976145968789,0.0,0.0
SKS02,EQM_6,1,trained_SKS03_applied_all_5,5,120,0.17195421429762014,0.1921893314165736,0.09425370286085823,0.0,0.0
SKS02,EQM_6,1,uniform_2,2,120,0.21706864429740264,0.23874572693926208,0.20111466542045947,0.397588677714334,0.2857142857142857
SKS02,EQM_6,1,uniform_3,3,120,0.20636967614075424,0.223833157322988,0.15123115152254007,0.3178933599178133,0.5714285714285714
SKS02,EQM_6,1,uniform_4,4,120,0.20423925669098847,0.2190190152469378,0.13748678722366708,0.3178933599178133,0.5714285714285714
SKS02,EQM_6,1,uniform_5,5,120,0.17195421429762014,0.1921893314165736,0.09425370286085823,0.0,0.0
SKS02,EQM_6,2,pooled_robust_2,2,120,0.18559835831614624,0.19441897871764163,0.11925522483766236,0.509168607052813,0.7142857142857142
SKS02,EQM_6,2,pooled_robust_3,3,120,0.14645803779853647,0.20043933688090487,0.08316317370129869,0.0,0.0
SKS02,EQM_6,2,pooled_robust_4,4,120,0.03271483276326334,0.03453524160952951,0.02330629545454547,0.0,0.0
SKS02,EQM_6,2,pooled_robust_5,5,120,0.018387772564334666,0.023990049744074822,0.010513498376623388,0.0,0.0
SKS02,EQM_6,2,static_transfer_2,2,120,0.15370296860366486,0.1625172324739561,0.12989964529220782,0.0,0.0
SKS02,EQM_6,2,static_transfer_3,3,120,0.08668437753456819,0.10297377244047104,0.056203917207792206,0.0,0.0
SKS02,EQM_6,2,static_transfer_4,4,120,0.05502785980329285,0.07440393227874904,0.03153477245670994,0.0,0.0
SKS02,EQM_6,2,static_transfer_5,5,120,0.05294730186927796,0.06199356420563349,0.026660033279220764,0.0,0.0
SKS02,EQM_6,2,trained_SKS02_applied_all_2,2,120,0.18559835831614624,0.19441897871764163,0.11925522483766236,0.509168607052813,0.7142857142857142
SKS02,EQM_6,2,trained_SKS02_applied_all_3,3,120,0.14645803779853647,0.20043933688090487,0.08316317370129869,0.0,0.0
SKS02,EQM_6,2,trained_SKS02_applied_all_4,4,120,0.03271483276326334,0.03453524160952951,0.02330629545454547,0.0,0.0
SKS02,EQM_6,2,trained_SKS02_applied_all_5,5,120,0.018387772564334666,0.023990049744074822,0.010513498376623388,0.0,0.0
SKS02,EQM_6,2,trained_SKS03_applied_all_2,2,120,0.13660696046189505,0.1480268640732406,0.08316317370129869,0.3814458609493492,0.7142857142857142
SKS02,EQM_6,2,trained_SKS03_applied_all_3,3,120,0.1549239632585884,0.18981231644078503,0.08277838068181817,0.42368457207933563,0.7142857142857142
SKS02,EQM_6,2,trained_SKS03_applied_all_4,4,120,0.05484654490119181,0.062432465358975585,0.0320117646103896,0.0,0.0
SKS02,EQM_6,2,trained_SKS03_applied_all_5,5,120,0.05294730186927796,0.06199356420563349,0.026660033279220764,0.0,0.0
SKS02,EQM_6,2,uniform_2,2,120,0.15149710295667596,0.18506329178801809,0.08215049837662339,0.43073957682540387,0.2857142857142857
SKS02,EQM_6,2,uniform_3,3,120,0.139101095198211,0.16593350106065985,0.06836698863636365,0.3814458609493492,0.5714285714285714
SKS02,EQM_6,2,uniform_4,4,120,0.1386693632613621,0.16521882308159647,0.06573522240259741,0.3814458609493492,0.5714285714285714
SKS02,EQM_6,2,uniform_5,5,120,0.05294730186927796,0.06199356420563349,0.026660033279220764,0.0,0.0
SKS03,EQM_1,2,pooled_robust_2,2,120,0.06375864554295749,0.06459672706827327,0.07536909902597408,0.1272119934108567,0.28571428571428564
SKS03,EQM_1,2,pooled_robust_3,3,120,0.06878577298224041,0.06892137100259534,0.06873060470779221,0.0,0.0
SKS03,EQM_1,2,pooled_robust_4,4,120,0.027734041183133454,0.028287294026065175,0.02937090909090917,0.0,0.0
SKS03,EQM_1,2,pooled_robust_5,5,120,0.006774534602809195,0.0081333151160839,0.005980436688311705,0.0,0.0
SKS03,EQM_1,2,static_transfer_2,2,120,0.351937529587344,0.3557110917948776,0.45309501704545463,0.04693802131373868,0.1428571428571429
SKS03,EQM_1,2,static_transfer_3,3,120,0.2151171915959988,0.2172009838658073,0.1956336737012987,0.04693802131373868,0.1428571428571429
SKS03,EQM_1,2,static_transfer_4,4,120,0.21494498036543871,0.21711186500437196,0.1932883790584416,0.04693802131373868,0.1428571428571429
SKS03,EQM_1,2,static_transfer_5,5,120,0.024410706721673964,0.024681698228013443,0.016790167207792195,0.04693802131373868,0.1428571428571429
SKS03,EQM_1,2,trained_SKS02_applied_all_2,2,120,0.06375864554295749,0.06459672706827327,0.07536909902597408,0.1272119934108567,0.28571428571428564
SKS03,EQM_1,2,trained_SKS02_applied_all_3,3,120,0.06878577298224041,0.06892137100259534,0.06873060470779221,0.0,0.0
SKS03,EQM_1,2,trained_SKS02_applied_all_4,4,120,0.027734041183133454,0.028287294026065175,0.02937090909090917,0.0,0.0
SKS03,EQM_1,2,trained_SKS02_applied_all_5,5,120,0.006774534602809195,0.0081333151160839,0.005980436688311705,0.0,0.0
SKS03,EQM_1,2,trained_SKS03_applied_all_2,2,120,0.08552193702345656,0.08610900795980712,0.08931546753246758,0.0,0.0
SKS03,EQM_1,2,trained_SKS03_applied_all_3,3,120,0.08451564882048747,0.0850926954105672,0.08662679707792206,0.1272119934108567,0.28571428571428564
SKS03,EQM_1,2,trained_SKS03_applied_all_4,4,120,0.0251887711006385,0.025512859982620942,0.0211406436688312,0.04693802131373868,0.1428571428571429
SKS03,EQM_1,2,trained_SKS03_applied_all_5,5,120,0.024410706721673964,0.024681698228013443,0.016790167207792195,0.04693802131373868,0.1428571428571429
SKS03,EQM_1,2,uniform_2,2,120,0.2719689171237021,0.27496795814663355,0.32095824107142856,0.09262307349849046,0.1428571428571428
SKS03,EQM_1,2,uniform_3,3,120,0.14826819602338143,0.15075591075457045,0.12068305194805196,0.0,0.0
SKS03,EQM_1,2,uniform_4,4,120,0.14720186885378922,0.14986800207418396,0.10662847727272726,0.0,0.0
SKS03,EQM_1,2,uniform_5,5,120,0.024410706721673964,0.024681698228013443,0.016790167207792195,0.04693802131373868,0.1428571428571429
SKS03,EQM_1,3,pooled_robust_2,2,120,0.1954643186023261,0.19593940666880416,0.41603488474025985,0.0,0.0
SKS03,EQM_1,3,pooled_robust_3,3,120,0.1281824045553961,0.12898848271868477,0.27446178409090904,0.19403183757498757,0.2857142857142857
SKS03,EQM_1,3,pooled_robust_4,4,120,0.10760582941732336,0.10792531123471232,0.19482725405844153,0.19403183757498757,0.2857142857142857
SKS03,EQM_1,3,pooled_robust_5,5,120,0.03817023889025355,0.039264405964235166,0.044542537337662336,0.07162554514968184,0.14285714285714285
SKS03,EQM_1,3,static_transfer_2,2,120,0.29278745897721026,0.29850698064793313,0.6766322086038961,0.2236885860333585,0.42857142857142855
SKS03,EQM_1,3,static_transfer_3,3,120,0.11445655097741834,0.11906482372652874,0.2053702316017316,0.0,0.0
SKS03,EQM_1,3,static_transfer_4,4,120,0.11501316077596585,0.11913611057308975,0.20339708522727268,0.0,0.0
SKS03,EQM_1,3,static_transfer_5,5,120,0.0486241326179987,0.04884558225665858,0.07247953165584414,0.0,0.0
SKS03,EQM_1,3,trained_SKS02_applied_all_2,2,120,0.1954643186023261,0.19593940666880416,0.41603488474025985,0.0,0.0
SKS03,EQM_1,3,trained_SKS02_applied_all_3,3,120,0.1281824045553961,0.12898848271868477,0.27446178409090904,0.19403183757498757,0.2857142857142857
SKS03,EQM_1,3,trained_SKS02_applied_all_4,4,120,0.10760582941732336,0.10792531123471232,0.19482725405844153,0.19403183757498757,0.2857142857142857
SKS03,EQM_1,3,trained_SKS02_applied_all_5,5,120,0.03817023889025355,0.039264405964235166,0.044542537337662336,0.07162554514968184,0.14285714285714285
SKS03,EQM_1,3,trained_SKS03_applied_all_2,2,120,0.12097936571843654,0.12172772464261802,0.27446178409090904,0.19403183757498757,0.2857142857142857
SKS03,EQM_1,3,trained_SKS03_applied_all_3,3,120,0.045407693723876055,0.04605642889225397,0.09901085714285718,0.0,0.0
SKS03,EQM_1,3,trained_SKS03_applied_all_4,4,120,0.059011618487505635,0.05969021644188128,0.0959798814935065,0.07162554514968184,0.14285714285714285
SKS03,EQM_1,3,trained_SKS03_applied_all_5,5,120,0.0486241326179987,0.04884558225665858,0.07247953165584414,0.0,0.0
SKS03,EQM_1,3,uniform_2,2,120,0.17881526074923704,0.18553019459871686,0.4039017527056277,0.07162554514968184,0.14285714285714285
SKS03,EQM_1,3,uniform_3,3,120,0.13038105994563476,0.13172368541849283,0.28992637175324676,0.14945816616194493,0.14285714285714285
SKS03,EQM_1,3,uniform_4,4,120,0.10249445115438183,0.10555701443093264,0.189797198051948,0.07162554514968184,0.14285714285714285
SKS03,EQM_1,3,uniform_5,5,120,0.0486241326179987,0.04884558225665858,0.07247953165584414,0.0,0.0
SKS03,EQM_2,2,pooled_robust_2,2,120,0.06723894276473089,0.06792064629813176,0.07268762500000008,0.10559353071666101,0.28571428571428564
SKS03,EQM_2,2,pooled_robust_3,3,120,0.07066559638124877,0.07125853858725023,0.0647044707792208,0.0,0.0
SKS03,EQM_2,2,pooled_robust_4,4,120,0.022545877961464473,0.025635559262130705,0.023747190746753216,0.0,0.0
SKS03,EQM_2,2,pooled_robust_5,5,120,0.010052580909504241,0.011977774396953035,0.008636909090909112,0.0,0.0
SKS03,EQM_2,2,static_transfer_2,2,120,0.3742632068722968,0.37858913552180967,0.4733044358766234,0.06410810477003845,0.1428571428571429
SKS03,EQM_2,2,static_transfer_3,3,120,0.22339130510741306,0.22718112181383687,0.2014368652597403,0.06410810477003845,0.1428571428571429
SKS03,EQM_2,2,static_transfer_4,4,120,0.22277272851391872,0.22671477910546986,0.19387434496753247,0.06410810477003845,0.1428571428571429
SKS03,EQM_2,2,static_transfer_5,5,120,0.023103081469432508,0.02368160866267903,0.016750325487012996,0.06410810477003845,0.1428571428571429
SKS03,EQM_2,2,trained_SKS02_applied_all_2,2,120,0.06723894276473089,0.06792064629813176,0.07268762500000008,0.10559353071666101,0.28571428571428564
SKS03,EQM_2,2,trained_SKS02_applied_all_3,3,120,0.07066559638124877,0.07125853858725023,0.0647044707792208,0.0,0.0
SKS03,EQM_2,2,trained_SKS02_applied_all_4,4,120,0.022545877961464473,0.025635559262130705,0.023747190746753216,0.0,0.0
SKS03,EQM_2,2,trained_SKS02_applied_all_5,5,120,0.010052580909504241,0.011977774396953035,0.008636909090909112,0.0,0.0
SKS03,EQM_2,2,trained_SKS03_applied_all_2,2,120,0.09468431946331812,0.09577187621536075,0.09119627029220781,0.0,0.0
SKS03,EQM_2,2,trained_SKS03_applied_all_3,3,120,0.08638102858419508,0.08809710401962642,0.0893014391233767,0.10559353071666101,0.28571428571428564
SKS03,EQM_2,2,trained_SKS03_applied_all_4,4,120,0.024690755443497248,0.025452042071227678,0.022344616071428583,0.06410810477003845,0.1428571428571429
SKS03,EQM_2,2,trained_SKS03_applied_all_5,5,120,0.023103081469432508,0.02368160866267903,0.016750325487012996,0.06410810477003845,0.1428571428571429
SKS03,EQM_2,2,uniform_2,2,120,0.2801311030268999,0.2850090939514661,0.3181912946428571,0.06950208941243546,0.1428571428571428
SKS03,EQM_2,2,uniform_3,3,120,0.15454884974980798,0.1594366087541478,0.11565257873376625,0.0,0.0
SKS03,EQM_2,2,uniform_4,4,120,0.15417170918142903,0.15919091949100536,0.10810557224025971,0.0,0.0
SKS03,EQM_2,2,uniform_5,5,120,0.023103081469432508,0.02368160866267903,0.016750325487012996,0.06410810477003845,0.1428571428571429
SKS03,EQM_2,3,pooled_robust_2,2,120,0.20125224254558252,0.20257146885045174,0.38095945129870157,0.0,0.0
SKS03,EQM_2,3,pooled_robust_3,3,120,0.12331913970207228,0.12468612677162332,0.22326532792207787,0.09568849590893659,0.2857142857142857
SKS03,EQM_2,3,pooled_robust_4,4,120,0.0794118236345416,0.08037302773151649,0.12759483360389615,0.09568849590893659,0.2857142857142857
SKS03,EQM_2,3,pooled_robust_5,5,120,0.05003771544371957,0.05046010460705043,0.06455630519480518,0.09529993775062612,0.2857142857142857
SKS03,EQM_2,3,static_transfer_2,2,120,0.25866732678801757,0.2595209717497456,0.5163554274891775,0.1683326246768795,0.42857142857142855
SKS03,EQM_2,3,static_transfer_3,3,120,0.14147552855565415,0.14310277535524793,0.26174515422077915,0.0,0.0
SKS03,EQM_2,3,static_transfer_4,4,120,0.1300112915181473,0.13111358250109614,0.20894153003246752,0.0,0.0
SKS03,EQM_2,3,static_transfer_5,5,120,0.046744925487334374,0.047170636186482484,0.05388413636363637,0.0,0.0
SKS03,EQM_2,3,trained_SKS02_applied_all_2,2,120,0.20125224254558252,0.20257146885045174,0.38095945129870157,0.0,0.0
SKS03,EQM_2,3,trained_SKS02_applied_all_3,3,120,0.12331913970207228,0.12468612677162332,0.22326532792207787,0.09568849590893659,0.2857142857142857
SKS03,EQM_2,3,trained_SKS02_applied_all_4,4,120,0.0794118236345416,0.08037302773151649,0.12759483360389615,0.09568849590893659,0.2857142857142857
SKS03,EQM_2,3,trained_SKS02_applied_all_5,5,120,0.05003771544371957,0.05046010460705043,0.06455630519480518,0.09529993775062612,0.2857142857142857
SKS03,EQM_2,3,trained_SKS03_applied_all_2,2,120,0.10380279447038998,0.10503625531451725,0.22326532792207787,0.09568849590893659,0.2857142857142857
SKS03,EQM_2,3,trained_SKS03_applied_all_3,3,120,0.06453528095855106,0.06526854919523027,0.10664268425324681,0.0,0.0
SKS03,EQM_2,3,trained_SKS03_applied_all_4,4,120,0.06813378635836016,0.06840035621468706,0.11139076379870141,0.09529993775062612,0.2857142857142857
SKS03,EQM_2,3,trained_SKS03_applied_all_5,5,120,0.046744925487334374,0.047170636186482484,0.05388413636363637,0.0,0.0
SKS03,EQM_2,3,uniform_2,2,120,0.21452705314894494,0.21667016054135738,0.4323366068722944,0.1577668067116885,0.14285714285714285
SKS03,EQM_2,3,uniform_3,3,120,0.12396089537499136,0.12444882578213383,0.23093806574675324,0.067742363297265,0.14285714285714285
SKS03,EQM_2,3,uniform_4,4,120,0.11780724297873395,0.11924279877839983,0.19778027272727272,0.06743367907949617,0.14285714285714285
SKS03,EQM_2,3,uniform_5,5,120,0.046744925487334374,0.047170636186482484,0.05388413636363637,0.0,0.0
SKS03,EQM_3,2,pooled_robust_2,2,120,0.06133198984179546,0.061943823688613314,0.06412965665584418,0.08705334878508637,0.28571428571428564
SKS03,EQM_3,2,pooled_robust_3,3,120,0.05897769267458139,0.059937660352604095,0.053934038961039016,0.0,0.0
SKS03,EQM_3,2,pooled_robust_4,4,120,0.02098934714761027,0.023426392634084213,0.020807529220779247,0.0,0.0
SKS03,EQM_3,2,pooled_robust_5,5,120,0.015382861329350484,0.016077905079063627,0.012628297077922096,0.0,0.0
SKS03,EQM_3,2,static_transfer_2,2,120,0.39008656602239566,0.39663149784498164,0.4873206793831169,0.07207150803094702,0.1428571428571429
SKS03,EQM_3,2,static_transfer_3,3,120,0.22994552396851325,0.23482152372704948,0.20442656331168835,0.07177926802619021,0.1428571428571429
SKS03,EQM_3,2,static_transfer_4,4,120,0.22899958431347456,0.234149829093947,0.19346684415584414,0.051154189049438324,0.1428571428571428
SKS03,EQM_3,2,static_transfer_5,5,120,0.022129207396476377,0.02353665576618274,0.017611934253246725,0.051154189049438324,0.1428571428571428
SKS03,EQM_3,2,trained_SKS02_applied_all_2,2,120,0.06133198984179546,0.061943823688613314,0.06412965665584418,0.08705334878508637,0.28571428571428564
SKS03,EQM_3,2,trained_SKS02_applied_all_3,3,120,0.05897769267458139,0.059937660352604095,0.053934038961039016,0.0,0.0
SKS03,EQM_3,2,trained_SKS02_applied_all_4,4,120,0.02098934714761027,0.023426392634084213,0.020807529220779247,0.0,0.0
SKS03,EQM_3,2,trained_SKS02_applied_all_5,5,120,0.015382861329350484,0.016077905079063627,0.012628297077922096,0.0,0.0
SKS03,EQM_3,2,trained_SKS03_applied_all_2,2,120,0.0861945482781658,0.08797830161397516,0.08316070048701288,0.0,0.0
SKS03,EQM_3,2,trained_SKS03_applied_all_3,3,120,0.07453600886809417,0.07647611640964605,0.07963436525974026,0.08705334878508637,0.28571428571428564
SKS03,EQM_3,2,trained_SKS03_applied_all_4,4,120,0.025125113264598153,0.025859274414244612,0.024338330357142807,0.051154189049438324,0.1428571428571428
SKS03,EQM_3,2,trained_SKS03_applied_all_5,5,120,0.022129207396476377,0.02353665576618274,0.017611934253246725,0.051154189049438324,0.1428571428571428
SKS03,EQM_3,2,uniform_2,2,120,0.283365106517695,0.2922058550056112,0.30693511931818174,0.055625049647205556,0.1428571428571428
SKS03,EQM_3,2,uniform_3,3,120,0.16107563145678552,0.16547610896267523,0.10772560795454547,0.0,0.0
SKS03,EQM_3,2,uniform_4,4,120,0.16105487225209486,0.1654019138036441,0.10622515503246753,0.0,0.0
SKS03,EQM_3,2,uniform_5,5,120,0.022129207396476377,0.02353665576618274,0.017611934253246725,0.051154189049438324,0.1428571428571428
SKS03,EQM_3,3,pooled_robust_2,2,120,0.183194235949574,0.18941972329069967,0.3138614659090909,0.024809648575167202,0.14285714285714285
SKS03,EQM_3,3,pooled_robust_3,3,120,0.12791597922891174,0.12837055482451265,0.20235386850649348,0.025893772422630353,0.14285714285714285
SKS03,EQM_3,3,pooled_robust_4,4,120,0.06372721222265568,0.06491186805945376,0.10082970292207798,0.025893772422630353,0.14285714285714285
SKS03,EQM_3,3,pooled_robust_5,5,120,0.07818183024062786,0.0801923411605506,0.10012604870129865,0.025893772422630353,0.14285714285714285
SKS03,EQM_3,3,static_transfer_2,2,120,0.21683080868022026,0.22454361374396525,0.40821386607142857,0.09264304248032129,0.5714285714285714
SKS03,EQM_3,3,static_transfer_3,3,120,0.18304194424226353,0.1841014709075909,0.3302208587662338,0.05514826475338265,0.14285714285714285
SKS03,EQM_3,3,static_transfer_4,4,120,0.13669487231454186,0.13837867055971592,0.1954783612012988,0.05514826475338265,0.14285714285714285
SKS03,EQM_3,3,static_transfer_5,5,120,0.031979516533691174,0.03272022867395305,0.038683730519480514,0.024809648575167202,0.14285714285714285
SKS03,EQM_3,3,trained_SKS02_applied_all_2,2,120,0.183194235949574,0.18941972329069967,0.3138614659090909,0.024809648575167202,0.14285714285714285
SKS03,EQM_3,3,trained_SKS02_applied_all_3,3,120,0.12791597922891174,0.12837055482451265,0.20235386850649348,0.025893772422630353,0.14285714285714285
SKS03,EQM_3,3,trained_SKS02_applied_all_4,4,120,0.06372721222265568,0.06491186805945376,0.10082970292207798,0.025893772422630353,0.14285714285714285
SKS03,EQM_3,3,trained_SKS02_applied_all_5,5,120,0.07818183024062786,0.0801923411605506,0.10012604870129865,0.025893772422630353,0.14285714285714285
SKS03,EQM_3,3,trained_SKS03_applied_all_2,2,120,0.10429375981798117,0.10467276808645413,0.20235386850649348,0.025893772422630353,0.14285714285714285
SKS03,EQM_3,3,trained_SKS03_applied_all_3,3,120,0.11012045046136663,0.11117045813272895,0.17295361038961038,0.024809648575167202,0.14285714285714285
SKS03,EQM_3,3,trained_SKS03_applied_all_4,4,120,0.08336965096282689,0.08579638292970608,0.1271766534090909,0.025893772422630353,0.14285714285714285
SKS03,EQM_3,3,trained_SKS03_applied_all_5,5,120,0.031979516533691174,0.03272022867395305,0.038683730519480514,0.024809648575167202,0.14285714285714285
SKS03,EQM_3,3,uniform_2,2,120,0.2625873202147251,0.26617150363755654,0.4959964951298702,0.3431599209208838,0.2857142857142857
SKS03,EQM_3,3,uniform_3,3,120,0.13267577425898747,0.1330200430547859,0.21901384442640698,0.0,0.0
SKS03,EQM_3,3,uniform_4,4,120,0.12856031673816332,0.13015643540777844,0.1954839797077923,0.0,0.0
SKS03,EQM_3,3,uniform_5,5,120,0.031979516533691174,0.03272022867395305,0.038683730519480514,0.024809648575167202,0.14285714285714285
SKS03,EQM_4,2,pooled_robust_2,2,120,0.07672824970804287,0.08002286350911358,0.05343177922077927,0.02988516778468459,0.28571428571428564
SKS03,EQM_4,2,pooled_robust_3,3,120,0.07103056036720667,0.07298601629161154,0.046703818181818194,0.015240247669767079,0.28571428571428564
SKS03,EQM_4,2,pooled_robust_4,4,120,0.008291360963347916,0.011022412730940852,0.0074769772727272255,0.015240247669767079,0.28571428571428564
SKS03,EQM_4,2,pooled_robust_5,5,120,0.007098912704229538,0.00875149971092577,0.0051533268398268745,0.00583974004579523,0.14285714285714285
SKS03,EQM_4,2,static_transfer_2,2,120,0.419316072443951,0.426333226954436,0.47449305275974035,0.030971567367096286,0.42857142857142855
SKS03,EQM_4,2,static_transfer_3,3,120,0.24644919131505916,0.24920793639120956,0.18572117370129876,0.027111196153040484,0.28571428571428564
SKS03,EQM_4,2,static_transfer_4,4,120,0.24637681015921686,0.2492054104647869,0.18261953327922076,0.02684041293983962,0.1428571428571429
SKS03,EQM_4,2,static_transfer_5,5,120,0.007938767574611112,0.012328294888173432,0.00568774675324675,0.02684041293983962,0.1428571428571429
SKS03,EQM_4,2,trained_SKS02_applied_all_2,2,120,0.07672824970804287,0.08002286350911358,0.05343177922077927,0.02988516778468459,0.28571428571428564
SKS03,EQM_4,2,trained_SKS02_applied_all_3,3,120,0.07103056036720667,0.07298601629161154,0.046703818181818194,0.015240247669767079,0.28571428571428564
SKS03,EQM_4,2,trained_SKS02_applied_all_4,4,120,0.008291360963347916,0.011022412730940852,0.0074769772727272255,0.015240247669767079,0.28571428571428564
SKS03,EQM_4,2,trained_SKS02_applied_all_5,5,120,0.007098912704229538,0.00875149971092577,0.0051533268398268745,0.00583974004579523,0.14285714285714285
SKS03,EQM_4,2,trained_SKS03_applied_all_2,2,120,0.07798009928801922,0.0834934700981008,0.05431359009740255,0.015240247669767079,0.28571428571428564
SKS03,EQM_4,2,trained_SKS03_applied_all_3,3,120,0.06848627004286348,0.07563602589221063,0.06576249188311688,0.02988516778468459,0.28571428571428564
SKS03,EQM_4,2,trained_SKS03_applied_all_4,4,120,0.00818477282189314,0.012785943528990375,0.006674176677489194,0.027127669274763597,0.1428571428571429
SKS03,EQM_4,2,trained_SKS03_applied_all_5,5,120,0.007938767574611112,0.012328294888173432,0.00568774675324675,0.02684041293983962,0.1428571428571429
SKS03,EQM_4,2,uniform_2,2,120,0.31497416800180766,0.32011195773189033,0.3134331103896103,0.03174956922088696,0.14285714285714285
SKS03,EQM_4,2,uniform_3,3,120,0.17412872858360387,0.1774086156042709,0.11922653652597401,0.015240247669767079,0.28571428571428564
SKS03,EQM_4,2,uniform_4,4,120,0.17397357342850284,0.17725264352255987,0.11512785064935066,0.006018009686097636,0.14285714285714285
SKS03,EQM_4,2,uniform_5,5,120,0.007938767574611112,0.012328294888173432,0.00568774675324675,0.02684041293983962,0.1428571428571429
SKS03,EQM_4,3,pooled_robust_2,2,120,0.17925887443159938,0.18871903377158272,0.34906703977272735,0.0,0.0
SKS03,EQM_4,3,pooled_robust_3,3,120,0.06719461268979182,0.06973403965557456,0.10880905519480527,0.08087870413370621,0.2857142857142857
SKS03,EQM_4,3,pooled_robust_4,4,120,0.05160137782357671,0.05938422207799754,0.0664732581168831,0.08087870413370621,0.2857142857142857
SKS03,EQM_4,3,pooled_robust_5,5,120,0.05368021602069198,0.06327497656287612,0.0664732581168831,0.08087870413370621,0.2857142857142857
SKS03,EQM_4,3,static_transfer_2,2,120,0.3335149946383076,0.33728423250610406,0.6554075819805195,0.25405815581129065,0.42857142857142855
SKS03,EQM_4,3,static_transfer_3,3,120,0.17062171134258675,0.17266993648395598,0.27432739935064937,0.0,0.0
SKS03,EQM_4,3,static_transfer_4,4,120,0.16435309252961466,0.16667235523726007,0.2171021753246754,0.0,0.0
SKS03,EQM_4,3,static_transfer_5,5,120,0.009464218266801383,0.010927919085553999,0.012141409902597405,0.0,0.0
SKS03,EQM_4,3,trained_SKS02_applied_all_2,2,120,0.17925887443159938,0.18871903377158272,0.34906703977272735,0.0,0.0
SKS03,EQM_4,3,trained_SKS02_applied_all_3,3,120,0.06719461268979182,0.06973403965557456,0.10880905519480527,0.08087870413370621,0.2857142857142857
SKS03,EQM_4,3,trained_SKS02_applied_all_4,4,120,0.05160137782357671,0.05938422207799754,0.0664732581168831,0.08087870413370621,0.2857142857142857
SKS03,EQM_4,3,trained_SKS02_applied_all_5,5,120,0.05368021602069198,0.06327497656287612,0.0664732581168831,0.08087870413370621,0.2857142857142857
SKS03,EQM_4,3,trained_SKS03_applied_all_2,2,120,0.06997990840280204,0.07705275326616509,0.11657479058441556,0.08087870413370621,0.2857142857142857
SKS03,EQM_4,3,trained_SKS03_applied_all_3,3,120,0.04108306150760589,0.05355871213981836,0.06913105600649355,0.0,0.0
SKS03,EQM_4,3,trained_SKS03_applied_all_4,4,120,0.053771352964131755,0.06331838232235219,0.06988115909090914,0.08087870413370621,0.2857142857142857
SKS03,EQM_4,3,trained_SKS03_applied_all_5,5,120,0.009464218266801383,0.010927919085553999,0.012141409902597405,0.0,0.0
SKS03,EQM_4,3,uniform_2,2,120,0.263493142798909,0.2664712675229244,0.468285299512987,0.22074121573088681,0.14285714285714285
SKS03,EQM_4,3,uniform_3,3,120,0.12537944930214928,0.12652155969447867,0.1799416853354979,0.0680336590507027,0.14285714285714285
SKS03,EQM_4,3,uniform_4,4,120,0.1263375081666851,0.1275631150632808,0.17571218425324675,0.0680336590507027,0.14285714285714285
SKS03,EQM_4,3,uniform_5,5,120,0.009464218266801383,0.010927919085553999,0.012141409902597405,0.0,0.0
SKS03,EQM_5,2,pooled_robust_2,2,120,0.08041636439649066,0.10615705338362943,0.06985482548701298,0.012906075390472348,0.42857142857142855
SKS03,EQM_5,2,pooled_robust_3,3,120,0.05406090696245839,0.058087684600332624,0.039752655032467485,0.015832140116081625,0.42857142857142855
SKS03,EQM_5,2,pooled_robust_4,4,120,0.011122243215104067,0.024349373846212753,0.010684580357142828,0.015832140116081625,0.42857142857142855
SKS03,EQM_5,2,pooled_robust_5,5,120,0.003599746899587951,0.017851471001430096,0.0028369788961038894,0.0007424124752878303,0.14285714285714285
SKS03,EQM_5,2,static_transfer_2,2,120,0.44162824206763535,0.4495992187859919,0.507039034090909,0.13435492476477734,0.7142857142857142
SKS03,EQM_5,2,static_transfer_3,3,120,0.25884768967142463,0.2627292920475001,0.20200901623376633,0.024859238346596615,0.2857142857142857
